link_id,grid_gid,accident_cnt
571677318,다사648359,9
571677320,다사648359,9
571678606,다사648359,9
571682151,다사648359,9
571682156,다사648359,9
571682180,다사648359,9
571682192,다사648359,9
571682197,다사648359,9
571682218,다사648359,9
571682220,다사648359,9
571682221,다사648359,9
571682225,다사648359,9
571682226,다사648359,9
571682253,다사648359,9
571682992,다사648359,9
571682994,다사648359,9
571650813,다사653447,9
571739294,다사653461,9
571739298,다사653461,9
571501079,다사654305,9
571605174,다사663437,9
571643407,다사663437,9
571643409,다사663437,9
571681933,다사663437,9
571681934,다사663437,9
572670368,다사671369,9
572672179,다사671369,9
572663173,다사682405,9
572663177,다사682405,9
572672991,다사682405,9
572673001,다사682405,9
572673004,다사682405,9
572673010,다사682405,9
572673011,다사682405,9
572673227,다사682405,9
572673230,다사682405,9
572673231,다사682405,9
572673234,다사682405,9
572673235,다사682405,9
572673236,다사682405,9
572673237,다사682405,9
572501248,다사684350,9
572541634,다사684350,9
572610955,다사684381,9
572765154,다사729513,9
572765156,다사729513,9
572765160,다사729513,9
572765166,다사729513,9
572766732,다사729514,9
572767209,다사729514,9
572767212,다사729514,9
572775140,다사729514,9
477344124,다사403113,8
477352164,다사403113,8
477352166,다사403113,8
477352168,다사403113,8
478242946,다사485038,8
478242947,다사485038,8
478243206,다사485038,8
478243207,다사485038,8
571340721,다사585124,8
571340734,다사585124,8
571340859,다사585124,8
571340861,다사585124,8
571340864,다사585124,8
571340866,다사585124,8
571342388,다사585124,8
571359052,다사585124,8
571359054,다사585124,8
571359056,다사585124,8
571359058,다사585124,8
571359060,다사585124,8
571359062,다사585124,8
571340735,다사585124,8
571372020,다사585124,8
571344664,다사593129,8
571344667,다사593129,8
571344788,다사593129,8
571346730,다사618124,8
571347197,다사618124,8
571347198,다사618124,8
571347199,다사618124,8
571347201,다사618124,8
571350251,다사618124,8
571358958,다사618124,8
571358962,다사618124,8
571358964,다사618124,8
571365082,다사618124,8
571346855,다사622139,8
571349441,다사622139,8
571772611,다사627458,8
571772630,다사627458,8
571772816,다사627458,8
571772817,다사627458,8
571772818,다사627458,8
571724742,다사634456,8
571561010,다사644337,8
571759922,다사645463,8
571769520,다사645463,8
571774487,다사645463,8
571774489,다사645463,8
571773719,다사648458,8
571773729,다사648458,8
571773730,다사648458,8
571773774,다사648458,8
571773894,다사648458,8
571773895,다사648458,8
571773923,다사648458,8
571773924,다사648458,8
571254755,다사650075,8
571254756,다사650075,8
571549086,다사650328,8
571549132,다사650328,8
571549136,다사650328,8
571549138,다사650328,8
571550059,다사650328,8
571550069,다사650328,8
571550083,다사650328,8
571556676,다사650328,8
571556678,다사650328,8
571557808,다사650328,8
571557810,다사650328,8
571603701,다사654434,8
571606204,다사654434,8
571606205,다사654434,8
571611773,다사654434,8
571657492,다사654434,8
571658322,다사654434,8
571658324,다사654434,8
571704565,다사655462,8
571550878,다사657330,8
571557410,다사657330,8
571557412,다사657330,8
571557414,다사657330,8
571557438,다사657330,8
571557454,다사657330,8
571557462,다사657330,8
571557466,다사657330,8
571557470,다사657330,8
571557786,다사657330,8
571557112,다사657338,8
571557116,다사657338,8
571557164,다사657338,8
571557210,다사657338,8
571557220,다사657338,8
571557222,다사657338,8
571557224,다사657338,8
571557232,다사657338,8
571557240,다사657338,8
571557242,다사657338,8
571557244,다사657338,8
571557254,다사657338,8
571557258,다사657338,8
571558294,다사657338,8
571558298,다사657338,8
571558300,다사657338,8
571558303,다사657338,8
571669085,다사661422,8
571669183,다사661422,8
571669186,다사661422,8
571669188,다사661422,8
571669189,다사661422,8
571669190,다사661422,8
571669538,다사661422,8
571669539,다사661422,8
571371229,다사662084,8
571371257,다사662084,8
571375379,다사662084,8
571648548,다사662438,8
571606330,다사662438,8
571648549,다사662438,8
571670784,다사662438,8
571681910,다사662438,8
571668593,다사663420,8
571668598,다사663420,8
571668599,다사663420,8
571668605,다사663420,8
571668608,다사663420,8
571668609,다사663420,8
571668612,다사663420,8
571668615,다사663420,8
571603955,다사666430,8
571611330,다사666430,8
571682234,다사666430,8
572611228,다사669413,8
572671943,다사669413,8
572672048,다사669413,8
572672413,다사669413,8
572672415,다사669413,8
572672419,다사669413,8
572672426,다사669413,8
572672431,다사669413,8
572672442,다사669413,8
572672444,다사669413,8
572672445,다사669413,8
572672446,다사669413,8
572672449,다사669413,8
572672450,다사669413,8
572672452,다사669413,8
572672453,다사669413,8
572662617,다사671368,8
572666032,다사671368,8
572666033,다사671368,8
572663919,다사671368,8
572669652,다사671368,8
572672175,다사671368,8
572672325,다사671368,8
572651906,다사676430,8
2023000688,다사676430,8
572603041,다사678368,8
572611078,다사678368,8
572645831,다사678368,8
572648596,다사678368,8
572703438,다사681453,8
572762520,다사681453,8
572765090,다사681453,8
572765094,다사681453,8
572703679,다사681453,8
572703686,다사681453,8
572765088,다사681453,8
572781547,다사681453,8
572781554,다사681453,8
572781556,다사681453,8
572781557,다사681453,8
572781579,다사681453,8
572781591,다사681453,8
572610123,다사685437,8
572501254,다사688300,8
572501415,다사688300,8
572543495,다사688300,8
572544888,다사688300,8
572768762,다사696461,8
572772557,다사696461,8
572772767,다사720500,8
572775061,다사720500,8
572766716,다사727512,8
572782307,다사728505,8
572780516,다사738493,8
572782257,다사738493,8
572782261,다사738493,8
572782346,다사738493,8
572782358,다사738493,8
572782359,다사738493,8
572782364,다사738493,8
572782366,다사738493,8
477340725,다사396132,7
478240846,다사469033,7
478248692,다사469033,7
478248698,다사469033,7
478248704,다사469033,7
478248712,다사469033,7
478248716,다사469033,7
478248720,다사469033,7
478248724,다사469033,7
571345656,다사589119,7
571348987,다사589119,7
571343634,다사591128,7
571343644,다사591128,7
571343645,다사591128,7
571343595,다사592128,7
571343638,다사592128,7
571343135,다사611152,7
571349111,다사611152,7
571349165,다사611152,7
571350477,다사611152,7
571350478,다사611152,7
571367892,다사613143,7
571370421,다사613143,7
571348122,다사614110,7
571346978,다사617103,7
571346981,다사617103,7
571346986,다사617103,7
571354542,다사617103,7
571354548,다사617103,7
571354550,다사617103,7
571354552,다사617103,7
571354556,다사617103,7
571347053,다사624109,7
571347054,다사624109,7
571347057,다사624109,7
571347059,다사624109,7
571348036,다사624109,7
571348037,다사624109,7
571350471,다사624109,7
571350472,다사624109,7
571352802,다사624109,7
571360884,다사624109,7
571742190,다사633461,7
571709889,다사635454,7
571369996,다사638098,7
571371216,다사638098,7
571371217,다사638098,7
571379535,다사638098,7
571759914,다사644464,7
571774492,다사644464,7
571774543,다사644464,7
571774544,다사644464,7
571774545,다사644464,7
571370576,다사646129,7
571370591,다사646129,7
571370592,다사646129,7
571370597,다사646129,7
571370599,다사646129,7
571370600,다사646129,7
571740888,다사647458,7
571740890,다사647458,7
571756581,다사647458,7
571756584,다사647458,7
571773717,다사647458,7
571773782,다사647458,7
571773888,다사647458,7
571773893,다사647458,7
571774406,다사647461,7
571774408,다사647461,7
571774427,다사647461,7
571603477,다사649439,7
571679661,다사649439,7
571679723,다사649439,7
571679732,다사649439,7
571679745,다사649439,7
571679754,다사649439,7
571545283,다사650338,7
571549050,다사650338,7
571549112,다사650338,7
571554768,다사650338,7
571554770,다사650338,7
571554774,다사650338,7
571554776,다사650338,7
571558327,다사650338,7
571558328,다사650338,7
571558329,다사650338,7
571558330,다사650338,7
571558332,다사650338,7
571558333,다사650338,7
571558334,다사650338,7
571558335,다사650338,7
571558338,다사650338,7
571558343,다사650338,7
571558344,다사650338,7
571772235,다사651462,7
571772246,다사651462,7
571772283,다사651462,7
571772287,다사651462,7
571501057,다사652297,7
571714476,다사652462,7
571714477,다사652462,7
571718976,다사652462,7
571772278,다사652462,7
571772323,다사652462,7
571500978,다사653279,7
571501063,다사653279,7
571716587,다사655476,7
571366150,다사656117,7
571366752,다사656117,7
571367406,다사656117,7
571367408,다사656117,7
571367448,다사656117,7
571367450,다사656117,7
571370441,다사656117,7
571370442,다사656117,7
571500983,다사656307,7
571501078,다사656307,7
571501223,다사656307,7
571501230,다사656307,7
571501394,다사658317,7
571510384,다사658317,7
571540571,다사658317,7
571540573,다사658317,7
571541223,다사658317,7
571543015,다사658317,7
571543016,다사658317,7
571554882,다사658317,7
571554886,다사658317,7
571554888,다사658317,7
571555294,다사658317,7
571555296,다사658317,7
571555298,다사658317,7
571555300,다사658317,7
571555302,다사658317,7
571556540,다사658317,7
571500575,다사660314,7
571501040,다사660314,7
571501041,다사660314,7
571541905,다사660314,7
571501047,다사662312,7
571501239,다사662312,7
571540294,다사662312,7
571543535,다사662312,7
571552994,다사662312,7
571646189,다사663371,7
571649191,다사663371,7
571679908,다사663446,7
571679911,다사663446,7
571679915,다사663446,7
571679916,다사663446,7
571679917,다사663446,7
571679919,다사663446,7
571679922,다사663446,7
571679923,다사663446,7
571500555,다사664349,7
571681894,다사664433,7
571681895,다사664433,7
571682217,다사664433,7
571501191,다사665315,7
571501221,다사665315,7
571663230,다사665425,7
571663406,다사665425,7
571682018,다사665425,7
571682041,다사665425,7
571682042,다사665425,7
571682043,다사665425,7
571682044,다사665425,7
571682050,다사665425,7
571682051,다사665425,7
571682053,다사665425,7
571682055,다사665425,7
571682058,다사665425,7
571682060,다사665425,7
571611315,다사666440,7
571654600,다사666440,7
572603005,다사666440,7
572610244,다사669423,7
572672318,다사669423,7
572672319,다사669423,7
572672322,다사669423,7
572672337,다사669423,7
572672340,다사669423,7
572541017,다사671347,7
572541693,다사671347,7
572671928,다사671375,7
572672276,다사671375,7
572672278,다사671375,7
572603188,다사671448,7
572651952,다사671448,7
572651956,다사671448,7
572651958,다사671448,7
572647397,다사672372,7
572647399,다사672372,7
572647400,다사672372,7
572647406,다사672372,7
572648336,다사672372,7
572647547,다사676373,7
572648303,다사676373,7
572648305,다사676373,7
572703972,다사676469,7
572782196,다사676469,7
572782214,다사676469,7
572782223,다사676469,7
572782229,다사676469,7
572782250,다사676469,7
572782275,다사676469,7
572782315,다사676469,7
572782329,다사676469,7
572782332,다사676469,7
572782335,다사676469,7
572782337,다사676469,7
572782338,다사676469,7
572661446,다사679417,7
572661766,다사679417,7
572661770,다사679417,7
572662027,다사679417,7
572662195,다사679417,7
572646860,다사685378,7
572646862,다사685378,7
572646863,다사685378,7
572646864,다사685378,7
572646866,다사685378,7
572648185,다사685378,7
572648262,다사685378,7
572648270,다사685378,7
572610154,다사685438,7
572642031,다사685438,7
572642032,다사685438,7
572642033,다사685438,7
572642034,다사685438,7
572642035,다사685438,7
572656080,다사690397,7
572656086,다사690397,7
572603507,다사690397,7
572656072,다사690397,7
572656088,다사690397,7
572656092,다사690397,7
572666180,다사690397,7
572666181,다사690397,7
572672899,다사690397,7
572672901,다사690397,7
572772837,다사691450,7
572775067,다사691450,7
572781383,다사691450,7
572781388,다사691450,7
572781389,다사691450,7
572781393,다사691450,7
572781394,다사691450,7
572766696,다사727513,7
572766720,다사727513,7
572766740,다사727513,7
572767197,다사731522,7
572768230,다사731522,7
572743167,다사733496,7
572710120,다사733496,7
572750130,다사733496,7
572750133,다사733496,7
572755652,다사733496,7
572782528,다사733496,7
572782533,다사733496,7
572782534,다사733496,7
572782536,다사733496,7
477347900,다사431144,6
477357912,다사431144,6
477357889,다사431144,6
477357892,다사431144,6
477357893,다사431144,6
478241674,다사476037,6
478354776,다사513138,6
478354829,다사513138,6
478354830,다사513138,6
478354832,다사513138,6
478354833,다사513138,6
478358708,다사513138,6
478360896,다사513138,6
478360903,다사513138,6
478360905,다사513138,6
478360906,다사513138,6
478350668,다사542113,6
478353612,다사542113,6
478353634,다사542113,6
478353644,다사542113,6
478353656,다사542113,6
478353658,다사542113,6
478353662,다사542113,6
478353664,다사542113,6
478353744,다사542113,6
478350680,다사542113,6
478353620,다사542113,6
478353622,다사542113,6
478353648,다사542113,6
478353654,다사542113,6
478353666,다사542113,6
478362289,다사542113,6
571346483,다사557112,6
571370048,다사557112,6
571370050,다사557112,6
571370052,다사557112,6
571370054,다사557112,6
571370070,다사557112,6
571370076,다사557112,6
571370084,다사557112,6
571370032,다사557112,6
571387658,다사557112,6
571370046,다사557112,6
571377252,다사580122,6
571380273,다사580122,6
571385265,다사580122,6
571385266,다사580122,6
571385267,다사580122,6
571385279,다사580122,6
571385280,다사580122,6
571387631,다사580122,6
571341859,다사586121,6
571350593,다사586121,6
571350595,다사586121,6
571350596,다사586121,6
571347883,다사606134,6
571347886,다사606134,6
571347888,다사606134,6
571347889,다사606134,6
571347891,다사606134,6
571348927,다사606134,6
571358982,다사606134,6
571358984,다사606134,6
571358986,다사606134,6
571358988,다사606134,6
571358990,다사606134,6
571358992,다사606134,6
571376877,다사606134,6
571347813,다사609120,6
571347815,다사609120,6
571349823,다사609120,6
571343140,다사613150,6
571343143,다사613150,6
571349528,다사613150,6
571349531,다사613150,6
571349533,다사613150,6
571371623,다사613150,6
571351160,다사620105,6
571355986,다사620105,6
571355988,다사620105,6
571355990,다사620105,6
571350177,다사622121,6
571370868,다사624133,6
571370872,다사624133,6
571711055,다사626463,6
571717484,다사626463,6
571772671,다사626463,6
571772713,다사626463,6
571772717,다사626463,6
571772718,다사626463,6
571772822,다사626463,6
571556588,다사631320,6
571556590,다사631320,6
571556594,다사631320,6
571556596,다사631320,6
571728874,다사639459,6
571728870,다사639459,6
571728872,다사639459,6
571772171,다사639459,6
571772649,다사639459,6
571772665,다사639459,6
571772674,다사639459,6
571772720,다사639459,6
571772725,다사639459,6
571772726,다사639459,6
571772737,다사639459,6
571772738,다사639459,6
571772739,다사639459,6
571370398,다사643109,6
571370965,다사643109,6
571372112,다사643111,6
571382362,다사643111,6
571382363,다사643111,6
571382364,다사643111,6
571370748,다사643116,6
571606085,다사645448,6
571542538,다사647314,6
571543909,다사647314,6
571543910,다사647314,6
571543912,다사647314,6
571543924,다사647314,6
571543963,다사647314,6
571543968,다사647314,6
571543971,다사647314,6
571543972,다사647314,6
571554792,다사647314,6
571554794,다사647314,6
571554800,다사647314,6
571554802,다사647314,6
571548994,다사648338,6
571555528,다사648338,6
571558268,다사648338,6
571558269,다사648338,6
571558270,다사648338,6
571558273,다사648338,6
571558361,다사648338,6
571558362,다사648338,6
571558363,다사648338,6
571772208,다사648461,6
571772229,다사648461,6
571653012,다사650359,6
571663733,다사650359,6
571682101,다사650359,6
571682116,다사650359,6
571682117,다사650359,6
571682138,다사650359,6
571682139,다사650359,6
571682140,다사650359,6
571682164,다사650359,6
571682165,다사650359,6
571682579,다사650359,6
571682580,다사650359,6
571682581,다사650359,6
571376571,다사651082,6
571384612,다사651082,6
571384613,다사651082,6
571703935,다사651451,6
571459928,다사653263,6
571443640,다사653264,6
571501049,다사653271,6
571501050,다사653271,6
571501212,다사653271,6
571501298,다사653271,6
571540387,다사653271,6
571551594,다사653271,6
571651167,다사653359,6
571652672,다사653359,6
571659506,다사653359,6
571675918,다사653359,6
571677054,다사653359,6
571677056,다사653359,6
571682061,다사653359,6
571682062,다사653359,6
571682080,다사653359,6
571682086,다사653359,6
571682091,다사653359,6
571682097,다사653359,6
571682584,다사653359,6
571682585,다사653359,6
571682586,다사653359,6
571551888,다사654330,6
571555622,다사654330,6
571556756,다사654330,6
571682899,다사655448,6
571682934,다사655448,6
571772660,다사657465,6
571772709,다사657465,6
571772760,다사657465,6
571772761,다사657465,6
571772763,다사657465,6
571772776,다사657465,6
571772778,다사657465,6
571772813,다사657465,6
571773276,다사657465,6
571773277,다사657465,6
571773282,다사657465,6
571773308,다사657465,6
571773649,다사657465,6
571773750,다사657465,6
571702291,다사659462,6
571702433,다사659462,6
571702934,다사659462,6
571544907,다사660339,6
571544910,다사660339,6
571552824,다사660339,6
571558345,다사660339,6
571558346,다사660339,6
571558347,다사660339,6
571558351,다사660339,6
571558352,다사660339,6
571655418,다사660436,6
571655420,다사660436,6
571702289,다사660464,6
571718989,다사660464,6
571773049,다사660464,6
571773311,다사660464,6
571773889,다사660464,6
571773891,다사660464,6
571658856,다사661437,6
571655512,다사661440,6
571655516,다사661440,6
571655518,다사661440,6
571702817,다사661454,6
571716511,다사661454,6
571716512,다사661454,6
571716514,다사661454,6
571541197,다사662344,6
571648537,다사662446,6
571679925,다사662446,6
571679929,다사662446,6
571679931,다사662446,6
571605738,다사665433,6
571647470,다사665433,6
571651587,다사665433,6
571682201,다사665433,6
571682212,다사665433,6
571682223,다사665433,6
571543148,다사666322,6
572500895,다사666322,6
572541163,다사666322,6
572541160,다사667322,6
572540600,다사668321,6
572646931,다사670378,6
572646936,다사670378,6
572670954,다사670378,6
572670955,다사670378,6
572670956,다사670378,6
572671929,다사670378,6
572672311,다사670378,6
572672361,다사670378,6
572672362,다사670378,6
572782022,다사670458,6
572782100,다사670458,6
572782889,다사670458,6
572501124,다사671350,6
572501264,다사671350,6
572541443,다사671350,6
572673781,다사671357,6
572673783,다사671357,6
572662272,다사671359,6
572662589,다사671359,6
572672005,다사671359,6
572672468,다사671359,6
572672479,다사671359,6
572672481,다사671359,6
572672181,다사671370,6
572672194,다사671370,6
572782378,다사671459,6
572782381,다사671459,6
572782388,다사671459,6
572782396,다사671459,6
572782398,다사671459,6
572782673,다사671459,6
572782694,다사671459,6
572782695,다사671459,6
572782793,다사671459,6
572782796,다사671459,6
572782797,다사671459,6
572782891,다사671459,6
572541024,다사672345,6
572670457,다사672370,6
572670683,다사672370,6
572672187,다사672370,6
572663119,다사672371,6
572667253,다사672371,6
572667255,다사672371,6
572669666,다사672371,6
572672206,다사672371,6
572650452,다사674367,6
572603365,다사678367,6
572650455,다사678367,6
572603578,다사678381,6
572659658,다사680382,6
572611053,다사681374,6
572646797,다사681375,6
572663175,다사682404,6
572673012,다사682404,6
572673018,다사682404,6
572673228,다사682404,6
572673233,다사682404,6
572610906,다사683439,6
