﻿fac_type,fac_nm,cctv_state,cctv_cnt,road_bt,lon,lat,grid_gid,link_id
유치원,한빛유치원,N,0,,127.0435783,37.20190213,다사594115,921349210
초등학교,한울초등학교,N,0,,126.9178538,37.12696147,다사482033,478243232
초등학교,한율초등학교,N,0,,127.1226462,37.18641561,다사665098,571370959
유치원,해오름유치원,N,0,,127.0628754,37.2327553,다사612149,571343468
초등학교,해운초등학교,N,0,,126.7037872,37.14005466,다사292048,476240510
특수학교,해원학교,N,0,,126.8365509,37.09032006,다바410992,477243000
어린이집,해창이레어린이집,N,0,,126.8805408,37.11017059,다사449014,478243132
초등학교,행정초등학교,N,0,,126.9236168,37.12664265,다사488032,478243245
어린이집,향남아이비어린이집,N,0,,126.8974505,37.10634952,다사464010,478249868
유치원,향남유치원,N,0,,126.9076284,37.10617105,다사473009,478250098
초등학교,향남초등학교,N,0,,126.9429182,37.1196974,다사505024,478245652
어린이집,현대자동차남양연구소어린이집,N,0,,126.8234386,37.19843736,다사399112,477347828
초등학교,호연초등학교,N,0,,127.1046985,37.16277708,다사649071,571255245
초등학교,화남초등학교,N,0,,127.0960355,37.16385863,다사641073,571255278
초등학교,화산초등학교,N,0,,127.0135239,37.21142627,다사568126,571350884
특수학교,화성나래학교,N,0,,127.1066895,37.17621191,다사650086,571370294
초등학교,발안초등학교,N,0,,126.9123884,37.13041863,다사478036,478245094
초등학교,방교초등학교,N,0,,127.1015231,37.17326405,다사646083,571371157
초등학교,동탄중앙초등학교,N,0,,127.1112669,37.19928404,다사655112,571367354
초등학교,동탄초등학교,N,0,,127.0911507,37.18903472,다사637101,571371447
어린이집,동탄푸른어린이집,N,0,,127.0580557,37.19895516,다사607112,571349947
유치원,동탄프라임유치원,N,0,,127.0607426,37.20649913,다사610120,571347819
유치원,동탄호수유치원,N,0,,127.1135961,37.16808743,다사656077,571254532
유치원,동하유치원,N,0,,127.102874,37.17295103,다사647083,571371155
초등학교,동학초등학교,N,0,,127.0594368,37.23308253,다사609150,571350181
초등학교,동화초등학교,N,0,,126.9613628,37.21532013,다사522130,478342273
어린이집,두레어린이집,N,0,,126.7956463,37.05723838,다바373956,477140691
유치원,라온유치원,N,0,,127.1218907,37.17260295,다사664082,571375382
어린이집,로뎀나무어린이집,N,0,,126.8033903,37.21047528,다사381126,477343486
초등학교,마도초등학교,N,0,,126.7726627,37.20418423,다사354119,477340776
초등학교,마산초등학교,N,0,,126.6918993,37.23180131,다사283150,476342732
초등학교,동양초등학교,N,0,,126.8221898,37.20699234,다사398122,477342493
유치원,동탄꿈의 유치원,N,0,,127.077249,37.19698675,다사624109,571348037
초등학교,동탄목동초등학교,N,0,,127.1243164,37.18938961,다사666101,572350169
어린이집,동탄산단해솔어린이집,N,0,,127.0870611,37.16838175,다사633078,571251262
유치원,동탄유치원,N,0,,127.0907657,37.19148354,다사636103,921371005
초등학교,능동초등학교,N,0,,127.058872,37.21331507,다사608128,571349742
초등학교,다원초등학교,N,0,,127.1109807,37.21242386,다사654126,571372114
유치원,다일유치원,N,0,,127.0363005,37.21915717,다사588134,571347647
초등학교,대양초등학교,N,0,,126.8217358,37.20031947,다사398114,477352199
초등학교,도이초등학교,N,0,,126.9261164,37.13263324,다사490039,478243754
유치원,동실유치원,N,0,,127.0428842,37.20848736,다사594122,571345678
초등학교,갈담초등학교,N,0,,126.932909,37.17514004,다사496086,478344162
초등학교,갈천초등학교,N,0,,126.9804858,37.12724576,다사538032,478245814
유치원,경기유치원,N,0,,127.0266752,37.19971533,다사579113,571359144
초등학교,고정초등학교,N,0,,126.7381741,37.23771628,다사324157,476340846
초등학교,구봉초등학교,N,0,,127.0448126,37.20565996,다사596119,571345665
초등학교,금곡초등학교,N,0,,127.0662175,37.19863407,다사615111,571364568
초등학교,기산초등학교,N,0,,127.0507334,37.22460078,다사601140,571358217
초등학교,기안초등학교,N,0,,126.9821455,37.22536277,다사540141,478341192
유치원,깊은샘유치원,N,0,,126.9126298,37.13007595,다사478036,478245094
어린이집,꽃내음어린이집,N,0,,126.866111,37.23582176,다사437154,477352876
유치원,나인유치원,N,0,,127.052512,37.20975486,다사602124,571351566
어린이집,남양영재어린이집,N,0,,126.809599,37.2112806,다사387127,477342363
초등학교,남양초등학교,N,0,,126.8155734,37.21038035,다사392126,477349222
초등학교,내리숲초등학교,N,0,,126.9239792,37.22568963,다사488142,478341626
초등학교,노진초등학교,N,0,,126.8091907,37.05160265,다바385950,477140819
초등학교,늘봄초등학교,N,0,,127.109816,37.21736028,다사653132,571381826
유치원,늘푸른유치원,N,0,,126.9955793,37.22357662,다사552139,478342801
초등학교,화성반월초등학교,N,0,,127.0592691,37.22359053,다사609139,571367920
어린이집,화성시거점형공공직장어린이집,N,0,,127.0915383,37.21252504,다사637127,571376512
초등학교,화성청계초등학교,N,0,,127.1021055,37.199192,다사646112,571367006
초등학교,화수초등학교,N,0,,126.7970297,37.10913579,다사375013,477210108
초등학교,화원초등학교,N,0,,126.9190641,37.11170675,다사483016,478252468
초등학교,활초초등학교,N,0,,126.8250998,37.17877654,다사400091,477346898
초등학교,효행초등학교,N,0,,126.9682874,37.21596526,다사528131,478354094
대안학교,예수향남기독학교,N,0,,126.91555145,37.102582403,다사480005,478249484
초등학교,청연초등학교,N,0,,126.8673748,37.24633418,다사438165,477355252
어린이집,가람어린이집(해담은어린이집),N,0,,126.9510841,37.2180949,다사512133,478346628
유치원,위례유치원,Y,13,,127.1519722,37.47724928,다사692420,572661722
유치원,금강유치원,Y,8,,127.2189378,37.54204281,다사751492,572752222
유치원,하남유치원,Y,4,,127.2215484,37.5433419,다사754493,572767826
유치원,써니힐유치원,Y,4,,127.2045763,37.5470594,다사739497,572767483
유치원,소화유치원,Y,4,,127.2043902,37.54129517,다사738491,572752211
초등학교,단샘초등학교,Y,2,,127.158764,37.5070405816,다사698453,572774690
초등학교,신우초등학교,Y,2,,127.1611646462,37.51081122,다사700457,572774882
초등학교,위례숲초등학교,Y,2,,127.1583387098,37.4853769359,다사697429,572668797
특수학교,성광학교,Y,4,,127.2102618,37.5326623,다사744481,572742681
유치원,향기로운유치원,Y,1,,127.188673,37.55057944,다사725501,572780725
유치원,감일유치원,Y,3,,127.1588705648,37.507769,다사698454,572774690
유치원,단가람유치원,Y,3,,127.163167,37.5064935368,다사702453,572774562
유치원,위례송하유치원,Y,2,,127.157047,37.4848001428,다사696428,572668797
초등학교,신평초등학교,Y,9,,127.2151286,37.54424461,다사748494,572752206
초등학교,망월초등학교,Y,9,,127.1806338,37.57084667,다사717524,572774227
초등학교,덕풍초등학교,Y,6,,127.1975005,37.54067674,다사732490,572742219
초등학교,위례초등학교,Y,13,,127.1494139,37.47712189,다사690420,572661476
초등학교,윤슬초등학교,Y,5,,127.1825138,37.56367789,다사719516,572766988
초등학교,한홀초등학교,Y,5,,127.1853152,37.5563233,다사722508,572767030
초등학교,동부초등학교,Y,13,,127.2021327,37.53748386,다사736487,572710217
초등학교,산곡초등학교,Y,6,,127.2345825,37.5040936,다사765450,572742168
초등학교,서부초등학교,Y,4,,127.1620385,37.51574263,다사701463,572752440
초등학교,신장초등학교,Y,9,,127.2080043,37.54267108,다사742493,572755782
초등학교,창우초등학교,Y,4,,127.2237555,37.54065829,다사755490,572761499
초등학교,천현초등학교,Y,8,,127.2161188,37.5380861,다사749487,572710290
어린이집,시립초롱어린이집,Y,3,,127.1955107,37.535679,다사730485,572752009
어린이집,스타필드어린이집,Y,4,,127.2206918,37.54282239,다사753493,572755726
어린이집,명성어린이집,Y,4,,127.2005339,37.5503424,다사735501,572756097
어린이집,열린어린이집,Y,4,,127.1757734,37.5426621,다사713493,572752993
어린이집,시립빛나는하남어린이집,Y,4,,127.1974528,37.54215166,다사732492,572752616
어린이집,시립은방울어린이집,Y,5,,127.2158388,37.5417056,다사748491,572753010
어린이집,피터팬랜드 어린이집,Y,1,,127.2055588,37.56638868,다사739519,572753342
유치원,구산유치원,Y,3,,127.1859895,37.5701223,다사722523,572765888
유치원,미담유치원,Y,5,,127.1881382,37.5729785,다사724526,572767618
유치원,미사랑유치원,Y,3,,127.1894101,37.55763478,다사725509,572768103
유치원,달봄유치원,Y,5,,127.182563,37.56923422,다사719522,572766636
초등학교,풍산초등학교,Y,8,,127.2013364,37.5543847,다사736506,572754664
초등학교,나룰초등학교,Y,13,,127.2091833,37.54855826,다사743499,572754764
초등학교,미사강변초등학교,Y,5,,127.1860041,37.57582425,다사722529,572765906
초등학교,미사중앙초등학교,Y,9,,127.1988697,37.55922552,다사734511,572769245
초등학교,하남초등학교,Y,8,,127.2221663,37.53742616,다사754487,572757802
초등학교,미사초등학교,Y,10,,127.1928073,37.571288,다사728524,572765024
초등학교,청아초등학교,Y,4,,127.1941911,37.55874785,다사729510,572778568
초등학교,감일초등학교,Y,2,,127.1620609,37.50023416,다사701446,572668801
어린이집,잠실어린이집(잠현초옆),Y,1,11~25,127.104801,37.521716,다사650470,571726327
어린이집,천마어린이집,Y,1,22,127.156441,37.492758,다사696437,572643465
어린이집,천사어린이집,Y,1,6~8,127.149097,37.499313,다사689445,572610101
어린이집,풍납어린이집,Y,1,15~25,127.116568,37.528845,다사661477,571704605
어린이집,풍성어린이집,Y,1,6~10,127.120443,37.535376,다사664485,571704811
어린이집,행복한어린이집,Y,1,9,127.109732,37.505929,다사655452,571704059
특수학교,한국육영학교,Y,1,8~12,127.132504,37.482085,다사675426,572655616
초등학교,가동초등학교,Y,3,9~12,127.130016,37.497412,다사672443,572649595
초등학교,가락초등학교,Y,2,10~15,127.107604,37.500021,다사653446,571611189
초등학교,가원초등학교,Y,2,15,127.111027,37.489442,다사656434,571654218
초등학교,가주초등학교,Y,2,8~15,127.129281,37.496567,다사672442,572610167
초등학교,개롱초등학교,Y,3,8~20,127.139888,37.497363,다사681442,572648548
초등학교,거여초등학교,Y,3,7~31.4,127.140987,37.505169,다사682451,572767967
초등학교,거원초등학교,Y,2,8~20,127.144936,37.487625,다사686432,572647353
초등학교,남천초등학교,Y,5,6~24,127.150111,37.500591,다사690446,572610143
초등학교,마천초등학교,Y,5,5~12,127.152631,37.495505,다사692440,572646607
초등학교,문덕초등학교,Y,5,8~15,127.127729,37.485181,다사670429,572610291
초등학교,문정초등학교,Y,3,8~25,127.129014,37.489073,다사672433,572602488
초등학교,문현초등학교,Y,4,10~30,127.130257,37.482791,다사673426,572649786
초등학교,방산초등학교,Y,6,8~15,127.121876,37.509373,다사665456,571704541
초등학교,방이초등학교,Y,6,6~15,127.120499,37.513432,다사664460,571770276
초등학교,버들초등학교,Y,1,15,127.088999,37.510235,다사636457,571772675
초등학교,삼전초등학교,Y,3,10~35,127.093269,37.50169984,다사640447,900000164
초등학교,석촌초등학교,Y,3,10,127.105212,37.502631,다사651448,571642311
초등학교,세륜초등학교,Y,1,15~25,127.134163,37.518558,다사676466,572782595
초등학교,송례초등학교,Y,1,25,127.138441,37.477891,다사680421,572663672
초등학교,송전초등학교,Y,2,23~35,127.095127,37.508829,다사642455,571739062
초등학교,송파초등학교,Y,4,6,127.115633,37.531883,다사660481,571721114
초등학교,신가초등학교,Y,3,8,127.119878,37.500363,다사664446,571679914
초등학교,신천초등학교,Y,1,15,127.095048,37.514011,다사642461,571719155
초등학교,아주초등학교,Y,3,9~20,127.075768,37.505827,다사625452,571772798
초등학교,영풍초등학교,Y,7,7~30,127.143015,37.496209,다사684441,572610969
초등학교,오금초등학교,Y,3,8~35.2,127.132331,37.508866,다사675455,572782145
초등학교,오륜초등학교,Y,1,22,127.134509,37.512424,다사676459,572781970
초등학교,위례별초등학교,Y,2,20~30,127.145041,37.479087,다사686422,572661970
초등학교,위례솔초등학교,Y,2,12,127.151044,37.486918,다사691431,572666474
초등학교,잠동초등학교,Y,2,8~12,127.099931,37.518338,다사646466,571717667
초등학교,잠신초등학교,Y,1,15,127.087944,37.514148,다사635461,571726232
초등학교,잠실초등학교,Y,1,15~28,127.111311,37.520186,다사656468,571704576
초등학교,잠일초등학교,Y,1,15,127.081636,37.514742,다사630462,571737070
초등학교,잠전초등학교,Y,4,6~10,127.083851,37.507338,다사632454,571704513
초등학교,잠현초등학교,Y,3,11~25,127.104723,37.522586,다사650471,571726339
초등학교,중대초등학교,Y,5,6~10,127.113606,37.499812,다사658445,571682878
초등학교,토성초등학교,Y,4,6~15,127.115633,37.531883,다사660481,571721114
초등학교,평화초등학교,Y,4,8~10,127.122824,37.491567,다사666436,571642417
초등학교,풍납초등학교,Y,4,5~15,127.117204,37.534405,다사661484,571720876
초등학교,풍성초등학교,Y,3,20,127.113502,37.526691,다사658475,571731071
초등학교,해누리초등학교,Y,2,10~15,127.102124,37.498412,다사648444,571611179
유치원,동화나라유치원,Y,1,7~8,127.115424,37.528817,다사660477,571714088
유치원,불광유치원,Y,1,5~8,127.102122,37.506915,다사648453,571704005
유치원,생명나무유치원,Y,1,15~21,127.129196,37.478003,다사672421,572653204
유치원,석촌유치원,Y,2,9.7~10.7,127.106687,37.502874,다사652449,571773318
유치원,솔가람유치원,Y,1,8~12,127.140971,37.478018,다사682421,572660430
유치원,송파유정유치원,Y,1,7.8~20,127.133064,37.485722,다사675430,572662443
유치원,송파위례유치원,Y,2,16,127.147353,37.484658,다사688428,572666477
유치원,수정유치원,Y,1,4~11.3,127.115313,37.515973,다사660463,571714519
유치원,서울솔방울유치원,Y,1,7,127.117389,37.504849,다사661451,571715056
유치원,아이코리아부속새세대유치원,Y,1,8~12,127.134044,37.482757,다사676426,572664045
유치원,아주유치원,Y,1,12,127.075768,37.505827,다사625452,571772798
유치원,예은유치원,Y,1,14~16,127.120414,37.504735,다사664451,571719181
유치원,은선유치원,Y,1,7~8.6,127.126327,37.492167,다사669437,572610469
유치원,제일무궁화유치원,Y,1,8~10,127.130993,37.494737,다사673440,572652272
유치원,티움유치원,Y,1,4~10,127.115267,37.501105,다사659447,571648533
유치원,햇빛유치원,Y,1,6,127.114124,37.520489,다사659468,571759941
유치원,혜림유치원,Y,2,8,127.135221,37.494336,다사677439,572641450
유치원,가락초교병설유치원,Y,2,10~15,127.107604,37.500021,다사653446,571611189
유치원,거여초교병설유치원,Y,4,7~31.4,127.140987,37.505169,다사682451,572767967
유치원,거원초교병설유치원,Y,2,8~20,127.144936,37.487625,다사686432,572647353
유치원,남천초교병설유치원,Y,5,6~24,127.150111,37.500591,다사690446,572610143
유치원,방이초교병설유치원,Y,6,6~15,127.120499,37.513432,다사664460,571770276
유치원,세륜초교병설유치원,Y,1,15~25,127.134163,37.518558,다사676466,572782595
유치원,송전초교병설유치원,Y,2,23~35,127.095127,37.508829,다사642455,571739062
유치원,송파초교병설유치원,Y,4,6,127.111119,37.507137,다사656453,571704385
유치원,신천초교병설유치원,Y,1,15,127.095048,37.514011,다사642461,571719155
유치원,아주초교병설유치원,Y,3,9~20,127.075768,37.505827,다사625452,571772798
유치원,영풍초교병설유치원,Y,7,7~30,127.143015,37.496209,다사684441,572610969
유치원,평화초교병설유치원,Y,4,8~10,127.122824,37.491567,다사666436,571642417
유치원,잠신초교병설유치원,Y,1,15,127.087944,37.514148,다사635461,571726232
유치원,잠일초교병설유치원,Y,1,15,127.081636,37.514742,다사630462,571737070
어린이집,가락본동어린이집,Y,1,6~8,127.124647,37.50100345,다사668447,572641598
어린이집,가원어린이집,Y,1,6~7,127.143689,37.495576,다사685440,572642866
어린이집,거여하나어린이집,Y,1,7~9,127.142173,37.494581,다사683439,572610969
어린이집,금륜어린이집,Y,2,6~8,127.148069,37.499486,다사688445,572610101
어린이집,뉴한가람어린이집,Y,1,8,127.146365,37.499665,다사687445,572610106
어린이집,디딤돌어린이집,Y,1,2.5~4.1,127.091831,37.506252,다사639452,571715026
어린이집,마천어린이집,Y,1,5~12,127.151666,37.495807,다사692441,572646607
어린이집,버들어린이집,Y,1,10~30,127.131501,37.48129963,다사674425,572651136
어린이집,산성어린이집,Y,1,7~10,127.148693,37.497009,다사689442,572642975
어린이집,삼전하늘어린이집,Y,1,5.6~6.0,127.091942,37.505402,다사639452,571701313
어린이집,송파제일어린이집,Y,2,5,127.112225,37.503653,다사657450,571709473
어린이집,아산병원어린이집,Y,1,15,127.110679,37.52959996,다사656478,571718728
어린이집,양무리어린이집,Y,1,5.5,127.080241,37.507701,다사629454,571762756
어린이집,열매국공립어린이집,Y,1,6,127.118041,37.527417,다사662476,571770889
어린이집,예랑어린이집,Y,2,5~6,127.102445,37.504499,다사648450,571744877
어린이집,예일어린이집,Y,1,4,127.085723,37.503429,다사633449,571646281
어린이집,오금어린이집,Y,1,10,127.140559,37.502575,다사682448,572642442
어린이집,오금숲어린이집,N,0,6~8,127.128574,37.503529,다사671449,572611025
어린이집,은송어린이집,N,0,7.0~8.8,127.126301,37.493844,다사669439,572641396
어린이집,한양어린이집,Y,1,11,127.1281,37.435594,다사670374,572672272
어린이집,신흥제3어린이집,Y,1,5,127.148854,37.443531,다사689383,572655564
어린이집,복정어린이집,Y,4,7,127.130488,37.461129,다사673402,572647140
어린이집,복정2어린이집,N,0,4,127.129126,37.463264,다사672405,572647108
어린이집,아이세상 어린이집,N,0,,127.134779,37.4422,다사676381,572610768
어린이집,다솜어린이집,Y,1,8,127.166096,37.434004,다사704372,572611295
어린이집,중앙동어린이집,Y,1,6~9,127.156555,37.442671,다사696382,572655450
어린이집,금광2동제2어린이집,Y,1,3,127.163031,37.448432,다사701388,572647318
어린이집,하대원어린이집,Y,1,4,127.149429,37.427838,다사689365,572646355
어린이집,서광어린이집,Y,4,17,127.14948,37.405702,다사689341,572500949
어린이집,분당어린이집,Y,1,6,127.143274,37.368598,다사684300,572550592
어린이집,판교어린이집,Y,1,7,127.088207,37.385948,다사635319,571556258
어린이집,서현어린이집,Y,4,6,127.126079,37.382447,다사668315,572500652
어린이집,성남생명숲어린이집,Y,1,10,127.115253,37.371025,다사659302,571510097
어린이집,갈보리어린이집,Y,3,8~15,127.132889,37.390494,다사675324,572546228
어린이집,휴맥스어린이집,N,0,9,127.095881,37.370358,다사642302,571541942
어린이집,늘사랑어린이집,Y,1,15,127.122855,37.408334,다사666344,571541725
어린이집,삼평어린이집,Y,1,8,127.115836,37.406109,다사660341,571558312
어린이집,판교제2어린이집,Y,1,6,127.090871,37.391851,다사637326,571548274
어린이집,수내동어린이집,Y,1,15,127.114714,37.379099,다사658311,571541909
어린이집,구미동어린이집,N,0,15,127.112319,37.344538,다사656273,571500331
어린이집,예림어린이집,N,0,7,127.157599,37.450823,다사697391,572655346
어린이집,보듬이나눔이어린이집,N,0,20,127.151955,37.4065,다사691342,572500952
어린이집,운중하나어린이집,Y,2,10,127.072072,37.389574,다사621323,571550682
어린이집,푸르니이매어린이집,N,0,8,127.13236,37.3938,다사674328,572542948
특수학교,성남혜은학교,Y,4,7,127.153922,37.450396,다사693390,572644424
