v_link_id,road_rank,k_length,sido_id,sigungu_id,emd_id,sido_name,sigungu_name,emd_name,TI_CG
57151017502,107,0.035,31000,31023,31023720,경기도,성남시분당구,구미1동,98.59
57134364501,107,0.044,31000,31240,31240520,경기도,화성시,진안동,96.35
47835700001,107,0.047,31000,31240,31240120,경기도,화성시,봉담읍,97.09
57138033102,107,0.028,31000,31240,31240520,경기도,화성시,진안동,96.14
57136794601,107,0.049,31000,31240,31240640,경기도,화성시,동탄4동,97.71
47825575502,106,0.075,31000,31240,31240140,경기도,화성시,향남읍,99.76
57154166702,107,0.166,31000,31023,31023530,경기도,성남시분당구,수내1동,97.84
47734145001,107,0.215,31000,31240,31240350,경기도,화성시,마도면,74.01
47835369801,107,0.028,31000,31240,31240430,경기도,화성시,정남면,10.28
57150115202,107,0.135,31000,31023,31023670,경기도,성남시분당구,구미동,34.3
47735055802,107,0.045,31000,31240,31240150,경기도,화성시,남양읍,97.45
57266213101,104,0.037,11000,11240,11240820,서울특별시,송파구,위례동,75.71
47735740801,106,0.259,31000,31240,31240330,경기도,화성시,비봉면,35.01
57254349601,107,0.091,31000,31023,31023510,경기도,성남시분당구,분당동,73.48
57134834402,107,0.09,31000,31240,31240620,경기도,화성시,동탄3동,97.22
57265014002,107,0.114,31000,31021,31021670,경기도,성남시수정구,복정동,93.61
47714764001,107,0.032,31000,31240,31240130,경기도,화성시,우정읍,96.94
47735363901,106,0.085,31000,31240,31240380,경기도,화성시,팔탄면,72.29
57134952502,107,0.074,31000,31240,31240610,경기도,화성시,동탄1동,94.66
57264038502,107,0.087,31000,31022,31022600,경기도,성남시중원구,하대원동,88.65
57137534301,107,0.046,31000,31240,31240650,경기도,화성시,동탄5동,93.8
47824090302,106,0.006,31000,31240,31240420,경기도,화성시,양감면,99.86
57267258202,107,0.226,31000,31021,31021670,경기도,성남시수정구,복정동,60.49
57134643602,103,0.014,31000,31240,31240530,경기도,화성시,병점1동,99.92
57171899102,104,0.039,11000,11240,11240590,서울특별시,송파구,오륜동,99.88
47634514402,107,0.031,31000,31240,31240360,경기도,화성시,송산면,97.99
57155748401,107,0.042,31000,31023,31023760,경기도,성남시분당구,백현동,92.6
57155764202,105,0.15,31000,31023,31023750,경기도,성남시분당구,판교동,98.67
47735166602,107,0.133,31000,31240,31240350,경기도,화성시,마도면,53.67
47634414002,106,0.188,31000,31240,31240370,경기도,화성시,서신면,94.96
57277506701,104,0.039,11000,11240,11240560,서울특별시,송파구,마천2동,13.79
57276667801,107,0.032,31000,31180,31180630,경기도,하남시,미사2동,82.86
57254250101,107,0.038,31000,31023,31023620,경기도,성남시분당구,야탑1동,98.31
57266654101,107,0.051,31000,31180,31180650,경기도,하남시,위례동,93.65
47634091702,107,0.059,31000,31240,31240360,경기도,화성시,송산면,98.59
57260326202,104,0.036,11000,11240,11240600,서울특별시,송파구,오금동,85.65
47835656101,107,0.093,31000,31240,31240120,경기도,화성시,봉담읍,8.86
47724807001,106,0.02,31000,31240,31240390,경기도,화성시,장안면,99.99
57160358902,104,0.935,11000,11240,11240710,서울특별시,송파구,잠실본동,33.89
57138652002,107,0.123,31000,31240,31240570,경기도,화성시,화산동,95.08
57168236701,107,0.081,31000,31021,31021640,경기도,성남시수정구,신촌동,99.51
57265322402,104,0.171,11000,11240,11240810,서울특별시,송파구,장지동,78.11
57267177802,107,0.041,31000,31022,31022610,경기도,성남시중원구,도촌동,2.4
57264929202,107,0.146,31000,31021,31021540,경기도,성남시수정구,태평1동,93.62
47835258802,106,0.041,31000,31240,31240120,경기도,화성시,봉담읍,97.97
57134808602,107,0.23,31000,31240,31240600,경기도,화성시,동탄2동,92.69
57135025601,107,0.012,31000,31240,31240610,경기도,화성시,동탄1동,33.99
47714030402,107,0.058,31000,31240,31240390,경기도,화성시,장안면,75.1
57134432601,103,0.373,31000,31240,31240530,경기도,화성시,병점1동,99.87
47824643002,107,0.67,31000,31240,31240140,경기도,화성시,향남읍,37.16
57254273502,107,0.063,31000,31023,31023630,경기도,성남시분당구,야탑3동,99.12
57135150901,107,0.143,31000,31240,31240620,경기도,화성시,동탄3동,96.61
57264721502,107,0.042,31000,31021,31021670,경기도,성남시수정구,복정동,98.88
47825169602,103,0.009,31000,31240,31240140,경기도,화성시,향남읍,99.99
47825444301,107,0.258,31000,31240,31240140,경기도,화성시,향남읍,0.8
47824854801,107,0.013,31000,31240,31240140,경기도,화성시,향남읍,54.06
57250039002,107,0.095,31000,31023,31023630,경기도,성남시분당구,야탑3동,97.27
57267185701,104,0.052,11000,11240,11240690,서울특별시,송파구,문정2동,2.85
57135909601,107,0.033,31000,31240,31240530,경기도,화성시,병점1동,45.49
57155638202,107,0.028,31000,31023,31023740,경기도,성남시분당구,삼평동,91.0
57156518601,107,0.033,31000,31023,31023680,경기도,성남시분당구,운중동,89.12
57276664201,107,0.091,31000,31180,31180630,경기도,하남시,미사2동,99.15
57137036902,106,0.051,31000,31240,31240430,경기도,화성시,정남면,99.03
57255302201,107,0.05,31000,31023,31023540,경기도,성남시분당구,수내2동,19.8
57137214701,107,0.063,31000,31240,31240640,경기도,화성시,동탄4동,95.3
47724123202,107,0.138,31000,31240,31240380,경기도,화성시,팔탄면,30.14
57266062002,106,0.245,31000,31022,31022610,경기도,성남시중원구,도촌동,48.18
57170348801,102,0.113,11000,11240,11240790,서울특별시,송파구,잠실2동,88.47
47735237902,106,0.032,31000,31240,31240150,경기도,화성시,남양읍,99.23
57264645201,104,0.106,11000,11240,11240690,서울특별시,송파구,문정2동,86.97
57154139902,107,0.093,31000,31023,31023610,경기도,성남시분당구,이매2동,58.51
57250088001,107,0.196,31000,31023,31023630,경기도,성남시분당구,야탑3동,92.27
57154876401,107,0.187,31000,31023,31023750,경기도,성남시분당구,판교동,89.26
47734844201,107,0.045,31000,31240,31240330,경기도,화성시,비봉면,100.0
47834096202,107,0.017,31000,31240,31240120,경기도,화성시,봉담읍,43.45
57134934402,107,0.072,31000,31240,31240600,경기도,화성시,동탄2동,99.31
57266875302,104,0.039,11000,11240,11240820,서울특별시,송파구,위례동,47.35
47634130602,106,0.039,31000,31240,31240370,경기도,화성시,서신면,94.05
57265548201,107,0.207,31000,31022,31022620,경기도,성남시중원구,중앙동,91.18
57136727802,107,0.042,31000,31240,31240640,경기도,화성시,동탄4동,80.79
57177304902,104,0.026,11000,11240,11240590,서울특별시,송파구,오륜동,40.16
57250093301,107,0.125,31000,31023,31023630,경기도,성남시분당구,야탑3동,74.92
57265554801,107,0.038,31000,31021,31021530,경기도,성남시수정구,신흥3동,41.17
47724106201,106,0.292,31000,31240,31240380,경기도,화성시,팔탄면,98.68
57138288802,107,0.114,31000,31240,31240700,경기도,화성시,동탄6동,97.32
57137014601,106,0.012,31000,31240,31240430,경기도,화성시,정남면,92.15
57261109201,106,0.373,31000,31022,31022600,경기도,성남시중원구,하대원동,98.74
57264630301,107,0.038,31000,31022,31022600,경기도,성남시중원구,하대원동,98.58
57135076001,107,0.062,31000,31240,31240530,경기도,화성시,병점1동,65.7
47634045501,107,0.138,31000,31240,31240360,경기도,화성시,송산면,71.46
57267246001,103,0.191,31000,31021,31021670,경기도,성남시수정구,복정동,99.34
57135912202,107,0.022,31000,31240,31240530,경기도,화성시,병점1동,92.45
57235677901,107,0.026,31000,31240,31240720,경기도,화성시,동탄9동,37.89
57266153601,107,0.748,31000,31180,31180650,경기도,하남시,위례동,41.08
57137103601,107,0.114,31000,31240,31240700,경기도,화성시,동탄6동,82.22
47824075802,103,0.03,31000,31240,31240380,경기도,화성시,팔탄면,62.75
57250111601,107,0.037,31000,31023,31023630,경기도,성남시분당구,야탑3동,31.3
47746034902,107,0.025,31000,31240,31240670,경기도,화성시,새솔동,98.51
57251036002,107,0.125,31000,31023,31023580,경기도,성남시분당구,서현1동,89.7
57264696701,107,0.069,31000,31022,31022540,경기도,성남시중원구,금광2동,90.27
57250029802,107,0.112,31000,31023,31023510,경기도,성남시분당구,분당동,98.73
57251000501,107,0.131,31000,31023,31023620,경기도,성남시분당구,야탑1동,96.31
47824309902,106,0.296,31000,31240,31240140,경기도,화성시,향남읍,99.96
57235536302,107,0.55,31000,31240,31240720,경기도,화성시,동탄9동,80.13
57275044001,103,0.037,31000,31180,31180510,경기도,하남시,천현동,99.99
47724862701,107,0.045,31000,31240,31240130,경기도,화성시,우정읍,61.95
47714601201,107,0.352,31000,31240,31240130,경기도,화성시,우정읍,18.98
57266257702,104,0.016,11000,11240,11240670,서울특별시,송파구,가락2동,97.35
57264796901,107,0.034,31000,31021,31021620,경기도,성남시수정구,양지동,61.14
57264712302,107,0.145,31000,31021,31021670,경기도,성남시수정구,복정동,94.91
57154278702,107,0.034,31000,31023,31023710,경기도,성남시분당구,금곡동,83.74
47714096601,106,0.053,31000,31240,31240130,경기도,화성시,우정읍,99.61
57251035801,107,0.072,31000,31023,31023600,경기도,성남시분당구,이매1동,2.2
57151024402,107,0.109,31000,31023,31023780,경기도,성남시분당구,정자동,98.1
47724092901,107,0.011,31000,31240,31240380,경기도,화성시,팔탄면,99.66
57154971401,107,0.181,31000,31023,31023680,경기도,성남시분당구,운중동,93.83
57265606402,107,0.035,31000,31022,31022540,경기도,성남시중원구,금광2동,59.65
57125441302,107,0.203,31000,31240,31240710,경기도,화성시,동탄8동,62.93
57135047801,107,0.048,31000,31240,31240550,경기도,화성시,반월동,96.27
57277625401,101,0.041,31000,31180,31180510,경기도,하남시,천현동,99.39
57266318902,107,0.037,31000,31180,31180650,경기도,하남시,위례동,84.74
57155651801,107,0.01,31000,31021,31021660,경기도,성남시수정구,시흥동,19.56
47634545602,106,0.036,31000,31240,31240370,경기도,화성시,서신면,78.43
47634110301,106,0.016,31000,31240,31240360,경기도,화성시,송산면,96.57
57135020001,107,0.249,31000,31240,31240550,경기도,화성시,반월동,96.65
57155187602,107,0.031,31000,31023,31023740,경기도,성남시분당구,삼평동,95.5
57154513202,105,0.717,31000,31023,31023680,경기도,성남시분당구,운중동,45.71
47714115601,107,0.229,31000,31240,31240390,경기도,화성시,장안면,26.48
57156487201,107,0.089,31000,31023,31023680,경기도,성남시분당구,운중동,60.22
47734855401,101,0.938,31000,31240,31240350,경기도,화성시,마도면,92.51
47824819202,106,0.392,31000,31240,31240140,경기도,화성시,향남읍,99.79
57264689501,107,0.035,31000,31021,31021530,경기도,성남시수정구,신흥3동,20.54
47634118601,107,0.007,31000,31240,31240370,경기도,화성시,서신면,94.82
57125459302,107,0.064,31000,31240,31240710,경기도,화성시,동탄8동,96.27
57155742601,107,0.029,31000,31023,31023740,경기도,성남시분당구,삼평동,84.78
57278116402,107,0.041,31000,31180,31180660,경기도,하남시,감북동,64.7
57125528802,107,0.149,31000,31240,31240710,경기도,화성시,동탄8동,94.94
57264722901,107,0.109,31000,31021,31021670,경기도,성남시수정구,복정동,97.39
57266259001,107,0.107,31000,31022,31022510,경기도,성남시중원구,성남동,98.39
57177334101,104,0.066,11000,11240,11240630,서울특별시,송파구,석촌동,50.54
57136243802,107,0.106,31000,31240,31240700,경기도,화성시,동탄6동,93.35
47735166901,107,0.059,31000,31240,31240350,경기도,화성시,마도면,85.82
47847651601,107,0.06,31000,31240,31240310,경기도,화성시,매송면,55.0
57154194501,107,0.034,31000,31023,31023770,경기도,성남시분당구,정자1동,99.87
47825516902,106,0.024,31000,31240,31240140,경기도,화성시,향남읍,99.16
57274858602,104,0.274,11000,11240,11240600,서울특별시,송파구,오금동,16.16
57156518902,107,0.005,31000,31023,31023680,경기도,성남시분당구,운중동,88.34
47834062301,106,0.23,31000,31240,31240330,경기도,화성시,비봉면,99.79
57264297601,104,0.057,11000,11240,11240560,서울특별시,송파구,마천2동,51.84
57136574002,107,0.032,31000,31240,31240600,경기도,화성시,동탄2동,97.26
47724420802,107,0.104,31000,31240,31240130,경기도,화성시,우정읍,43.18
57154241101,107,0.023,31000,31023,31023670,경기도,성남시분당구,구미동,99.42
57137657101,107,0.055,31000,31240,31240691,경기도,화성시,동탄7동,20.44
57171979801,104,0.22,11000,11240,11240580,서울특별시,송파구,방이2동,56.34
47846686901,107,0.022,31000,31240,31240310,경기도,화성시,매송면,77.95
57155093801,105,0.023,31000,31023,31023710,경기도,성남시분당구,금곡동,76.87
47624304302,107,0.058,31000,31240,31240370,경기도,화성시,서신면,61.37
47724276202,107,0.019,31000,31240,31240390,경기도,화성시,장안면,99.24
57125548101,107,0.044,31000,31240,31240691,경기도,화성시,동탄7동,92.35
47825516701,107,0.04,31000,31240,31240140,경기도,화성시,향남읍,95.02
202300260901,107,0.064,31000,31240,31240420,경기도,화성시,양감면,16.63
47825217201,107,0.188,31000,31240,31240140,경기도,화성시,향남읍,13.05
47835699702,107,0.135,31000,31240,31240120,경기도,화성시,봉담읍,95.57
57134416902,107,0.024,31000,31240,31240520,경기도,화성시,진안동,97.69
47714668001,107,0.079,31000,31240,31240390,경기도,화성시,장안면,62.82
57278302301,107,0.064,31000,31180,31180660,경기도,하남시,감북동,49.7
57154390901,105,0.077,31000,31023,31023750,경기도,성남시분당구,판교동,99.93
57136724601,107,0.066,31000,31240,31240650,경기도,화성시,동탄5동,78.56
57150059401,107,0.059,31000,31023,31023670,경기도,성남시분당구,구미동,93.14
57276680401,107,0.223,31000,31180,31180630,경기도,하남시,미사2동,77.27
57278463301,107,0.209,31000,31180,31180530,경기도,하남시,신장2동,2.34
57250045101,107,0.101,31000,31023,31023520,경기도,성남시분당구,수내3동,91.27
47825323602,107,0.095,31000,31240,31240420,경기도,화성시,양감면,96.33
57254220401,107,0.129,31000,31023,31023670,경기도,성남시분당구,구미동,87.48
57177272001,104,0.025,11000,11240,11240790,서울특별시,송파구,잠실2동,14.52
47724505001,107,1.031,31000,31240,31240380,경기도,화성시,팔탄면,17.03
57167993201,104,0.235,11000,11240,11240650,서울특별시,송파구,가락본동,95.91
57275587201,107,0.246,31000,31180,31180530,경기도,하남시,신장2동,13.16
47714204301,107,1.68,31000,31240,31240130,경기도,화성시,우정읍,33.72
47825235201,107,0.234,31000,31240,31240140,경기도,화성시,향남읍,78.68
47735683902,103,0.048,31000,31240,31240150,경기도,화성시,남양읍,99.97
47835304601,107,0.036,31000,31240,31240560,경기도,화성시,기배동,53.86
47734059201,107,0.161,31000,31240,31240150,경기도,화성시,남양읍,24.45
57137074702,107,0.284,31000,31240,31240640,경기도,화성시,동탄4동,78.1
47734145401,107,0.223,31000,31240,31240350,경기도,화성시,마도면,90.88
57177182501,104,0.02,11000,11240,11240710,서울특별시,송파구,잠실본동,70.24
92136704201,107,0.111,31000,31240,31240650,경기도,화성시,동탄5동,94.85
57165239302,104,0.008,11000,11240,11240690,서울특별시,송파구,문정2동,88.19
57125538502,107,0.042,31000,31240,31240710,경기도,화성시,동탄8동,97.11
57134860501,107,0.142,31000,31240,31240610,경기도,화성시,동탄1동,96.45
47714957201,107,0.059,31000,31240,31240130,경기도,화성시,우정읍,78.63
57177340601,103,0.032,11000,11240,11240770,서울특별시,송파구,잠실6동,100.0
47814900801,107,0.491,31000,31240,31240140,경기도,화성시,향남읍,53.72
57136745002,107,0.02,31000,31240,31240640,경기도,화성시,동탄4동,25.53
57137555602,107,0.128,31000,31240,31240650,경기도,화성시,동탄5동,80.11
47834739601,107,0.147,31000,31240,31240380,경기도,화성시,팔탄면,11.17
47735054001,107,0.107,31000,31240,31240150,경기도,화성시,남양읍,75.74
57267028301,107,0.024,31000,31021,31021590,경기도,성남시수정구,수진2동,100.0
57125535502,107,0.038,31000,31240,31240710,경기도,화성시,동탄8동,93.02
57135046401,107,0.033,31000,31240,31240610,경기도,화성시,동탄1동,76.52
47714344202,106,0.587,31000,31240,31240390,경기도,화성시,장안면,99.26
57154354201,107,0.121,31000,31023,31023530,경기도,성남시분당구,수내1동,92.19
57150058301,107,0.13,31000,31023,31023780,경기도,성남시분당구,정자동,94.37
57266619102,107,0.199,31000,31180,31180650,경기도,하남시,위례동,90.41
57264704601,107,0.06,31000,31021,31021670,경기도,성남시수정구,복정동,91.97
47834131201,105,0.012,31000,31240,31240310,경기도,화성시,매송면,99.68
57275541702,107,0.045,31000,31180,31180560,경기도,하남시,덕풍3동,99.29
57155739801,107,0.045,31000,31023,31023740,경기도,성남시분당구,삼평동,98.88
57154217701,107,0.104,31000,31023,31023560,경기도,성남시분당구,정자3동,99.44
57267232602,107,0.034,31000,31022,31022510,경기도,성남시중원구,성남동,12.95
57254602302,107,0.013,31000,31023,31023520,경기도,성남시분당구,수내3동,99.56
57137145702,107,0.088,31000,31240,31240720,경기도,화성시,동탄9동,90.97
47824135902,107,0.15,31000,31240,31240380,경기도,화성시,팔탄면,5.0
57266600901,104,0.048,11000,11240,11240690,서울특별시,송파구,문정2동,99.5
57254104301,107,0.352,31000,31023,31023630,경기도,성남시분당구,야탑3동,72.17
57134780202,107,0.032,31000,31240,31240610,경기도,화성시,동탄1동,92.57
47825014802,107,0.142,31000,31240,31240140,경기도,화성시,향남읍,10.99
47834310201,107,0.212,31000,31240,31240310,경기도,화성시,매송면,95.88
57154280801,107,0.032,31000,31023,31023780,경기도,성남시분당구,정자동,75.99
57154438402,107,0.218,31000,31023,31023710,경기도,성남시분당구,금곡동,93.67
47834430401,107,0.021,31000,31240,31240120,경기도,화성시,봉담읍,70.22
57264412102,107,0.26,31000,31021,31021550,경기도,성남시수정구,태평2동,97.02
57276516602,107,0.034,31000,31180,31180620,경기도,하남시,미사1동,90.57
57261085901,107,0.19,31000,31022,31022530,경기도,성남시중원구,금광1동,87.66
57166909101,107,0.032,31000,31021,31021650,경기도,성남시수정구,고등동,57.78
57275203202,107,0.058,31000,31180,31180540,경기도,하남시,덕풍1동,93.34
47825098601,107,0.024,31000,31240,31240380,경기도,화성시,팔탄면,48.39
57154280602,107,0.108,31000,31023,31023560,경기도,성남시분당구,정자3동,39.76
57154503501,105,0.036,31000,31023,31023750,경기도,성남시분당구,판교동,92.29
57154217402,107,0.108,31000,31023,31023520,경기도,성남시분당구,수내3동,99.42
47824206901,107,0.027,31000,31240,31240140,경기도,화성시,향남읍,90.96
57261112302,107,0.024,31000,31022,31022510,경기도,성남시중원구,성남동,36.41
57265509002,107,0.077,31000,31021,31021670,경기도,성남시수정구,복정동,73.64
57276960701,107,0.213,31000,31180,31180630,경기도,하남시,미사2동,58.82
57136836402,106,0.1,31000,31240,31240700,경기도,화성시,동탄6동,82.72
47634069102,107,0.063,31000,31240,31240360,경기도,화성시,송산면,97.6
47634604902,106,0.024,31000,31240,31240360,경기도,화성시,송산면,72.34
57136428201,107,0.023,31000,31240,31240520,경기도,화성시,진안동,98.85
57167287501,107,0.02,31000,31021,31021540,경기도,성남시수정구,태평1동,65.68
57136759801,106,0.068,31000,31240,31240650,경기도,화성시,동탄5동,99.6
47834407701,107,0.637,31000,31240,31240120,경기도,화성시,봉담읍,36.51
57177331301,104,0.029,11000,11240,11240590,서울특별시,송파구,오륜동,95.38
57134679302,107,0.054,31000,31240,31240610,경기도,화성시,동탄1동,96.11
47835606801,101,0.112,31000,31240,31240380,경기도,화성시,팔탄면,78.44
57156475201,107,0.146,31000,31023,31023680,경기도,성남시분당구,운중동,35.96
57276632202,107,0.08,31000,31180,31180630,경기도,하남시,미사2동,97.84
57134569001,107,0.041,31000,31240,31240540,경기도,화성시,병점2동,19.81
47824094402,107,0.037,31000,31240,31240120,경기도,화성시,봉담읍,70.49
57137145501,107,0.073,31000,31240,31240720,경기도,화성시,동탄9동,79.05
47824501001,107,0.169,31000,31240,31240380,경기도,화성시,팔탄면,97.12
57134410702,107,0.026,31000,31240,31240570,경기도,화성시,화산동,71.14
47820103301,106,0.042,31000,31240,31240140,경기도,화성시,향남읍,99.9
57136657201,107,0.032,31000,31240,31240700,경기도,화성시,동탄6동,69.2
47846689701,107,0.041,31000,31240,31240310,경기도,화성시,매송면,61.37
57277887801,107,0.107,31000,31180,31180620,경기도,하남시,미사1동,31.82
57125461901,107,0.075,31000,31240,31240710,경기도,화성시,동탄8동,73.77
47825201601,107,0.035,31000,31240,31240420,경기도,화성시,양감면,99.18
57276822201,107,0.035,31000,31180,31180620,경기도,하남시,미사1동,99.15
57278271701,104,0.055,11000,11240,11240590,서울특별시,송파구,오륜동,87.71
57260358502,107,0.034,31000,31021,31021570,경기도,성남시수정구,태평4동,71.37
47825232201,107,0.134,31000,31240,31240140,경기도,화성시,향남읍,27.74
57154781101,101,0.767,31000,31021,31021660,경기도,성남시수정구,시흥동,78.66
47825570201,103,0.032,31000,31240,31240140,경기도,화성시,향남읍,99.99
57154389702,107,0.139,31000,31023,31023750,경기도,성남시분당구,판교동,96.19
57154425601,107,0.057,31000,31023,31023680,경기도,성남시분당구,운중동,38.0
47846686002,107,0.082,31000,31240,31240310,경기도,화성시,매송면,88.25
57155480201,105,0.018,31000,31023,31023750,경기도,성남시분당구,판교동,99.94
57137458601,107,0.029,31000,31240,31240650,경기도,화성시,동탄5동,93.63
57154443702,107,0.226,31000,31023,31023710,경기도,성남시분당구,금곡동,77.93
47634604701,107,0.03,31000,31240,31240360,경기도,화성시,송산면,75.04
47734176002,106,1.072,31000,31240,31240150,경기도,화성시,남양읍,97.95
47724837601,107,0.205,31000,31240,31240130,경기도,화성시,우정읍,85.83
57266404201,107,0.094,31000,31180,31180650,경기도,하남시,위례동,96.67
57267147202,107,0.009,31000,31022,31022560,경기도,성남시중원구,은행2동,96.59
47714299801,107,0.122,31000,31240,31240390,경기도,화성시,장안면,99.86
57177435401,104,0.068,11000,11240,11240800,서울특별시,송파구,잠실3동,85.14
57164616001,107,0.273,31000,31021,31021650,경기도,성남시수정구,고등동,32.35
57177244701,104,0.041,11000,11240,11240790,서울특별시,송파구,잠실2동,91.75
57135023502,107,0.094,31000,31240,31240540,경기도,화성시,병점2동,13.76
57266215601,107,0.03,31000,31021,31021680,경기도,성남시수정구,위례동,99.53
57125443702,107,0.117,31000,31240,31240710,경기도,화성시,동탄8동,96.19
47814260301,106,0.054,31000,31240,31240420,경기도,화성시,양감면,100.0
57134774402,107,0.105,31000,31240,31240600,경기도,화성시,동탄2동,94.94
57278212401,104,0.174,11000,11240,11240590,서울특별시,송파구,오륜동,31.64
47714147801,107,0.222,31000,31240,31240390,경기도,화성시,장안면,98.15
57134724202,107,0.18,31000,31240,31240610,경기도,화성시,동탄1동,64.94
47734429801,107,0.217,31000,31240,31240350,경기도,화성시,마도면,94.44
57155761402,107,0.056,31000,31023,31023750,경기도,성남시분당구,판교동,13.28
57166560502,107,0.087,31000,31021,31021660,경기도,성남시수정구,시흥동,30.67
47825313401,107,0.039,31000,31240,31240140,경기도,화성시,향남읍,97.3
57276401801,107,0.134,31000,31180,31180510,경기도,하남시,천현동,70.93
47834214501,106,0.043,31000,31240,31240330,경기도,화성시,비봉면,89.74
57137167401,107,0.034,31000,31240,31240520,경기도,화성시,진안동,25.69
57137150701,107,0.074,31000,31240,31240691,경기도,화성시,동탄7동,95.28
57155822201,107,0.197,31000,31023,31023680,경기도,성남시분당구,운중동,66.57
47825140401,107,0.033,31000,31240,31240140,경기도,화성시,향남읍,74.22
57154214401,107,0.035,31000,31023,31023560,경기도,성남시분당구,정자3동,98.54
57150121802,107,0.034,31000,31023,31023530,경기도,성남시분당구,수내1동,89.7
47835389602,107,0.087,31000,31240,31240120,경기도,화성시,봉담읍,96.49
47836376102,107,0.1,31000,31240,31240560,경기도,화성시,기배동,43.91
57234224901,107,0.144,31000,31240,31240650,경기도,화성시,동탄5동,1.24
57125389401,107,0.032,31000,31240,31240700,경기도,화성시,동탄6동,37.12
57265608802,107,0.079,31000,31021,31021520,경기도,성남시수정구,신흥2동,97.19
57134835902,107,0.118,31000,31240,31240620,경기도,화성시,동탄3동,78.51
57134884901,107,0.027,31000,31240,31240540,경기도,화성시,병점2동,98.27
47735190201,107,0.046,31000,31240,31240150,경기도,화성시,남양읍,93.76
57265060002,107,0.022,31000,31021,31021610,경기도,성남시수정구,산성동,98.9
57164992601,107,0.167,31000,31021,31021650,경기도,성남시수정구,고등동,99.14
57168239501,105,0.223,31000,31021,31021650,경기도,성남시수정구,고등동,78.46
57164855502,104,0.105,11000,11240,11240650,서울특별시,송파구,가락본동,98.92
47824341202,107,0.188,31000,31240,31240140,경기도,화성시,향남읍,97.24
47734093102,103,0.094,31000,31240,31240150,경기도,화성시,남양읍,99.42
47735217402,103,0.184,31000,31240,31240150,경기도,화성시,남양읍,99.95
57138035602,107,0.045,31000,31240,31240530,경기도,화성시,병점1동,64.94
57125452002,107,0.328,31000,31240,31240710,경기도,화성시,동탄8동,36.13
