link_id,road_name,road_rank,accident_cnt,epdo_total,epdo_rate,epdo_rank,avg_speed,peak_speed,speed_label,speed_weight,frin_cg,ti_cg,congestion_risk,enhanced_rate,enhanced_rank
571556594,안양판교로,105,1,69.0,272533.3755,161,41.7,40.84,중속(40~60),0.695,79.385,92.895,73.7447,329091.0455,51
571648579,송파대로27길,104,2,460.0,595145.6813,50,18.13,16.88,저속(40미만),0.3022,85.505,96.65,82.6406,328484.6438,52
477352530,남양로,103,2,399.0,257175.0386,180,37.97,33.9,저속(40미만),0.6328,99.955,99.99,99.945,325391.2217,53
572640188,원터길,107,1,391.0,779779.1889,30,12.65,12.07,저속(40미만),0.2108,98.075,99.505,97.5895,324792.5875,54
478254518,향남로,103,1,69.0,324418.8671,123,29.91,28.14,저속(40미만),0.4985,99.61,99.92,99.5303,322685.9985,55
571346907,동탄공원로1길,107,2,138.0,565284.1782,56,19.15,17.51,저속(40미만),0.3192,84.475,92.5,78.1394,321432.4348,56
572661074,은행로25번길,107,1,69.0,626868.1124,45,16.67,16.91,저속(40미만),0.2778,88.46,95.485,84.466,321236.4003,57
572672205,성남대로,107,2,77.0,579526.8953,53,25.67,27.62,저속(40미만),0.4278,38.8,71.85,27.8778,317036.6952,58
571732118,올림픽로35다길,104,1,391.0,496697.1545,66,22.51,21.2,저속(40미만),0.3752,78.03,88.99,69.4389,315767.6427,59
571365076,,107,1,69.0,485477.8791,70,25.26,24.52,저속(40미만),0.421,65.1,81.0,52.731,312161.0674,60
572767212,미사강변동로78번길,107,2,397.0,599805.7053,48,16.44,15.7,저속(40미만),0.274,90.21,96.325,86.8948,307155.5545,61
571343780,용주로,107,3,85.0,522291.0759,63,21.68,20.19,저속(40미만),0.3613,72.28,85.045,61.4705,304700.914,62
572767824,대청로59번길,107,1,69.0,519462.9205,64,20.82,21.0,저속(40미만),0.347,73.415,84.505,62.0393,292081.7258,63
572543496,분당로,107,2,399.0,432621.1529,81,33.8,29.7,저속(40미만),0.5633,32.84,57.81,18.9848,289960.5978,64
571385278,10용사로,107,1,69.0,492821.9413,68,23.74,23.29,저속(40미만),0.3957,62.96,74.74,47.0563,286773.9644,65
572672328,둔촌대로,107,3,71.0,445040.6178,77,35.0,35.43,저속(40미만),0.5833,19.36,40.54,7.8485,279966.2856,66
571344676,병점동로,107,1,69.0,569151.9636,54,15.31,15.37,저속(40미만),0.2552,94.6,98.035,92.7411,279951.7856,67
572650629,,107,1,69.0,909882.1109,27,9.4,8.22,저속(40미만),0.1567,96.85,99.47,96.3367,279933.9744,68
477140506,포승장안로,106,1,69.0,207160.2384,250,45.08,50.69,중속(40~60),0.7513,86.635,91.33,79.1237,278787.208,69
572781799,대청로,107,1,69.0,478380.9923,71,24.75,25.23,저속(40미만),0.4125,58.03,70.57,40.9518,278143.2305,70
571652393,새말로,104,3,85.0,426681.1236,82,29.57,26.36,저속(40미만),0.4928,42.725,74.65,31.8942,277331.9001,71
572672055,,104,1,69.0,759268.0216,31,11.56,10.36,저속(40미만),0.1927,90.5,98.01,88.699,276087.2953,72
572672100,새말로,104,2,70.0,426039.5365,83,36.93,35.92,저속(40미만),0.6155,9.41,18.22,1.7145,266723.2224,73
572655880,산성대로,107,2,138.0,360750.3608,103,40.95,41.0,중속(40~60),0.6825,17.305,44.925,7.7743,265353.3902,74
572782166,마천로,104,1,69.0,433708.5855,80,29.36,29.62,저속(40미만),0.4893,40.42,54.43,22.0006,258901.8786,75
478353648,봉영로,107,2,77.0,351971.0378,106,26.46,29.7,저속(40미만),0.441,74.53,89.6,66.7789,258872.9205,76
477342104,,107,1,69.0,549459.3002,59,15.42,9.22,저속(40미만),0.257,84.875,97.255,82.5452,257773.9757,77
571370599,,107,5,223.0,475590.7829,73,25.25,27.8,저속(40미만),0.4208,44.625,62.945,28.0892,256343.1246,78
477341032,남양시장로,103,1,69.0,389657.6942,93,19.77,19.07,저속(40미만),0.3295,99.625,99.95,99.5752,256239.0104,79
476240702,제부로,107,1,69.0,407560.5434,88,36.89,38.36,저속(40미만),0.6148,10.085,19.435,1.96,255479.3592,80
477357780,,107,1,69.0,290496.9603,145,49.31,49.58,중속(40~60),0.8218,14.57,38.64,5.6298,252170.4461,81
571744818,백제고분로,104,4,93.0,339923.4624,111,40.01,38.67,중속(40~60),0.6668,21.9,51.21,11.215,252080.9919,82
572646897,산성대로,107,1,69.0,359186.0532,104,27.96,26.08,저속(40미만),0.466,62.19,81.06,50.4112,251759.3206,83
572763876,아리수로,107,6,168.0,394645.9697,92,31.22,30.56,저속(40미만),0.5203,36.2,60.035,21.7327,249958.985,84
572610972,광명로,107,4,93.0,377199.3154,97,36.95,35.84,저속(40미만),0.6158,16.745,44.755,7.4942,249686.8166,85
571355858,경기대로,107,2,16.0,441653.4401,78,22.47,23.21,저속(40미만),0.3745,64.035,77.805,49.8224,247805.071,86
571654220,중대로,104,1,69.0,334059.5497,113,36.73,35.72,저속(40미만),0.6122,33.1,63.19,20.9159,247286.6262,87
477343316,절골로,107,1,69.0,328763.2071,120,29.63,28.08,저속(40미만),0.4938,65.215,80.16,52.2763,247210.3274,88
477146310,포승향남로,103,1,391.0,140818.6932,416,57.5,55.11,중속(40~60),0.9583,88.47,93.79,82.976,246919.8061,89
478255945,발안양감로,103,1,69.0,225020.3007,228,32.72,32.72,저속(40미만),0.5453,99.83,99.96,99.7901,245149.5852,90
572780515,,107,4,213.0,557436.9416,58,13.81,14.16,저속(40미만),0.2302,92.2,98.07,90.4205,244351.3635,91
478243282,,107,2,77.0,310839.8327,131,40.09,36.9,중속(40~60),0.6682,30.61,50.935,15.5912,240086.5938,92
571682398,대왕판교로,105,1,69.0,594950.6795,51,12.15,14.38,저속(40미만),0.2025,98.31,99.9,98.2117,238800.5258,93
571754402,오금로,104,1,391.0,423561.7317,84,30.61,28.99,저속(40미만),0.5102,26.32,37.11,9.7674,237208.6637,94
478346626,,107,2,70.0,382882.9445,95,19.23,17.25,저속(40미만),0.3205,94.925,98.235,93.2496,237144.2827,95
572648276,산성대로,107,2,77.0,458865.9456,76,16.99,16.32,저속(40미만),0.2832,82.205,95.89,78.8264,232386.4014,96
572766936,,107,1,69.0,952709.6997,25,7.12,6.99,저속(40미만),0.1187,98.3,99.715,98.0198,223933.941,97
571682350,대왕판교로,105,1,69.0,475678.3587,72,14.26,11.81,저속(40미만),0.2377,97.75,99.81,97.5643,223383.4763,98
572350207,,107,3,85.0,332698.5966,116,22.76,19.37,저속(40미만),0.3793,80.535,92.98,74.8814,220687.3466,99
572775496,,107,3,78.0,734947.7056,34,9.16,8.62,저속(40미만),0.1527,95.37,99.07,94.4831,218261.6047,100
477343054,역골중앙로,107,1,69.0,460737.1795,74,14.53,13.92,저속(40미만),0.2422,96.305,99.17,95.5057,218165.8759,101
477351463,마도공단로1길,107,1,69.0,388452.271,94,27.1,27.42,저속(40미만),0.4517,38.465,62.69,24.1137,217774.727,102
571344658,병점1로,107,1,69.0,331840.0531,117,34.24,34.22,저속(40미만),0.5707,26.15,57.24,14.9683,217728.2522,103
478344306,동화역말길,107,1,69.0,397610.8773,90,25.81,24.07,저속(40미만),0.4302,37.725,71.145,26.8395,216961.7545,104
477340385,화성로,106,1,69.0,154125.3665,370,49.22,51.37,중속(40~60),0.8203,79.465,90.045,71.5543,216894.4514,105
571347799,동탄공원로2길,107,1,69.0,375784.2454,98,19.14,18.55,저속(40미만),0.319,86.035,93.14,80.133,215934.7477,106
572672360,성남대로,107,3,83.0,269922.2104,165,30.52,31.97,저속(40미만),0.5087,62.11,88.4,54.9052,212699.4447,107
571555708,,107,1,391.0,361964.6441,102,20.99,22.57,저속(40미만),0.3498,73.745,91.3,67.3292,211864.2556,108
478249528,향남로,103,1,69.0,179272.9313,297,35.43,36.32,저속(40미만),0.5905,99.79,99.93,99.7201,211425.0279,109
571649761,송파대로30길,104,1,69.0,409185.9276,86,16.35,17.43,저속(40미만),0.2725,92.285,96.805,89.3365,211116.1905,110
572764998,미사강변남로,107,4,215.0,333968.6504,114,30.85,29.75,저속(40미만),0.5142,38.405,59.56,22.874,211007.4408,111
478149492,용소금각로,107,1,69.0,320349.1341,124,37.0,33.7,저속(40미만),0.6167,17.735,35.75,6.3403,210085.164,112
572611422,산성대로372번길,107,1,69.0,345765.8714,108,23.96,23.64,저속(40미만),0.3993,64.475,79.255,51.0997,208614.7619,113
572672103,,104,2,77.0,362317.9881,101,31.71,31.89,저속(40미만),0.5285,21.175,33.98,7.1953,205262.981,114
572662617,둔촌대로,107,3,85.0,382038.7837,96,19.29,17.57,저속(40미만),0.3215,72.155,92.66,66.8588,204945.1036,115
478347880,화성로2239번길,107,1,69.0,348996.0042,107,29.4,31.58,저속(40미만),0.49,32.61,55.465,18.0871,201938.4376,116
572782528,하남대로,103,2,77.0,528860.683,62,11.48,11.77,저속(40미만),0.1913,99.6,99.96,99.5602,201897.147,117
478246804,행정남로,103,1,69.0,168627.8823,321,35.99,35.67,저속(40미만),0.5998,99.635,99.91,99.5453,201826.1104,118
478248460,,107,1,8.0,304785.1265,137,38.23,35.45,저속(40미만),0.6372,14.31,26.76,3.8294,201646.1252,119
571348332,,107,1,69.0,325341.2547,122,19.74,19.62,저속(40미만),0.329,90.035,96.7,87.0638,200227.9899,120
572610459,오금로36길,104,3,146.0,357262.1484,105,20.34,18.73,저속(40미만),0.339,73.715,86.83,64.0067,198631.5785,121
571700047,올림픽로8길,104,2,70.0,306575.1613,134,21.91,19.86,저속(40미만),0.3652,82.99,92.37,76.6579,197788.3911,122
571550051,대왕판교로,105,2,138.0,195998.2275,272,30.57,28.8,저속(40미만),0.5095,98.46,99.42,97.8889,197614.0262,123
571665596,법원로9길,104,1,69.0,333352.6581,115,20.06,19.95,저속(40미만),0.3343,81.81,93.86,76.7869,197010.9565,124
477340725,화성로,103,4,93.0,129419.0338,451,45.8,41.24,중속(40~60),0.7633,98.96,99.665,98.6285,196216.2532,125
571345642,병점3로,107,1,391.0,419140.9112,85,15.62,15.7,저속(40미만),0.2603,83.055,94.105,78.1589,194375.5986,126
572765894,미사강변대로226번길,107,2,138.0,318250.6362,127,20.04,18.99,저속(40미만),0.334,86.375,94.47,81.5985,193031.4194,127
572610123,양산로,104,9,577.0,340209.7567,110,24.51,23.14,저속(40미만),0.4085,48.81,77.385,37.7716,191469.0257,128
572655556,공원로,107,3,407.0,276797.9711,157,35.83,34.82,저속(40미만),0.5972,26.555,58.17,15.447,190838.2183,129
478243222,향남로,107,1,69.0,263474.9288,172,33.55,32.63,저속(40미만),0.5592,39.215,67.28,26.3839,186207.9468,130
571554786,안양판교로,105,1,69.0,262845.1271,173,21.23,18.94,저속(40미만),0.3538,99.92,99.99,99.91,185905.5168,131
572673001,,107,1,69.0,272292.4658,162,35.14,36.27,저속(40미만),0.5857,29.86,54.21,16.1871,185297.159,132
478346642,최루백로,107,1,69.0,251320.3424,191,35.57,29.52,저속(40미만),0.5928,36.97,64.52,23.853,184519.5422,133
572672206,광명로,107,3,85.0,487771.2869,69,11.91,12.35,저속(40미만),0.1985,92.19,98.01,90.3554,184307.0484,134
571365064,,107,1,69.0,305312.4364,135,24.48,24.94,저속(40미만),0.408,61.245,78.245,47.9212,184261.7024,135
478256167,,107,1,391.0,331247.0137,118,23.81,24.92,저속(40미만),0.3968,51.86,71.165,36.9062,179947.887,136
571554770,,107,3,78.0,288461.5385,146,35.95,36.56,저속(40미만),0.5992,14.61,26.28,3.8395,179482.5819,137
572670368,,107,5,101.0,663489.3628,41,8.23,8.27,저속(40미만),0.1372,97.365,99.635,97.0096,179339.2979,138
571714938,백제고분로9길,104,2,77.0,292677.7352,143,20.53,20.98,저속(40미만),0.3422,83.02,94.2,78.2048,178479.8074,139
572763872,아리수로,107,3,146.0,277687.9624,155,29.82,29.35,저속(40미만),0.497,41.15,70.67,29.0807,178145.4581,140
477351819,,107,1,69.0,307906.5035,133,19.91,18.54,저속(40미만),0.3318,79.825,90.84,72.513,176245.108,141
572669751,,107,5,34.0,396300.419,91,16.8,18.49,저속(40미만),0.28,67.62,86.855,58.7314,176134.8969,142
572653344,공원로,107,1,69.0,303395.3901,138,30.75,30.31,저속(40미만),0.5125,27.38,44.905,12.295,174607.6498,143
571704415,가락로,104,3,466.0,261968.6947,177,23.97,20.12,저속(40미만),0.3995,73.11,86.685,63.3754,170982.9649,144
571372131,동탄대로시범길,107,2,75.0,319193.0799,125,18.21,17.01,저속(40미만),0.3035,81.745,93.545,76.4684,170953.9385,145
571343853,독산성로,107,1,8.0,249996.0938,194,34.52,32.4,저속(40미만),0.5753,33.87,55.19,18.6929,170707.3961,146
571709343,올림픽로32길,104,14,218.0,129665.5818,450,51.3,49.23,중속(40~60),0.855,58.815,90.84,53.4275,170095.9747,147
571500555,장미로,107,1,69.0,287672.6036,147,26.54,25.21,저속(40미만),0.4423,48.535,69.27,33.6202,170015.1257,148
571700554,삼전로,104,2,77.0,271685.4377,163,22.22,20.18,저속(40미만),0.3703,76.12,87.68,66.742,167750.9852,149
572778971,하남대로,103,1,69.0,151528.7938,381,33.16,32.68,저속(40미만),0.5527,99.95,99.98,99.93,167441.3037,150
572611357,제일로74번길,107,2,138.0,229663.1607,221,29.45,30.13,저속(40미만),0.4908,55.355,87.045,48.1838,167030.8223,151
572668218,광명로,107,5,162.0,284949.1445,150,22.73,24.19,저속(40미만),0.3788,64.425,82.84,53.3697,165545.3155,152
571501271,구미로173번길,107,1,69.0,285520.9827,149,24.9,24.5,저속(40미만),0.415,55.44,71.095,39.4151,165194.6359,153
572659258,희망로,107,1,69.0,312580.6934,130,25.5,26.24,저속(40미만),0.425,37.85,64.015,24.2297,165035.1745,154
571364694,동탄원천로,107,1,69.0,262653.0239,174,29.07,27.17,저속(40미만),0.4845,42.67,68.32,29.1521,164353.0087,155
572650991,충민로,104,1,69.0,318866.4989,126,20.73,21.83,저속(40미만),0.3455,61.1,79.985,48.8708,164008.5418,156
572774440,,107,1,69.0,314021.754,129,16.17,15.71,저속(40미만),0.2695,94.8,98.21,93.1031,163420.9574,157
572762694,덕산로,107,1,69.0,291271.972,144,24.67,25.4,저속(40미만),0.4112,51.255,70.06,35.9093,162779.9751,158
571345654,병점3로,107,2,77.0,264516.1844,170,23.67,20.86,저속(40미만),0.3945,66.575,81.83,54.4783,161200.6314,159
476240226,매화2길,107,1,69.0,278399.8063,154,21.98,23.99,저속(40미만),0.3663,68.93,83.33,57.4394,160553.3137,160
571649751,삼전로,104,2,138.0,241015.6189,202,32.71,27.46,저속(40미만),0.5452,35.68,61.69,22.011,160324.547,161
572500756,양현로94번길,107,1,69.0,256635.3249,183,23.47,22.3,저속(40미만),0.3912,69.86,84.025,58.6999,159327.9376,162
571541741,이매로,107,1,69.0,246909.6042,197,31.39,29.94,저속(40미만),0.5232,36.76,62.865,23.1092,159036.287,163
571371251,동탄신리천로,107,3,85.0,256914.0094,181,30.08,31.88,저속(40미만),0.5013,36.89,61.17,22.5656,157853.4532,164
571361632,,107,2,77.0,438409.2009,79,10.93,10.05,저속(40미만),0.1822,97.885,99.54,97.4347,157707.1985,165
571642282,,104,1,69.0,273679.2004,159,18.27,16.0,저속(40미만),0.3045,91.41,97.54,89.1613,157638.1681,166
571362712,동탄광역환승로,107,2,77.0,268255.2954,167,32.5,35.58,저속(40미만),0.5417,17.83,41.445,7.3896,156052.009,167
572549900,성남대로,107,1,8.0,240543.6286,203,33.28,32.13,저속(40미만),0.5547,27.41,61.45,16.8434,155903.6237,168
571379031,동탄지성로,107,1,69.0,238897.333,206,36.58,36.29,저속(40미만),0.6097,17.055,40.375,6.886,155685.5557,169
477245808,현대기아로,107,1,69.0,198767.6406,263,42.98,40.16,중속(40~60),0.7163,20.07,42.1,8.4495,154407.4276,170
571663963,정의로,104,2,77.0,252898.4793,186,25.13,23.66,저속(40미만),0.4188,60.37,74.48,44.9636,153536.5779,171
571546099,,107,2,77.0,271474.707,164,19.34,18.61,저속(40미만),0.3223,81.65,91.71,74.8812,153014.576,172
571367992,효행로,107,1,69.0,258861.3104,179,27.69,26.92,저속(40미만),0.4615,46.35,59.21,27.4438,152250.0918,173
572755381,,107,2,77.0,264002.8663,171,24.95,25.37,저속(40미만),0.4158,54.065,71.485,38.6484,152197.6649,174
571561010,경부고속도로,108,1,8.0,154981.6928,367,58.58,50.05,중속(40~60),0.9763,,,,151308.6267,175
478242247,칼바위길83번길,107,1,8.0,242633.7898,201,20.99,18.95,저속(40미만),0.3498,83.005,94.01,78.033,151102.4816,176
571343674,효행로1039번길,107,2,77.0,280228.2587,153,16.84,16.32,저속(40미만),0.2807,93.99,97.9,92.0162,151040.0816,177
477357892,현대기아로,107,3,85.0,228522.8819,223,33.04,31.93,저속(40미만),0.5507,33.755,58.74,19.8277,150800.2259,178
572774977,미사강변서로,107,1,69.0,253266.3095,185,25.5,24.06,저속(40미만),0.425,54.39,73.58,40.0202,150715.1971,179
572646883,원터로,107,1,69.0,256656.326,182,21.43,22.21,저속(40미만),0.3572,73.11,87.025,63.624,150006.6211,180
572643973,은이로,107,1,69.0,251795.4108,188,18.64,18.76,저속(40미만),0.3107,94.295,97.025,91.4897,149807.8194,181
571711008,백제고분로,104,2,138.0,237792.4589,208,32.44,31.14,저속(40미만),0.5407,31.225,52.385,16.3572,149605.5514,182
572650744,마지로,107,1,391.0,250515.7678,193,31.51,31.67,저속(40미만),0.5252,27.48,47.8,13.1354,148853.2428,183
478240539,서해로,106,1,69.0,262004.7541,176,16.97,20.96,저속(40미만),0.2828,99.77,99.96,99.7301,147989.9067,184
571704551,백제고분로,104,3,407.0,204637.426,255,40.07,37.31,중속(40~60),0.6678,17.75,45.885,8.1446,147787.0288,185
572659462,동남로13길,104,3,139.0,273498.2193,160,16.64,15.3,저속(40미만),0.2773,94.905,98.67,93.6428,146860.7448,186
572646415,양산로,104,3,407.0,251350.9341,190,27.95,27.29,저속(40미만),0.4658,40.365,62.1,25.0667,146427.1732,187
572662627,,107,1,69.0,365429.3265,100,12.3,12.77,저속(40미만),0.205,94.465,98.345,92.9016,144508.3986,188
572765156,미사강변남로,107,3,85.0,228211.2001,224,26.36,25.75,저속(40미만),0.4393,54.965,80.21,44.0874,144452.2008,189
478255248,발안로,105,1,69.0,129870.8632,449,33.64,28.35,저속(40미만),0.5607,97.975,99.475,97.4606,143788.0306,190
478353172,삼천병마로,107,1,69.0,210648.4308,243,36.95,32.15,저속(40미만),0.6158,22.425,48.07,10.7797,143700.4399,191
572603519,수정로,107,5,94.0,243468.4411,199,26.81,28.39,저속(40미만),0.4468,44.665,70.235,31.3705,142907.0625,192
572755817,신평로,107,1,69.0,199252.6581,262,39.46,38.92,저속(40미만),0.6577,19.34,46.4,8.9738,142808.5011,193
572540462,분당로,107,4,93.0,237558.815,209,31.02,33.88,저속(40미만),0.517,33.65,47.52,15.9905,142457.1048,194
572782533,하남대로,103,1,69.0,119403.605,503,35.74,38.87,저속(40미만),0.5957,99.94,99.98,99.92,142200.552,195
571557224,판교로,107,1,69.0,238280.2383,207,22.6,15.96,저속(40미만),0.3767,69.18,83.98,58.0974,141908.4883,196
571500426,구미로130번길,107,1,69.0,244407.8423,198,20.03,20.75,저속(40미만),0.3338,80.83,91.445,73.915,141885.6619,197
572666125,감일백제로,107,1,69.0,236688.8262,211,24.96,23.46,저속(40미만),0.416,59.32,73.43,43.5587,141351.5592,198
571655418,중대로,104,4,215.0,200159.01,260,37.4,35.48,저속(40미만),0.6233,25.95,51.0,13.2345,141270.3555,199
571344780,병점로,107,2,77.0,259928.7728,178,20.87,21.82,저속(40미만),0.3478,67.97,81.395,55.3242,140418.0894,200
571540532,성남대로43번길,107,1,69.0,252372.8535,187,19.99,18.71,저속(40미만),0.3332,72.325,91.415,66.1159,139687.9148,201
571558795,,107,2,77.0,218231.6997,234,25.25,24.55,저속(40미만),0.4208,66.79,76.87,51.3415,138979.7738,202
477342974,역골로,107,1,69.0,211359.8248,239,26.64,27.66,저속(40미만),0.444,60.41,78.71,47.5487,138465.2512,203
572602397,오금로,104,2,138.0,195773.0055,274,35.91,31.32,저속(40미만),0.5985,30.55,58.56,17.8901,138131.9997,204
571380311,병점노을1로,107,1,69.0,243293.5601,200,21.84,20.22,저속(40미만),0.364,64.34,86.97,55.9565,138113.2921,205
572541017,성남대로916번길,107,3,83.0,207220.2527,249,22.07,19.05,저속(40미만),0.3678,84.34,95.62,80.6459,137680.3727,206
571665529,백제고분로,104,11,647.0,232800.806,218,26.85,25.93,저속(40미만),0.4475,49.41,64.76,31.9979,137513.2484,207
572647458,복정로,107,1,69.0,235998.6935,214,18.23,17.62,저속(40미만),0.3038,93.6,97.105,90.8903,136861.4789,208
478354064,와우로,107,1,69.0,266703.7733,168,18.13,18.23,저속(40미만),0.3022,75.155,91.64,68.872,136107.2524,209
571556596,안양판교로,105,4,93.0,111678.2418,548,46.06,46.37,중속(40~60),0.7677,65.98,85.59,56.4723,134152.1307,210
571677056,여수대로56번길,107,2,77.0,251284.98,192,16.5,15.48,저속(40미만),0.275,93.95,98.45,92.4938,133019.7019,211
572643000,성내천로,104,12,465.0,150481.2,385,35.24,35.16,저속(40미만),0.5873,60.86,82.96,50.4895,132999.0215,212
