link_id,road_name,road_rank,length_km,k_length,ALL_AADT_total,exposure
571558526,수도권제1순환고속도로,101,0.589,0.589,99575.0,58649.675
572704392,수도권제1순환고속도로,101,0.725,0.725,80590.0,58427.75
478360667,봉담송산고속도로,101,2.796,2.796,20788.0,58123.248
571783761,올림픽대로,102,0.644,0.644,89996.0,57957.424
571560033,경부고속도로,101,0.717,0.717,80701.0,57862.617
477355862,평택시흥고속도로,101,1.72,1.72,33167.0,57047.24
2024002598,수도권제1순환고속도로,101,0.635,0.635,88119.0,55955.565
478402370,서해안고속도로,101,0.861,0.861,64632.0,55648.152
2024000169,경부고속도로,101,0.758,0.758,72982.0,55320.356
571558905,용인서울고속도로,101,1.049,1.049,52034.0,54583.666
571540553,분당수서간고속화도로,102,1.045,1.045,51956.0,54294.02
571550878,분당내곡간고속화도로,102,1.996,1.996,27189.0,54269.244
571501766,경부고속도로,101,0.508,0.508,106331.0,54016.148
478402368,서해안고속도로,101,0.861,0.861,62419.0,53742.759
478354236,과천봉담도시고속화도로,102,0.919,0.919,58261.0,53541.859
572757546,수도권제1순환고속도로,101,0.711,0.711,75086.0,53386.146
571783757,올림픽대로,102,0.574,0.574,92581.0,53141.494
571664611,분당수서간고속화도로,102,0.812,0.812,65059.0,52827.908
478343480,서해로,103,1.729,1.729,30394.0,52551.226
571606629,수도권제1순환고속도로,101,0.542,0.542,96556.0,52333.352
477351573,평택시흥고속도로,101,1.387,1.387,37644.0,52212.228
478255813,평택화성고속도로,101,1.163,1.163,44753.0,52047.739
572742681,중부고속도로,101,0.619,0.619,83992.0,51991.048
571560150,용인서울고속도로,101,1.028,1.028,50445.0,51857.46
478200499,서해안고속도로,101,0.836,0.836,61638.0,51529.368
572742671,중부고속도로,101,0.725,0.725,71045.0,51507.625
478360665,봉담송산고속도로,101,2.817,2.817,18146.0,51117.282
572756908,올림픽대로,102,0.725,0.725,70330.0,50989.25
571366596,동부대로,106,1.437,1.437,35046.0,50361.102
571541596,경부고속도로,101,0.751,0.751,65953.0,49530.703
2024000238,경부고속도로,101,0.516,0.516,95757.0,49410.612
571606537,분당내곡간고속화도로,102,1.002,1.002,49234.0,49332.468
572772666,수도권제1순환고속도로,101,0.499,0.499,98465.0,49134.035
572669042,분당수서간고속화도로,102,0.741,0.741,66096.0,48977.136
571551100,경부고속도로,101,0.519,0.519,94308.0,48945.852
478402365,서해안고속도로,101,0.765,0.765,63937.0,48911.805
571706100,올림픽대로,102,0.542,0.542,88854.0,48158.868
572756904,올림픽대로,102,0.631,0.631,76032.0,47976.192
572550804,성장간선로,103,0.723,0.723,65735.0,47526.405
571606583,수도권제1순환고속도로,101,0.488,0.488,96980.0,47326.24
478476587,서해로,103,1.799,1.799,26174.5,47087.9255
571706099,올림픽대로,102,0.551,0.551,85264.0,46980.464
571540549,분당수서간고속화도로,102,0.732,0.732,64166.0,46969.512
571703486,올림픽대로,102,0.497,0.497,94444.0,46938.668
572704391,수도권제1순환고속도로,101,0.562,0.562,83343.0,46838.766
572704418,중부고속도로,101,0.628,0.628,73346.0,46061.288
571703530,올림픽대로,102,0.464,0.464,98731.0,45811.184
571550459,경부고속도로,101,0.541,0.541,84421.0,45671.761
572742678,중부고속도로,101,0.621,0.621,72777.0,45194.517
572550806,성장간선로,103,0.705,0.705,64052.0,45156.66
477248959,평택시흥고속도로,101,1.412,1.412,31871.0,45001.852
477248957,평택시흥고속도로,101,1.415,1.415,31752.0,44929.08
478356101,수도권제2순환고속도로(봉담동탄,101,0.826,0.826,54170.0,44744.42
572642294,수도권제1순환고속도로,101,0.456,0.456,97360.0,44396.16
571351337,경부고속도로,101,0.52,0.52,85332.0,44372.64
571540556,분당수서간고속화도로,102,1.046,1.046,41777.0,43698.742
572662242,성장간선로,103,0.911,0.911,47221.0,43018.331
478356103,수도권제2순환고속도로(봉담동탄,101,0.82,0.82,51143.0,41937.26
571547963,용인서울고속도로,101,0.662,0.662,63344.0,41933.728
571662944,헌릉로,104,2.345,2.345,17755.0,41635.475
478357015,수도권제2순환고속도로(봉담동탄,101,0.786,0.786,52781.0,41485.866
571378515,경부고속도로,101,0.469,0.469,88391.0,41455.379
478255811,평택화성고속도로,101,0.895,0.895,46290.0,41429.55
478359709,수도권제2순환고속도로(봉담동탄,101,0.747,0.747,55204.0,41237.388
571558131,제2경인고속도로,101,1.636,1.636,25139.0,41127.404
2023001786,평택시흥고속도로,101,1.144,1.144,35909.0,41079.896
571703521,올림픽대로,102,0.413,0.413,99325.0,41021.225
477348548,평택시흥고속도로,101,1.042,1.042,39201.0,40847.442
572742655,중부고속도로,101,0.471,0.471,86552.0,40765.992
477457828,,103,1.797,1.797,22677.5,40751.4675
478200488,서해안고속도로,101,0.766,0.766,53101.0,40675.366
571558093,제2경인고속도로,101,1.231,1.231,33031.0,40661.161
477351567,평택시흥고속도로,101,1.106,1.106,36497.0,40365.682
571547991,용인서울고속도로,101,0.725,0.725,55499.0,40236.775
571366750,동부대로,106,1.105,1.105,35981.0,39759.005
571376974,수도권제2순환고속도로(봉담동탄,101,0.898,0.898,44167.0,39661.966
572749648,수도권제1순환고속도로,108,1.5,1.5,26427.0,39640.5
572664070,수도권제1순환고속도로,101,0.387,0.387,102106.0,39515.022
572664065,수도권제1순환고속도로,101,0.391,0.391,100771.0,39401.461
572662296,성장간선로,103,0.92,0.92,42747.0,39327.24
477348618,평택시흥고속도로,101,1.025,1.025,37955.0,38903.875
571376969,수도권제2순환고속도로(봉담동탄,101,0.885,0.885,43752.0,38720.52
478200500,서해안고속도로,101,0.634,0.634,60637.0,38443.858
571730595,송파대로,103,0.901,0.901,42664.0,38440.264
572662298,성장간선로,103,0.915,0.915,41827.0,38271.705
572772668,수도권제1순환고속도로,101,0.387,0.387,98793.0,38232.891
572350138,,105,1.087,1.087,35127.0,38183.049
478344738,수도권제2순환고속도로(봉담동탄,101,0.707,0.707,53827.0,38055.689
572766214,서울양양고속도로,101,0.661,0.661,57218.0,37821.098
478341546,서해로,103,1.556,1.556,24150.0,37577.4
571501720,수도권제1순환고속도로,101,0.42,0.42,89362.0,37532.04
571501745,경부고속도로,108,0.874,0.874,42666.0,37290.084
478340471,서해안고속도로,101,0.672,0.672,55345.0,37191.84
571352560,경부고속도로,101,0.429,0.429,86279.0,37013.691
571547821,용인서울고속도로,101,0.74,0.74,49549.0,36666.26
571540551,분당수서간고속화도로,102,0.609,0.609,60184.0,36652.056
571558081,제2경인고속도로,101,1.146,1.146,31837.0,36485.202
571255215,,105,1.116,1.116,32607.5,36389.97
571540581,분당수서간고속화도로,102,0.587,0.587,61425.0,36056.475
571558116,제2경인고속도로,101,1.56,1.56,23069.0,35987.64
2024000191,경부고속도로,101,0.409,0.409,87873.0,35940.057
572603838,수도권제1순환고속도로,101,0.416,0.416,86323.0,35910.368
477348554,평택시흥고속도로,101,0.938,0.938,38264.0,35891.632
478467447,서해안고속도로,101,0.529,0.529,66845.0,35361.005
921651509,수도권제1순환고속도로,101,0.366,0.366,96464.0,35305.824
478357011,수도권제2순환고속도로(봉담동탄,101,0.685,0.685,51337.0,35165.845
571558083,제2경인고속도로,101,1.161,1.161,30234.0,35101.674
477248241,평택시흥고속도로,101,1.124,1.124,31202.0,35071.048
571703491,올림픽대로,102,0.396,0.396,87942.0,34825.032
571547817,용인서울고속도로,101,0.721,0.721,48180.0,34737.78
572704432,수도권제1순환고속도로,101,0.425,0.425,81502.0,34638.35
478467453,서해안고속도로,101,0.521,0.521,65837.0,34301.077
477248235,평택시흥고속도로,101,1.02,1.02,33472.0,34141.44
477351572,평택시흥고속도로,101,0.91,0.91,37361.0,33998.51
477355866,평택시흥고속도로,101,0.902,0.902,37674.0,33981.948
477356694,서해안고속도로,101,0.62,0.62,54702.0,33915.24
477348614,평택시흥고속도로,101,0.866,0.866,39000.0,33774.0
571547434,경부고속도로,101,0.333,0.333,100415.0,33438.195
477351569,평택시흥고속도로,101,0.906,0.906,36906.0,33436.836
571540579,분당수서간고속화도로,102,0.578,0.578,57531.0,33252.918
2024002597,수도권제1순환고속도로,101,0.377,0.377,87865.0,33125.105
477355868,평택시흥고속도로,101,0.901,0.901,36634.0,33007.234
571558095,제2경인고속도로,101,0.986,0.986,33443.0,32974.798
571715756,올림픽대로,102,0.385,0.385,85284.0,32834.34
571544126,대왕판교로,105,1.724,1.724,19022.5,32794.79
571347387,동탄원천로,107,1.03,1.03,31827.5,32782.325
478466294,서해안고속도로,101,0.573,0.573,57042.0,32685.066
571462362,분당수서간고속화도로,102,1.012,1.012,32106.0,32491.272
571715757,올림픽대로,102,0.426,0.426,75919.0,32341.494
477356692,서해안고속도로,101,0.598,0.598,54051.0,32322.498
571547875,용인서울고속도로,101,0.63,0.63,51298.0,32317.74
572781860,미사대로,107,0.911,0.911,35466.0,32309.526
478242701,포승향남로,103,1.434,1.434,22473.5,32226.999
571542558,경부고속도로,101,0.457,0.457,70185.0,32074.545
571542225,분당수서간고속화도로,102,0.768,0.768,41362.0,31766.016
571668621,탄천동로,104,1.32,1.32,24045.0,31739.4
478356074,서해안고속도로,101,0.533,0.533,59445.0,31684.185
572554430,성장간선로,103,0.465,0.465,68129.5,31680.2175
477348502,평택시흥고속도로,101,0.853,0.853,37136.0,31677.008
477356682,서해안고속도로,101,0.574,0.574,54967.0,31551.058
571703495,올림픽대로,102,0.413,0.413,76333.0,31525.529
571558097,제2경인고속도로,101,1.016,1.016,30792.0,31284.672
478356072,서해안고속도로,101,0.533,0.533,58627.0,31248.191
571742573,올림픽대로,102,0.345,0.345,90206.0,31121.07
571560151,용인서울고속도로,101,0.997,0.997,31118.0,31024.646
478342683,서해로,103,1.053,1.053,29326.0,30880.278
477356684,서해안고속도로,101,0.578,0.578,53187.0,30742.086
571654093,용인서울고속도로,101,1.198,1.198,25642.0,30719.116
476441993,평택시흥고속도로,101,0.817,0.817,37103.0,30313.151
571703492,올림픽대로,102,0.344,0.344,87971.0,30262.024
476441998,평택시흥고속도로,101,0.816,0.816,37015.0,30204.24
571541607,분당수서간고속화도로,102,0.516,0.516,58249.0,30056.484
571547831,용인서울고속도로,101,0.667,0.667,44979.0,30000.993
571387643,봉영로,103,0.59,0.59,50650.0,29883.5
571558085,제2경인고속도로,101,0.87,0.87,33601.0,29232.87
572662251,경충대로,107,0.837,0.837,34760.0,29094.12
572660370,경충대로,107,0.587,0.587,48780.5,28634.1535
571352452,오산화성고속도로,101,1.177,1.177,24325.0,28630.525
571361158,봉영로,103,0.559,0.559,51091.0,28559.869
571558903,용인서울고속도로,101,0.776,0.776,36630.0,28424.88
571654073,용인서울고속도로,101,1.117,1.117,25359.0,28326.003
571669249,분당내곡간고속화도로,102,0.726,0.726,38828.0,28189.128
572664044,수도권제1순환고속도로,101,0.255,0.255,110463.0,28168.065
571561006,경부고속도로,101,0.393,0.393,70950.0,27883.35
571654089,용인서울고속도로,101,1.212,1.212,22696.0,27507.552
572704408,중부고속도로,101,0.339,0.339,81031.0,27469.509
478362288,봉영로,103,1.012,1.012,27105.0,27430.26
478362315,봉영로,103,1.062,1.062,25760.0,27357.12
478360682,봉담송산고속도로,101,1.063,1.063,25676.0,27293.588
476100013,궁평항로,106,6.194,6.194,4392.0,27204.048
572704416,중부고속도로,101,0.307,0.307,88590.0,27197.13
477356700,봉담송산고속도로,101,1.423,1.423,19076.0,27145.148
571744802,올림픽대로,102,0.354,0.354,76635.0,27128.79
571547815,용인서울고속도로,101,0.717,0.717,37734.0,27055.278
572704409,중부고속도로,101,0.322,0.322,83250.0,26806.5
571541605,분당수서간고속화도로,102,0.516,0.516,51888.0,26774.208
571545041,안양판교로,105,0.673,0.673,39342.0,26477.166
571501630,분당수서간고속화도로,102,0.429,0.429,61131.0,26225.199
2024000254,세종포천고속도로,101,0.602,0.602,43484.0,26177.368
571558087,제2경인고속도로,101,0.872,0.872,29989.0,26150.408
572355204,화성광주고속도로,101,0.863,0.863,30066.0,25946.958
571681975,여수대로,107,0.477,0.477,54252.0,25878.204
571387585,봉영로,103,0.751,0.751,34433.0,25859.183
476340900,송산포도로,106,3.076,3.076,8404.0,25850.704
572781671,미사대로,107,0.727,0.727,35476.0,25791.052
478357017,수도권제2순환고속도로(봉담동탄,101,0.486,0.486,52643.0,25584.498
571501593,분당수서간고속화도로,102,0.381,0.381,67015.0,25532.715
478359711,수도권제2순환고속도로(봉담동탄,101,0.5,0.5,50923.0,25461.5
572781868,미사대로,107,0.823,0.823,30773.0,25326.179
477241706,포승향남로,103,1.171,1.171,21586.5,25277.7915
572756906,올림픽대로,102,0.318,0.318,79293.0,25215.174
571545074,용인서울고속도로,101,0.489,0.489,51354.0,25112.106
571545039,안양판교로,105,0.652,0.652,38409.0,25042.668
571547835,용인서울고속도로,101,0.594,0.594,41986.0,24939.684
571387611,봉영로,103,0.746,0.746,33369.0,24893.274
571703499,올림픽대로,102,0.288,0.288,86276.0,24847.488
478250714,서해로,103,1.115,1.115,22246.5,24804.8475
571544765,대왕판교로,105,0.871,0.871,28461.0,24789.531
571541303,분당수서간고속화도로,102,0.562,0.562,44078.0,24771.836
477457326,,103,1.106,1.106,22040.0,24376.24
478362293,봉영로,103,0.773,0.773,31506.0,24354.138
571387060,화성광주고속도로,101,0.872,0.872,27835.0,24272.12
572756830,서울양양고속도로,108,0.65,0.65,37284.0,24234.6
572653226,제2중부고속도로,101,0.732,0.732,32802.0,24011.064
478300672,서해안고속도로,101,0.441,0.441,54417.0,23997.897
571545071,용인서울고속도로,101,0.499,0.499,47886.0,23895.114
571351980,봉영로,103,0.794,0.794,29831.0,23685.814
571702092,강동대로,104,0.637,0.637,37160.0,23670.92
571387010,수도권제2순환고속도로(봉담동탄,101,0.552,0.552,42839.0,23647.128
477355863,평택시흥고속도로,101,0.753,0.753,31389.0,23635.917
477352259,,107,1.808,1.808,13044.0,23583.552
571246422,평택화성고속도로,101,0.553,0.553,42607.0,23561.671
571558106,분당내곡간고속화도로,102,0.812,0.812,28971.0,23524.452
478360714,수도권제2순환고속도로(봉담동탄,101,0.39,0.39,60144.0,23456.16
478466290,서해안고속도로,101,0.391,0.391,59582.0,23296.562
571347908,동탄원천로,107,0.617,0.617,37696.5,23258.7405
571542608,분당수서간고속화도로,102,0.381,0.381,61035.0,23254.335
571558089,제2경인고속도로,101,0.702,0.702,33108.0,23241.816
572603840,수도권제1순환고속도로,101,0.266,0.266,86839.0,23099.174
571246434,평택화성고속도로,101,0.441,0.441,52230.0,23033.43
477348588,평택시흥고속도로,101,0.626,0.626,36752.0,23006.752
478357010,수도권제2순환고속도로(봉담동탄,101,0.446,0.446,51543.0,22988.178
571777697,올림픽대로,102,0.26,0.26,88350.0,22971.0
572666484,수도권제1순환고속도로,101,0.242,0.242,94756.0,22930.952
571391215,경부고속도로,101,0.259,0.259,88462.0,22911.658
478151002,서해안고속도로,101,0.422,0.422,54172.0,22860.584
571540573,분당수서간고속화도로,102,0.397,0.397,57478.0,22818.766
571246426,평택화성고속도로,101,0.453,0.453,50293.0,22782.729
571717390,올림픽대로,108,0.926,0.926,24552.0,22735.152
478356115,수도권제2순환고속도로(봉담동탄,101,0.833,0.833,27174.0,22635.942
572758033,수도권제1순환고속도로,101,0.297,0.297,75809.0,22515.273
572660482,성장간선로,107,0.769,0.769,29235.0,22481.715
571547811,용인서울고속도로,101,0.767,0.767,29228.0,22417.876
477310021,서해안고속도로,101,0.393,0.393,56967.0,22388.031
478150996,서해안고속도로,101,0.423,0.423,52744.0,22310.712
478356066,서해안고속도로,101,0.374,0.374,59635.0,22303.49
477310028,서해안고속도로,101,0.394,0.394,56154.0,22124.676
571246438,평택화성고속도로,101,0.438,0.438,50303.0,22032.714
571548136,용인서울고속도로,101,0.616,0.616,35644.0,21956.704
478361632,삼천병마로,107,1.46,1.46,15031.0,21945.26
571551086,경부고속도로,101,0.309,0.309,70409.0,21756.381
478356064,서해안고속도로,101,0.374,0.374,58103.0,21730.522
571371267,용구대로,105,0.669,0.669,32356.5,21646.4985
478362273,봉영로,103,0.775,0.775,27874.0,21602.35
477248953,평택시흥고속도로,101,0.692,0.692,31148.0,21554.416
477248955,평택시흥고속도로,101,0.69,0.69,31192.0,21522.48
571501714,수도권제1순환고속도로,108,0.839,0.839,25615.0,21490.985
478249490,포승향남로,103,1.574,1.574,13612.0,21425.288
572769238,,107,0.78,0.78,27354.0,21336.12
572355202,화성광주고속도로,101,0.886,0.886,24048.0,21306.528
571341187,경기대로,103,0.769,0.769,27604.5,21227.8605
571606528,분당수서간고속화도로,102,0.396,0.396,53592.0,21222.432
572781625,미사대로,107,0.777,0.777,27292.0,21205.884
572756902,올림픽대로,102,0.27,0.27,78499.0,21194.73
572783242,미사대로,107,0.541,0.541,39129.0,21168.789
571350251,동탄원천로,107,0.746,0.746,28352.0,21150.592
571387058,화성광주고속도로,101,0.888,0.888,23815.0,21147.72
572755867,미사대로,107,0.718,0.718,29226.0,20984.268
572649564,경충대로,107,0.626,0.626,33289.0,20838.914
571377307,봉영로,103,0.546,0.546,38147.0,20828.262
571540571,분당수서간고속화도로,102,0.4,0.4,51948.0,20779.2
478343815,서해로,103,0.651,0.651,31709.0,20642.559
571643587,수도권제1순환고속도로,108,0.559,0.559,36905.0,20629.895
571387648,봉영로,103,0.544,0.544,37914.0,20625.216
573640118,태허정로,103,2.115,2.115,9747.5,20615.9625
478200501,서해안고속도로,101,0.403,0.403,50830.0,20484.49
572769541,천호대로,103,0.657,0.657,31128.0,20451.096
478354232,과천봉담도시고속화도로,102,0.572,0.572,35725.0,20434.7
572748310,서하남로,107,1.275,1.275,15914.5,20290.9875
571351960,봉영로,103,0.624,0.624,32410.0,20223.84
477352237,화성로,106,0.975,0.975,20647.5,20131.3125
571347376,동탄원천로,107,0.579,0.579,34643.5,20058.5865
571731047,강동대로,104,0.703,0.703,28525.0,20053.075
572742826,수도권제1순환고속도로,108,0.628,0.628,31892.0,20028.176
571387644,봉영로,103,0.622,0.622,32138.0,19989.836
571376567,경기대로,103,0.5,0.5,39969.0,19984.5
572781562,조정대로,107,0.844,0.844,23649.0,19959.756
2024001988,세종포천고속도로,101,8.398,8.398,2376.0,19953.648
478252132,포승향남로,103,1.245,1.245,15984.5,19900.7025
477342363,화성로,106,1.201,1.201,16530.0,19852.53
477356699,봉담송산고속도로,101,1.441,1.441,13768.0,19839.688
571347380,동탄원천로,107,0.642,0.642,30875.5,19822.071
571555126,,107,0.555,0.555,35639.0,19779.645
572350147,,105,0.581,0.581,33996.0,19751.676
478450853,서해로,103,0.691,0.691,28536.5,19718.7215
571368260,서부로,107,0.705,0.705,27822.5,19614.8625
478344718,오산화성고속도로,101,1.061,1.061,18290.0,19405.69
571542060,대왕판교로,105,0.548,0.548,35285.5,19336.454
478353132,서부로,107,0.606,0.606,31900.5,19331.703
477356673,봉담송산고속도로,101,1.089,1.089,17743.0,19322.127
478360629,봉담송산고속도로,101,1.053,1.053,18348.0,19320.444
571542707,경부고속도로,101,0.444,0.444,43456.0,19294.464
478344714,수도권제2순환고속도로(봉담동탄,108,0.661,0.661,29152.0,19269.472
571549950,안양판교로,105,0.505,0.505,38091.5,19236.2075
571510406,분당수서간고속화도로,102,0.292,0.292,65526.0,19133.592
478252272,,107,1.272,1.272,15004.5,19085.724
571651703,탄천동로,104,1.731,1.731,10976.0,18999.456
571611991,분당내곡간고속화도로,102,0.689,0.689,27478.0,18932.342
572544887,서현로,105,0.526,0.526,35871.5,18868.409
572350139,,105,0.549,0.549,34181.5,18765.6435
572668734,수도권제1순환고속도로,108,0.747,0.747,25114.0,18760.158
478359713,수도권제2순환고속도로(봉담동탄,101,0.363,0.363,51544.0,18710.472
571368162,서부로,107,0.726,0.726,25749.5,18694.137
572350149,,105,0.606,0.606,30762.0,18641.772
