link_id,road_name,road_rank,length_km,accident_cnt,epdo_total,epdo_avg,ALL_AADT_total,exposure,epdo_rate,epdo_rank,accident_uids
571541963,,107,0.039,2,77.0,38.5,3286.5,128.1735,600748.2046,47,1022|1457
572767212,미사강변동로78번길,107,0.066,2,397.0,198.5,10028.5,661.881,599805.7053,48,6137|6152
572646874,시민로,107,0.05,4,154.0,38.5,5149.0,257.45,598174.4028,49,1746|1825|2419|3149
571648579,송파대로27길,104,0.144,2,460.0,230.0,5367.5,772.92,595145.6813,50,5145|5474
571682398,대왕판교로,105,0.019,1,69.0,69.0,6104.0,115.976,594950.6795,51,1699
477141201,조암남로,107,0.06,2,77.0,38.5,2173.0,130.38,590581.3775,52,9064|9991
572672205,성남대로,107,0.019,2,77.0,38.5,6993.0,132.867,579526.8953,53,2922|2930
571344676,병점동로,107,0.023,1,69.0,69.0,5271.0,121.233,569151.9636,54,8055
571390071,태안로,107,0.021,1,69.0,69.0,5810.0,122.01,565527.4158,55,7373
571346907,동탄공원로1길,107,0.045,2,138.0,69.0,5425.0,244.125,565284.1782,56,9718|10028
572671926,성남대로,103,0.021,1,69.0,69.0,5854.0,122.934,561276.7827,57,2885
572780515,,107,0.062,4,213.0,53.25,6163.0,382.106,557436.9416,58,6095|6535|6680|6788
477342104,,107,0.037,1,69.0,69.0,3394.0,125.578,549459.3002,59,8733
572642975,,104,0.027,4,93.0,23.25,6378.0,172.206,540050.8693,60,3643|4074|4994|5677
571357142,10용사로,107,0.012,1,69.0,69.0,10769.0,129.228,533940.013,61,9616
572782528,하남대로,103,0.022,2,77.0,38.5,6618.0,145.596,528860.683,62,6298|7008
571343780,용주로,107,0.037,3,85.0,28.3333,4398.5,162.7445,522291.0759,63,8210|9431|9700
572767824,대청로59번길,107,0.017,1,69.0,69.0,7813.5,132.8295,519462.9205,64,6974
571361650,,107,0.02,2,77.0,38.5,7649.5,152.99,503300.8693,65,8527|10687
571732118,올림픽로35다길,104,0.082,1,391.0,391.0,9600.0,787.2,496697.1545,66,3555
571716308,,104,0.021,2,77.0,38.5,7407.0,155.547,495027.2265,67,5167|5734
571385278,10용사로,107,0.03,1,69.0,69.0,4667.0,140.01,492821.9413,68,10294
572672206,광명로,107,0.022,3,85.0,28.3333,7921.0,174.262,487771.2869,69,2601|2715|3256
571365076,,107,0.028,1,69.0,69.0,5076.0,142.128,485477.8791,70,8470
572781799,대청로,107,0.017,1,69.0,69.0,8484.5,144.2365,478380.9923,71,6409
571682350,대왕판교로,105,0.024,1,69.0,69.0,6044.0,145.056,475678.3587,72,1890
571370599,,107,0.031,5,223.0,44.6,15125.5,468.8905,475590.7829,73,8093|8624|8701|9591|9898
477343054,역골중앙로,107,0.048,1,69.0,69.0,3120.0,149.76,460737.1795,74,8817
571766781,,104,0.015,1,8.0,8.0,1158.0,17.37,460564.1911,75,5429
572648276,산성대로,107,0.027,2,77.0,38.5,6215.0,167.805,458865.9456,76,2571|2599
572672328,둔촌대로,107,0.026,3,71.0,23.6667,6136.0,159.536,445040.6178,77,3033|3147|3388
571355858,경기대로,107,0.005,2,16.0,8.0,7245.5,36.2275,441653.4401,78,9899|10049
571361632,,107,0.027,2,77.0,38.5,6505.0,175.635,438409.2009,79,8247|10297
572782166,마천로,104,0.018,1,69.0,69.0,8838.5,159.093,433708.5855,80,4456
572543496,분당로,107,0.091,2,399.0,199.5,10135.0,922.285,432621.1529,81,67|1435
571652393,새말로,104,0.008,3,85.0,28.3333,24901.5,199.212,426681.1236,82,5023|5649|5753
572672100,새말로,104,0.024,2,70.0,35.0,6846.0,164.304,426039.5365,83,3969|5575
571754402,오금로,104,0.172,1,391.0,391.0,5367.0,923.124,423561.7317,84,5959
571345642,병점3로,107,0.143,1,391.0,391.0,6523.5,932.8605,419140.9112,85,10009
571649761,송파대로30길,104,0.037,1,69.0,69.0,4557.5,168.6275,409185.9276,86,3541
571544656,구미로9번길,107,0.2,1,391.0,391.0,4793.0,958.6,407886.5011,87,1562
476240702,제부로,107,0.05,1,69.0,69.0,3386.0,169.3,407560.5434,88,10368
571741590,올림픽로37길,104,0.03,2,77.0,38.5,6311.0,189.33,406697.301,89,4383|5118
478344306,동화역말길,107,0.019,1,69.0,69.0,9133.5,173.5365,397610.8773,90,9017
572669751,,107,0.013,5,34.0,6.8,6599.5,85.7935,396300.419,91,2651|2791|2904|2957|3457
572763876,아리수로,107,0.026,6,168.0,28.0,16373.0,425.698,394645.9697,92,6204|6407|6572|6956|6995|7118
477341032,남양시장로,103,0.079,1,69.0,69.0,2241.5,177.0785,389657.6942,93,10387
477351463,마도공단로1길,107,0.022,1,69.0,69.0,8074.0,177.628,388452.271,94,10762
478346626,,107,0.053,2,70.0,35.0,3449.5,182.8235,382882.9445,95,7445|10008
572662617,둔촌대로,107,0.023,3,85.0,28.3333,9673.5,222.4905,382038.7837,96,2958|3108|3391
572610972,광명로,107,0.022,4,93.0,23.25,11207.0,246.554,377199.3154,97,2834|2899|2931|3335
571347799,동탄공원로2길,107,0.038,1,69.0,69.0,4832.0,183.616,375784.2454,98,9543
571682234,문정로,104,0.023,2,70.0,35.0,8125.5,186.8865,374558.89,99,3557|4608
572662627,,107,0.029,1,69.0,69.0,6511.0,188.819,365429.3265,100,3250
572672103,,104,0.031,2,77.0,38.5,6855.5,212.5205,362317.9881,101,3595|5886
571555708,,107,0.162,1,391.0,391.0,6668.0,1080.216,361964.6441,102,1089
572655880,산성대로,107,0.036,2,138.0,69.0,10626.0,382.536,360750.3608,103,2144|2838
572646897,산성대로,107,0.007,1,69.0,69.0,27443.0,192.101,359186.0532,104,2873
572610459,오금로36길,104,0.059,3,146.0,48.6667,6926.5,408.6635,357262.1484,105,5200|5382|5938
478353648,봉영로,107,0.088,2,77.0,38.5,2486.0,218.768,351971.0378,106,8001|8866
478347880,화성로2239번길,107,0.17,1,69.0,69.0,1163.0,197.71,348996.0042,107,8546
572611422,산성대로372번길,107,0.018,1,69.0,69.0,11086.5,199.557,345765.8714,108,3476
571370640,,107,0.05,2,77.0,38.5,4463.5,223.175,345020.7236,109,7741|8765
572610123,양산로,104,0.105,9,577.0,64.1111,16152.5,1696.0125,340209.7567,110,3509|3556|3801|3967|4389|4679|4747|4819|5268
571744818,백제고분로,104,0.018,4,93.0,23.25,15199.5,273.591,339923.4624,111,4292|5157|5965|5969
2024000532,,107,0.109,3,146.0,48.6667,3981.5,433.9835,336418.3201,112,7142|9165|10393
571654220,중대로,104,0.009,1,69.0,69.0,22950.0,206.55,334059.5497,113,5828
572764998,미사강변남로,107,0.039,4,215.0,53.75,16507.0,643.773,333968.6504,114,6074|6160|6468|6469
571665596,법원로9길,104,0.047,1,69.0,69.0,4404.0,206.988,333352.6581,115,5027
572350207,,107,0.053,3,85.0,28.3333,4820.5,255.4865,332698.5966,116,7538|7977|9956
571344658,병점1로,107,0.021,1,69.0,69.0,9901.5,207.9315,331840.0531,117,10797
478256167,,107,0.556,1,391.0,391.0,2123.0,1180.388,331247.0137,118,10141
477352164,남양로,103,0.036,2,138.0,69.0,11623.0,418.428,329805.8447,119,7862|8076
477343316,절골로,107,0.035,1,69.0,69.0,5996.5,209.8775,328763.2071,120,10680
571383596,금곡로,107,0.039,1,69.0,69.0,5395.5,210.4245,327908.5848,121,7412
571348332,,107,0.045,1,69.0,69.0,4713.0,212.085,325341.2547,122,8142
478254518,향남로,103,0.024,1,69.0,69.0,8862.0,212.688,324418.8671,123,8346
478149492,용소금각로,107,0.085,1,69.0,69.0,2534.0,215.39,320349.1341,124,7950
571372131,동탄대로시범길,107,0.045,2,75.0,37.5,5221.5,234.9675,319193.0799,125,9880|10715
572650991,충민로,104,0.027,1,69.0,69.0,8014.5,216.3915,318866.4989,126,4457
572765894,미사강변대로226번길,107,0.059,2,138.0,69.0,7349.5,433.6205,318250.6362,127,6716|6903
571682252,대왕판교로,105,0.015,1,69.0,69.0,14639.0,219.585,314229.114,128,1751
572774440,,107,0.028,1,69.0,69.0,7847.5,219.73,314021.754,129,6755
572659258,희망로,107,0.018,1,69.0,69.0,12263.5,220.743,312580.6934,130,3282
478243282,,107,0.036,2,77.0,38.5,6881.0,247.716,310839.8327,131,7161|8058
572646410,,104,0.039,1,69.0,69.0,5732.5,223.5675,308631.6213,132,5636
477351819,,107,0.068,1,69.0,69.0,3295.5,224.094,307906.5035,133,9921
571700047,올림픽로8길,104,0.041,2,70.0,35.0,5569.0,228.329,306575.1613,134,3827|4050
571365064,,107,0.034,1,69.0,69.0,6647.0,225.998,305312.4364,135,7460
572651578,,107,0.058,1,69.0,69.0,3901.5,226.287,304922.5099,136,3318
478248460,,107,0.034,1,8.0,8.0,772.0,26.248,304785.1265,137,10396
572653344,공원로,107,0.017,1,69.0,69.0,13378.0,227.426,303395.3901,138,3280
572765052,,107,0.042,1,69.0,69.0,5419.5,227.619,303138.1387,139,6369
572766466,,107,0.072,3,146.0,48.6667,6784.5,488.484,298883.8938,140,6666|6714|6938
572611258,하남대로,103,0.022,1,69.0,69.0,10520.5,231.451,298119.2563,141,6525
477245812,,107,0.04,1,69.0,69.0,5830.0,233.2,295883.3619,142,7650
571714938,백제고분로9길,104,0.042,2,77.0,38.5,6264.0,263.088,292677.7352,143,4043|4390
572762694,덕산로,107,0.019,1,69.0,69.0,12468.0,236.892,291271.972,144,7050
477357780,,107,0.119,1,69.0,69.0,1996.0,237.524,290496.9603,145,9496
571554770,,107,0.04,3,78.0,26.0,6760.0,270.4,288461.5385,146,215|1342|1577
571500555,장미로,107,0.019,1,69.0,69.0,12624.0,239.856,287672.6036,147,409
571254797,동탄순환대로,107,0.041,4,154.0,38.5,13149.5,539.1295,285645.6566,148,7144|7593|8713|9585
571501271,구미로173번길,107,0.017,1,69.0,69.0,14215.5,241.6635,285520.9827,149,706
572668218,광명로,107,0.091,5,162.0,32.4,6247.5,568.5225,284949.1445,150,3008|3130|3137|3187|3384
571370785,,107,0.045,1,69.0,69.0,5411.0,243.495,283373.3752,151,7579
477241750,버들로,106,1.087,1,391.0,391.0,1275.0,1385.925,282122.0485,152,10763
571343674,효행로1039번길,107,0.048,2,77.0,38.5,5724.5,274.776,280228.2587,153,7908|8642
476240226,매화2길,107,0.155,1,69.0,69.0,1599.0,247.845,278399.8063,154,8277
572763872,아리수로,107,0.028,3,146.0,48.6667,18777.5,525.77,277687.9624,155,6169|6808|7073
571370795,,107,0.046,1,69.0,69.0,5414.0,249.044,277059.4754,156,7394
572655556,공원로,107,0.083,3,407.0,135.6667,17715.5,1470.3865,276797.9711,157,2125|2223|2348
571367930,,107,0.042,1,69.0,69.0,5998.0,251.916,273900.8241,158,9222
571642282,,104,0.04,1,69.0,69.0,6303.0,252.12,273679.2004,159,4983
572659462,동남로13길,104,0.09,3,139.0,46.3333,5647.0,508.23,273498.2193,160,4290|5335|5909
571556594,안양판교로,105,0.008,1,69.0,69.0,31647.5,253.18,272533.3755,161,1560
572673001,,107,0.012,1,69.0,69.0,21117.0,253.404,272292.4658,162,2468
571700554,삼전로,104,0.056,2,77.0,38.5,5061.0,283.416,271685.4377,163,5264|5711
571546099,,107,0.046,2,77.0,38.5,6166.0,283.636,271474.707,164,728|913
572672360,성남대로,107,0.034,3,83.0,27.6667,9044.0,307.496,269922.2104,165,1807|2140|2470
571652059,,104,0.101,3,146.0,48.6667,5386.0,543.986,268389.26,166,3658|5133|5781
571362712,동탄광역환승로,107,0.039,2,77.0,38.5,7360.0,287.04,268255.2954,167,8201|9378
478354064,와우로,107,0.027,1,69.0,69.0,9582.0,258.714,266703.7733,168,8019
572541905,벌말로49번길,107,0.049,1,69.0,69.0,5316.5,260.5085,264866.5974,169,440
571345654,병점3로,107,0.037,2,77.0,38.5,7867.5,291.0975,264516.1844,170,7466|8081
572755381,,107,0.031,2,77.0,38.5,9408.5,291.6635,264002.8663,171,6969|7124
478243222,향남로,107,0.029,1,69.0,69.0,9030.5,261.8845,263474.9288,172,10153
571554786,안양판교로,105,0.024,1,69.0,69.0,10938.0,262.512,262845.1271,173,540
571364694,동탄원천로,107,0.048,1,69.0,69.0,5473.0,262.704,262653.0239,174,8986
478249720,향남로,103,0.037,2,77.0,38.5,7938.5,293.7245,262150.4165,175,8332|10256
478240539,서해로,106,0.026,1,69.0,69.0,10129.0,263.354,262004.7541,176,9127
571704415,가락로,104,0.233,3,466.0,155.3333,7634.5,1778.8385,261968.6947,177,3949|4112|4324
571344780,병점로,107,0.045,2,77.0,38.5,6583.0,296.235,259928.7728,178,9116|10084
571367992,효행로,107,0.052,1,69.0,69.0,5126.0,266.552,258861.3104,179,9262
477352530,남양로,103,0.155,2,399.0,199.5,10009.5,1551.4725,257175.0386,180,7131|8267
571371251,동탄신리천로,107,0.026,3,85.0,28.3333,12725.0,330.85,256914.0094,181,7859|8023|10398
572646883,원터로,107,0.037,1,69.0,69.0,7266.0,268.842,256656.326,182,3112
572500756,양현로94번길,107,0.032,1,69.0,69.0,8402.0,268.864,256635.3249,183,349
572642611,하남대로,103,0.028,1,69.0,69.0,9692.0,271.376,254259.7724,184,7093
572774977,미사강변서로,107,0.029,1,69.0,69.0,9394.5,272.4405,253266.3095,185,6328
571663963,정의로,104,0.034,2,77.0,38.5,8955.0,304.47,252898.4793,186,5568|5709
571540532,성남대로43번길,107,0.03,1,69.0,69.0,9113.5,273.405,252372.8535,187,1650
572643973,은이로,107,0.048,1,69.0,69.0,5709.0,274.032,251795.4108,188,2592
2024000148,태안로,107,0.038,1,69.0,69.0,7215.0,274.17,251668.6727,189,8285
572646415,양산로,104,0.1,3,407.0,135.6667,16192.5,1619.25,251350.9341,190,4128|4200|5647
478346642,최루백로,107,0.038,1,69.0,69.0,7225.0,274.55,251320.3424,191,10549
571677056,여수대로56번길,107,0.05,2,77.0,38.5,6128.5,306.425,251284.98,192,1774|2192
572650744,마지로,107,0.23,1,391.0,391.0,6786.0,1560.78,250515.7678,193,3154
571343853,독산성로,107,0.007,1,8.0,8.0,4571.5,32.0005,249996.0938,194,10328
571541945,,107,0.034,1,69.0,69.0,8131.0,276.454,249589.4435,195,1013
477140992,화곡로,107,0.033,4,32.0,8.0,3918.5,129.3105,247466.3697,196,9083|9371|10289|10307
571541741,이매로,107,0.039,1,69.0,69.0,7165.5,279.4545,246909.6042,197,451
571500426,구미로130번길,107,0.058,1,69.0,69.0,4867.5,282.315,244407.8423,198,1581
572603519,수정로,107,0.034,5,94.0,18.8,11355.5,386.087,243468.4411,199,1669|2047|2055|2269|2399
571380311,병점노을1로,107,0.039,1,69.0,69.0,7272.0,283.608,243293.5601,200,7641
478242247,칼바위길83번길,107,0.051,1,8.0,8.0,646.5,32.9715,242633.7898,201,8603
571649751,삼전로,104,0.103,2,138.0,69.0,5559.0,572.577,241015.6189,202,4569|4593
572549900,성남대로,107,0.006,1,8.0,8.0,5543.0,33.258,240543.6286,203,1273
572766404,,107,0.048,2,77.0,38.5,6674.0,320.352,240360.6033,204,6119|6648
571540086,내정로107번길,107,0.047,1,69.0,69.0,6118.5,287.5695,239941.9966,205,1194
571379031,동탄지성로,107,0.031,1,69.0,69.0,9317.0,288.827,238897.333,206,8742
571557224,판교로,107,0.045,1,69.0,69.0,6435.0,289.575,238280.2383,207,27
571711008,백제고분로,104,0.036,2,138.0,69.0,16120.5,580.338,237792.4589,208,4722|5822
572540462,분당로,107,0.036,4,93.0,23.25,10874.5,391.482,237558.815,209,515|574|1081|1463
571668395,탄천대교로,107,0.039,1,69.0,69.0,7448.5,290.4915,237528.4647,210,2318
572666125,감일백제로,107,0.042,1,69.0,69.0,6941.0,291.522,236688.8262,211,7002
572667253,,107,0.01,1,8.0,8.0,3389.5,33.895,236023.0122,212,2920
572767964,,107,0.038,1,69.0,69.0,7693.5,292.353,236016.0491,213,7013
572647458,복정로,107,0.053,1,69.0,69.0,5516.5,292.3745,235998.6935,214,2198
571341867,경기대로,105,0.026,4,72.0,18.0,11847.0,308.022,233749.5374,215,7422|9174|9847|10107
571658609,송파대로,104,0.028,3,85.0,28.3333,13007.0,364.196,233390.8115,216,3942|4539|5440
477140999,포승향남로,103,0.029,1,69.0,69.0,10196.0,295.684,233357.2327,217,10521
571665529,백제고분로,104,0.16,11,647.0,58.8182,17370.0,2779.2,232800.806,218,3518|3558|3621|3842|4189|4567|4604|4786|5747|5770|5911
572672402,성남대로,103,0.012,1,69.0,69.0,24743.0,296.916,232388.9585,219,1913
571255285,동탄대로1길,107,0.074,1,69.0,69.0,4038.0,298.812,230914.4211,220,7505
572611357,제일로74번길,107,0.112,2,138.0,69.0,5365.0,600.88,229663.1607,221,2927|3065
572752037,,107,0.009,2,16.0,8.0,7749.5,69.7455,229405.4814,222,6185|6748
477357892,현대기아로,107,0.053,3,85.0,28.3333,7018.0,371.954,228522.8819,223,7722|8880|9370
572765156,미사강변남로,107,0.023,3,85.0,28.3333,16194.0,372.462,228211.2001,224,6032|6758|6797
571650584,중대로9길,104,0.103,4,154.0,38.5,6597.0,679.491,226640.2351,225,3909|3950|4054|4345
572754836,덕풍북로,107,0.04,2,77.0,38.5,8502.5,340.1,226403.9988,226,6026|6843
572765904,미사강변대로226번안길,107,0.044,1,69.0,69.0,6937.5,305.25,226044.226,227,6920
478255945,발안양감로,103,0.027,1,69.0,69.0,11357.0,306.639,225020.3007,228,10144
571358948,,107,0.042,1,69.0,69.0,7382.0,310.044,222549.0576,229,10417
921367042,동탄순환대로28길,107,0.111,3,144.0,48.0,5843.0,648.573,222025.8938,230,7802|8737|9801
571375379,동탄신리천로,107,0.039,4,93.0,23.25,10783.0,420.537,221145.8207,231,8378|8736|10561|10748
571647112,양재대로,104,0.037,1,69.0,69.0,8441.0,312.317,220929.3762,232,4283
476345138,마도북로,107,0.018,2,16.0,8.0,4046.5,72.837,219668.575,233,8521|10210
571558795,,107,0.027,2,77.0,38.5,13068.0,352.836,218231.6997,234,1091|1547
572644164,제일로,107,0.254,11,316.0,28.7273,5708.0,1449.832,217956.2873,235,1702|1705|1771|1794|1885|1946|1968|2052|2073|2344|2350
571370653,,107,0.061,1,69.0,69.0,5236.5,319.4265,216012.1342,236,9833
2024000525,,107,0.08,1,69.0,69.0,4008.0,320.64,215194.6108,237,7827
572655808,희망로490번길,107,0.059,1,69.0,69.0,5464.5,322.4055,214016.2001,238,1734
477342974,역골로,107,0.067,1,69.0,69.0,4872.5,326.4575,211359.8248,239,9334
572648262,시민로,107,0.046,1,69.0,69.0,7098.0,326.508,211327.1344,240,2983
571649924,청계산로,107,0.044,2,77.0,38.5,8288.5,364.694,211135.9112,241,1857|2256
477348420,남양로,107,0.128,1,391.0,391.0,14496.0,1855.488,210726.2348,242,7507
478353172,삼천병마로,107,0.019,1,69.0,69.0,17240.0,327.56,210648.4308,243,10633
477142658,고온리안길,107,0.331,1,69.0,69.0,995.0,329.345,209506.7482,244,9658
571353986,동탄지성로,107,0.074,1,69.0,69.0,4453.0,329.522,209394.2134,245,7368
571351160,동탄중앙로,107,0.037,2,77.0,38.5,9971.5,368.9455,208702.9114,246,7280|10437
572672470,,103,0.036,1,69.0,69.0,9217.0,331.812,207949.0796,247,2722
571552313,,107,0.068,1,69.0,69.0,4887.0,332.316,207633.698,248,1282
572541017,성남대로916번길,107,0.07,3,83.0,27.6667,5722.0,400.54,207220.2527,249,88|1314|1475
477140506,포승장안로,106,0.157,1,69.0,69.0,2121.5,333.0755,207160.2384,250,9515
571510417,분당수서간고속화도로,108,0.048,3,85.0,28.3333,8562.0,410.976,206824.7294,251,21|1096|1099
478243470,행정서로,107,0.078,3,85.0,28.3333,5276.0,411.528,206547.3066,252,7353|9277|9924
571345999,병점중앙로,107,0.047,1,69.0,69.0,7131.5,335.1805,205859.2311,253,8863
572775294,올림픽로,104,0.044,5,155.0,31.0,17145.5,754.402,205460.749,254,3628|3928|4549|5117|5424
571704551,백제고분로,104,0.127,3,407.0,135.6667,15660.5,1988.8835,204637.426,255,4956|5922|5927
571349479,큰재봉길,107,0.057,1,69.0,69.0,5981.5,340.9455,202378.386,256,9539
572663114,성남대로1416번길,107,0.052,1,69.0,69.0,6565.0,341.38,202120.8038,257,2134
571709889,백제고분로19길,104,0.058,10,73.0,7.3,6243.5,362.123,201588.9629,258,3604|3710|4187|4413|5048|5064|5166|5467|5597|5779
571358936,,107,0.049,1,69.0,69.0,6990.0,342.51,201453.9721,259,10756
571655418,중대로,104,0.046,4,215.0,53.75,23351.0,1074.146,200159.01,260,3840|4205|4816|5811
572541860,,107,0.064,1,69.0,69.0,5391.5,345.056,199967.5415,261,1599
572755817,신평로,107,0.026,1,69.0,69.0,13319.0,346.294,199252.6581,262,6498
477245808,현대기아로,107,0.046,1,69.0,69.0,7546.5,347.139,198767.6406,263,8535
572672326,둔촌대로,107,0.034,3,85.0,28.3333,12619.0,429.046,198113.9551,264,2880|2997|3389
572662077,,104,0.032,2,77.0,38.5,12154.5,388.944,197971.9445,265,4470|4494
476344074,사강로,107,0.052,1,69.0,69.0,6703.0,348.556,197959.5818,266,7494
571347197,동탄원천로,107,0.045,1,69.0,69.0,7752.0,348.84,197798.4176,267,9034
572660576,,107,0.077,1,69.0,69.0,4544.0,349.888,197205.9631,268,2577
572661839,,104,0.109,2,77.0,38.5,3590.0,391.31,196774.9355,269,4361|5204
476345456,전곡항로,106,0.036,1,69.0,69.0,9768.5,351.666,196208.9028,270,9545
571376573,동탄대로8길,107,0.083,1,69.0,69.0,4237.0,351.671,196206.1131,271,10309
571550051,대왕판교로,105,0.042,2,138.0,69.0,16764.0,704.088,195998.2275,272,882|1462
571771824,도곡로,104,0.017,1,69.0,69.0,20709.0,352.053,195993.2169,273,5390
572602397,오금로,104,0.036,2,138.0,69.0,19580.5,704.898,195773.0055,274,4935|5435
571774374,올림픽로,104,0.035,2,77.0,38.5,11260.0,394.1,195381.8828,275,4313|4321
571679710,,104,0.063,2,70.0,35.0,5757.5,362.7225,192984.9954,276,3973|5426
478241522,제약공단4길,107,0.207,1,69.0,69.0,1728.5,357.7995,192845.4344,277,10025
571500548,미금로,107,0.022,2,77.0,38.5,18165.0,399.63,192678.2274,278,34|322
571704046,올림픽로12길,104,0.061,3,83.0,27.6667,7090.0,432.49,191911.9517,279,4821|5225|5858
478361537,삼천병마로,107,0.043,1,69.0,69.0,8429.0,362.447,190372.6614,280,7416
571679931,양재대로,104,0.032,5,223.0,44.6,36639.0,1172.448,190200.333,281,3708|3924|4254|5187|5245
478251682,평3길,107,0.102,3,75.0,25.0,3874.0,395.148,189802.3019,282,7954|9318|10246
571542172,정자로,107,0.043,1,69.0,69.0,8481.5,364.7045,189194.2655,283,487
571760255,석촌호수로,104,0.058,6,168.0,28.0,15339.5,889.691,188829.6049,284,3697|3929|4455|4469|5024|5453
478241307,발안남로,107,0.147,1,69.0,69.0,2493.5,366.5445,188244.5378,285,9911
477144242,버들로191번길,107,0.377,1,69.0,69.0,979.0,369.083,186949.8189,286,8293
571668598,탄천동로,104,0.041,3,85.0,28.3333,11096.0,454.936,186839.4675,287,3868|4790|5806
571540385,성남대로43번길,107,0.046,2,77.0,38.5,8981.5,413.149,186373.4391,288,245|867
572662739,위례광장로2길,104,0.05,3,85.0,28.3333,9168.0,458.4,185427.5742,289,4322|5092|5950
571376757,동탄기흥로,106,0.032,1,69.0,69.0,11680.5,373.776,184602.5427,290,9385
571742190,,104,0.043,2,77.0,38.5,9727.5,418.2825,184086.114,291,4647|5845
