v_link_id,FRIN_CG,outlier_flag
57174281201,100.0,False
47824853001,7.49,False
57276774301,39.02,False
57266904301,71.74,False
47724700002,18.43,False
47634398001,97.58,False
57278255701,6.14,False
57168213401,69.8,False
47825099002,99.43,False
57155551201,48.18,False
57154120301,65.41,False
57134918401,25.84,False
47734059802,31.07,False
57136659801,64.65,False
47834488801,93.78,False
57154851802,91.23,False
57154197401,90.05,False
47834909801,0.44,False
47734163802,94.72,False
57137656001,92.12,False
57276718301,67.56,False
47824070402,98.84,False
57166467502,76.99,False
57135418801,44.44,False
47735185902,81.28,False
47824081301,83.37,False
57166446601,1.04,False
57275340702,89.77,False
57150103102,27.01,False
202400230701,24.06,False
47734197202,50.42,False
57154255102,54.64,False
47714603401,30.41,False
57136470002,4.58,False
57135005502,74.72,False
57264765701,72.74,False
57167908501,33.47,False
57134777001,73.08,False
47624208001,12.12,False
57136631402,95.84,False
47834489402,99.22,False
57278298201,99.68,False
57154456801,42.69,False
57177181601,93.75,False
57267334101,98.82,False
57271044501,20.43,False
57154442702,36.02,False
57254365601,0.62,False
57172873401,46.26,False
57166355601,84.26,False
47835611101,39.91,False
47836092701,7.13,False
47634546001,25.13,False
47835068001,52.62,False
57277258002,82.1,False
57276030001,87.84,False
47836101001,16.11,False
57276703901,47.77,False
57177272602,25.29,False
57137815401,84.73,False
47834398101,77.41,False
57136088201,20.42,False
57165460401,12.92,False
57156573701,68.2,False
47724066101,64.15,False
47825357902,88.24,False
57276876101,59.77,False
57136891002,6.13,False
57266875402,2.83,False
57125210002,55.5,False
47835466901,56.9,False
57172999401,39.11,False
57135196001,63.79,False
92831007802,97.86,False
57165236601,23.21,False
57176374001,76.17,False
57265472401,91.02,False
47825577102,0.78,False
202300034802,86.24,False
57277247102,24.16,False
47735054202,52.64,False
47735222902,31.94,False
47710021401,99.05,False
47745732502,82.22,False
47724287801,37.07,False
57266211302,84.03,False
57274301101,64.53,False
57261125801,99.16,False
47825641201,3.93,False
57261102502,4.49,False
92734204801,60.51,False
57154339501,23.5,False
57136452201,54.7,False
57264595001,98.43,False
57250074901,55.3,False
57171360102,17.64,False
57276646601,97.7,False
57137068102,85.69,False
47745796201,27.64,False
47834410701,26.33,False
47724699401,44.36,False
57154354902,44.08,False
47824875402,91.3,False
47634408202,78.23,False
57154968602,82.75,False
57138970402,97.05,False
57254220101,52.99,False
47834197301,96.78,False
57267045702,97.59,False
57264941501,46.95,False
57254227301,80.54,False
47724596602,90.53,False
57276169802,52.28,False
47825588802,99.98,False
57137696901,74.21,False
57251018801,89.96,False
57254274601,46.06,False
57150068502,68.3,False
57255376801,89.71,False
47735185201,74.57,False
57137886201,80.86,False
57134794601,37.5,False
57135739201,88.12,False
57234993601,42.88,False
47644213301,2.45,False
47724035101,55.18,False
57161006802,60.88,False
57125537801,90.98,False
47834411302,52.39,False
57155170001,7.14,False
47824224702,75.26,False
57136660201,37.35,False
57134475501,94.21,False
47724605601,45.3,False
57274824401,72.87,False
57250117801,15.24,False
57135025101,72.64,False
47724208601,33.29,False
57264823701,84.25,False
57150076802,70.72,False
57135192801,8.91,False
57177340301,99.98,False
57266274001,28.84,False
57168205501,29.69,False
57235678401,39.68,False
57275441202,99.78,False
57125526702,63.36,False
47714956801,76.61,False
57137797801,90.73,False
57176461801,36.32,False
57264884502,73.03,False
57166099601,0.74,False
57250056602,68.97,False
57137082302,71.8,False
47836025301,90.58,False
47734348601,86.27,False
202400242202,21.96,False
47824326802,21.15,False
47735236701,40.57,False
57254540201,94.03,False
57221576802,9.93,False
57254455001,92.42,False
57266183902,62.54,False
57165474202,17.44,False
57134479101,74.96,False
47734143501,76.24,False
47724583801,11.36,False
57266042802,83.33,False
57155835002,78.34,False
47724821102,72.95,False
92136678401,41.98,False
57250112601,5.4,False
47834859201,24.36,False
57265503202,76.67,False
57134563002,54.16,False
202300177001,3.44,False
57155205801,70.6,False
47824051202,66.99,False
47714233402,93.48,False
57266645901,7.98,False
57156488201,87.69,False
47725311901,76.91,False
47724100102,5.81,False
57276665402,89.98,False
57250138302,93.97,False
57276726701,13.49,False
47634166401,84.41,False
57266053802,58.04,False
57134928401,98.32,False
47714953301,34.26,False
47834093602,86.78,False
47836395601,42.2,False
57125476701,21.66,False
57235634702,11.36,False
57234225401,21.35,False
57172634501,55.05,False
57278131601,4.95,False
57264654102,86.41,False
57276762902,86.44,False
47634539002,64.67,False
57137656101,84.15,False
57155754601,46.43,False
57250082001,50.13,False
57261010101,53.77,False
57267229501,99.54,False
57125352201,73.02,False
57265531002,61.81,False
57135005402,49.72,False
57135077302,88.6,False
57125360802,82.97,False
47714095601,45.39,False
47724066001,78.04,False
57134475602,84.94,False
47735284601,35.03,False
57266905501,0.36,False
57174369401,24.8,False
47724807402,99.74,False
57154984801,89.27,False
57260356702,66.19,False
57270375901,17.36,False
57137022801,31.22,False
47634117601,2.3,False
57278245701,86.33,False
47824925801,99.08,False
47835693201,74.92,False
92825211401,93.42,False
47834167901,99.09,False
57172099202,94.81,False
47824709401,65.98,False
47735277401,63.88,False
57261073502,77.54,False
47834584002,6.52,False
57265496601,86.04,False
47724101101,41.94,False
57175401602,88.59,False
47744514501,13.65,False
47824197001,83.05,False
57125467502,54.41,False
57154942802,54.13,False
57155149801,55.8,False
57134361002,86.73,False
47735175101,43.63,False
57264689601,50.54,False
57275028902,40.92,False
57277617201,95.0,False
47824632602,80.36,False
57255005202,64.66,False
57264297501,32.02,False
57278306001,25.48,False
57261012302,39.53,False
47634110401,29.03,False
47834645202,72.01,False
57264696801,66.71,False
57275443101,99.96,False
202300238501,95.24,False
47814395402,98.92,False
57255160402,92.0,False
47735171501,78.23,False
57136352201,88.0,False
57264321801,84.62,False
47714163501,14.84,False
57156096701,72.0,False
202400063901,3.69,False
57261150402,29.86,False
202400177001,98.71,False
47834213601,99.39,False
57151019401,62.59,False
57264044001,92.53,False
47520003601,87.95,False
57137161202,19.31,False
57137436601,30.07,False
57265689002,82.13,False
57136202402,76.73,False
202300245901,85.71,False
57154360401,56.49,False
57260300601,36.38,False
47835892301,95.85,False
57155595602,61.41,False
57277398101,96.17,False
57278297301,17.03,False
57166526202,88.26,False
57135191401,6.45,False
57250049902,95.95,False
47834350101,97.58,False
47830137202,84.43,False
47724750002,13.97,False
57177388901,13.26,False
57125476202,72.88,False
47825554701,74.69,False
57267221901,99.45,False
57166827202,61.55,False
57277916401,52.99,False
57161131402,9.33,False
57137268502,86.2,False
47724140401,42.73,False
57134965201,80.81,False
57261114202,13.65,False
47836238301,21.61,False
47835974401,8.97,False
57265639201,62.79,False
47820040001,15.26,False
57167087501,99.93,False
57134798602,91.26,False
47634084602,99.85,False
47815031202,99.95,False
47724032202,70.84,False
57138026601,98.24,False
47835130201,35.77,False
57137087801,20.78,False
47825377302,94.94,False
47734085002,14.88,False
57266102001,25.82,False
47834416202,79.12,False
47824323502,96.1,False
57266613101,36.82,False
47724052102,23.38,False
47824248101,74.88,False
47724600601,99.89,False
47836163402,13.33,False
47824864201,40.91,False
47735180301,86.84,False
57267268002,77.17,False
57150064501,30.69,False
57276517201,49.09,False
47835350001,99.92,False
47835389801,4.14,False
57264805501,1.25,False
57168216901,52.0,False
57125883002,5.6,False
47735105002,52.21,False
57177307901,22.21,False
57265839802,92.67,False
57135589201,98.48,False
57254398602,0.52,False
57265498602,97.32,False
47845575202,56.28,False
57137040801,9.65,False
47714147901,54.73,False
57166106202,67.47,False
47634556401,5.6,False
57265580401,69.8,False
57137131802,84.69,False
47834358101,19.83,False
57170457602,27.73,False
57134779402,89.34,False
57267094401,86.64,False
57267146601,85.48,False
57276633002,86.92,False
47835375502,66.28,False
57278272501,25.71,False
57172052302,61.41,False
57278289201,3.98,False
47834693001,95.55,False
57154983801,15.15,False
57155588601,99.37,False
47714238002,77.41,False
57234926401,62.31,False
57260338401,11.37,False
57275774001,65.54,False
57234944202,5.0,False
47714900502,96.77,False
57154341902,78.25,False
57135049801,62.1,False
57254059301,53.43,False
47734924802,99.6,False
57136625801,39.39,False
57125434901,90.24,False
47825015602,37.66,False
47835290001,77.05,False
57250120601,2.34,False
57255122201,49.18,False
57134888401,43.73,False
57260324302,51.88,False
57255305801,97.53,False
57166374401,15.23,False
57154097901,41.17,False
47836398302,70.1,False
57251006902,94.41,False
47825097801,87.02,False
47835836601,93.97,False
57155329001,63.16,False
57150032502,95.41,False
57168286501,99.17,False
47734922201,69.52,False
57276911101,39.45,False
57150128901,69.44,False
47834224501,5.02,False
57278207402,55.29,False
57278140602,92.82,False
57137132101,94.9,False
57254354902,92.59,False
57265522601,0.59,False
57270293702,70.0,False
57266244301,87.65,False
92266237401,92.13,False
57137196001,90.91,False
57150108502,85.07,False
57125444201,69.24,False
57135072702,92.52,False
57137201602,76.09,False
47634132901,91.67,False
57137144902,82.89,False
47834781402,91.32,False
57154497102,64.53,False
57137095901,85.11,False
57134766601,99.65,False
47834098501,70.66,False
57155740601,13.34,False
57156520902,55.37,False
47825355501,99.77,False
47634161801,15.38,False
47846688901,12.05,False
57254200801,54.47,False
57150026701,90.85,False
47735522001,0.64,False
47824933801,64.48,False
57174370401,93.93,False
47634113001,10.55,False
57155231901,32.01,False
57125437901,92.16,False
57154253801,98.65,False
47825378601,91.91,False
47634662201,6.54,False
47814163402,0.85,False
57155069002,57.07,False
47724589402,49.06,False
47835443102,64.94,False
47714585401,17.29,False
57134804501,91.87,False
57278232501,99.99,False
47825423101,54.13,False
57137197502,86.62,False
57278228901,100.0,False
57254254202,70.95,False
57137330401,89.81,False
47634395001,58.2,False
47835819901,57.39,False
47745775501,10.17,False
57266879401,92.87,False
57267185601,0.34,False
47825165401,16.84,False
57271013601,14.14,False
57276724901,43.06,False
47734121401,76.72,False
57165058802,77.96,False
47824145001,78.12,False
57137040202,25.62,False
47724804002,81.4,False
57155289001,1.18,False
57134947502,88.84,False
47734240201,94.79,False
57277993501,78.76,False
57277493001,61.42,False
57261000402,33.01,False
57274264601,13.06,False
47734090901,99.96,False
47834267001,39.97,False
47735142102,31.3,False
57173707202,89.67,False
57154245501,14.35,False
57136988202,88.09,False
57267321701,47.2,False
47745774802,17.92,False
57154223301,71.42,False
47835363402,91.99,False
57137124801,12.4,False
57254039401,8.24,False
57137653602,32.46,False
57155376401,43.09,False
47825025001,83.74,False
57136284202,34.39,False
57154761002,74.27,False
47834686601,72.37,False
57277273402,40.86,False
47825439801,0.2,False
57266149402,95.58,False
47835698902,75.96,False
57267095502,67.69,False
47824293401,35.51,False
47824314302,97.95,False
57278315001,96.77,False
57136302001,83.76,False
47735095601,75.0,False
47835283601,61.94,False
47825793702,99.99,False
47825212201,99.34,False
57276705001,95.74,False
57166932601,97.53,False
57250098601,21.55,False
57254246501,36.3,False
47634065801,83.63,False
57155634802,99.06,False
47824456201,98.93,False
57276381202,58.59,False
57137101502,6.42,False
57171918001,76.36,False
57254224202,73.78,False
57171493901,30.45,False
57276351002,93.86,False
47734082201,85.43,False
57138030101,21.28,False
47734887202,52.08,False
57134752101,59.06,False
57134885101,90.11,False
47735094802,8.99,False
57136715602,79.19,False
57137125001,65.33,False
57154468801,89.1,False
57255077001,41.5,False
47824266002,27.26,False
57154591201,91.34,False
57150162801,76.44,False
57137047702,84.15,False
57125452801,61.42,False
57264382701,87.27,False
57276812101,4.05,False
57266189902,62.84,False
57254504501,64.02,False
57155232302,68.54,False
57277273302,77.09,False
47724867601,60.27,False
57138757401,4.82,False
57137635402,89.83,False
57125404001,8.43,False
57136217002,62.33,False
47835428701,19.48,False
57155103601,77.14,False
47734209801,87.19,False
57277444501,95.81,False
57155250101,14.83,False
57154034101,53.3,False
57154223401,36.57,False
57171492902,72.02,False
47825378501,92.28,False
47826059202,98.34,False
57154935602,73.87,False
57173707402,84.61,False
47735740101,15.98,False
57264573801,75.0,False
57154861802,85.98,False
57125212802,65.99,False
47824777801,99.97,False
57264574502,50.28,False
57137961402,85.81,False
57125882502,15.36,False
57264718601,96.25,False
57137879501,54.48,False
47634126201,71.96,False
57136943201,63.26,False
47734864202,62.67,False
57250051501,91.39,False
57137095201,42.82,False
57173967002,37.83,False
57255091401,90.95,False
57254297201,65.63,False
57150097802,37.72,False
57235535302,14.95,False
57154106501,96.44,False
57167702401,89.26,False
47834727802,42.5,False
57264961901,99.61,False
202400028601,23.69,False
57154199101,63.53,False
47735056801,69.27,False
57155808301,57.19,False
47745775201,5.79,False
57137102702,55.77,False
47814258202,83.17,False
57136827002,6.19,False
47634035301,33.0,False
57136099101,88.52,False
57264234002,80.87,False
57264724602,95.15,False
57265469001,75.44,False
47624248401,11.71,False
57276911302,79.64,False
47825355401,99.93,False
47835184401,99.95,False
57154097801,35.25,False
57150061701,59.22,False
47824955602,84.54,False
57166374501,36.08,False
57137096002,74.19,False
57135072901,98.95,False
47824894402,19.07,False
57277398202,85.37,False
57134923901,58.48,False
57134573901,57.76,False
57276777201,17.98,False
57137150102,81.17,False
47836398401,45.75,False
57137049102,12.09,False
57254525102,58.65,False
57155596002,94.12,False
47814073501,59.9,False
47834314802,93.4,False
57265196801,55.72,False
57166330801,27.12,False
57150032402,96.6,False
57254535902,17.45,False
57276728802,93.52,False
57160411001,61.14,False
47835212402,91.46,False
57250120701,50.96,False
57264709601,94.46,False
57154751102,30.41,False
202300259001,14.95,False
57125408801,25.61,False
57154765001,91.68,False
47735503901,73.82,False
47725498102,12.64,False
47745689601,95.63,False
57267094501,80.72,False
47624249102,1.66,False
57277448602,79.25,False
57134779502,91.75,False
57278279601,40.15,False
57130110101,98.69,False
47734924601,99.99,False
57155483001,54.86,False
47734171401,28.36,False
57134359101,91.05,False
57155836701,64.11,False
47834631802,31.7,False
57254270101,7.66,False
57136202002,90.03,False
47824456001,97.77,False
57138758501,64.82,False
57254209102,72.78,False
57136987201,57.63,False
57154172701,93.76,False
57278272401,27.16,False
47624002701,23.67,False
57276621401,89.2,False
47745023202,7.51,False
47724765201,76.79,False
57278166901,4.86,False
57150025501,72.28,False
57154105001,90.18,False
57134795601,2.93,False
57137101302,88.16,False
47824278301,97.09,False
57134373501,91.87,False
57137853001,4.08,False
57154759402,41.71,False
57177307801,11.06,False
57154415102,88.89,False
57266188502,54.51,False
47714925602,55.55,False
47825164402,7.15,False
47734247001,62.49,False
57234943002,10.58,False
57154034802,60.56,False
47734886801,76.31,False
47836237602,60.77,False
57271014602,89.45,False
57264859501,50.63,False
57264863101,7.07,False
47724816802,11.65,False
57135493801,3.5,False
57137085901,52.12,False
57275299402,88.92,False
57168232401,91.8,False
47724645402,66.31,False
57266429501,93.49,False
57167983401,89.75,False
57166672402,98.09,False
57260197102,15.67,False
57177088901,65.31,False
57154182302,87.97,False
92137148901,38.68,False
47825378301,93.6,False
57150069201,69.32,False
47734196202,72.75,False
57137070102,69.67,False
57134560102,50.39,False
47834101301,23.91,False
57155732201,60.46,False
57255056002,78.73,False
57276761802,94.16,False
47824146402,35.22,False
57264962801,9.14,False
57171531801,51.81,False
47735125401,32.46,False
57125530902,55.56,False
47624285602,82.78,False
57154182501,89.25,False
47835364801,74.53,False
57135892401,32.02,False
47724032801,34.05,False
57175290701,60.26,False
57275537401,42.31,False
57260239702,41.48,False
47735497302,85.48,False
57271043501,92.04,False
57134368402,89.26,False
47847641201,1.78,False
47835319401,99.99,False
57134941902,67.13,False
47735210901,75.66,False
57125454301,49.03,False
47834097701,73.23,False
57137130602,52.68,False
47714767501,60.35,False
57136507801,92.67,False
57277867301,20.7,False
57265073701,13.8,False
57164848001,25.69,False
47835858801,73.29,False
47714071601,31.24,False
47847641902,1.46,False
57134947201,91.63,False
57125452601,84.12,False
57151014701,96.52,False
57137092802,21.2,False
47714099702,81.87,False
57265319801,87.7,False
57167167001,98.89,False
57264724101,84.48,False
47824442001,58.05,False
57135506602,93.43,False
47735539801,41.32,False
57154106301,88.83,False
47734305602,92.38,False
57254535201,56.06,False
57137651401,70.73,False
47824449201,71.8,False
57266672402,61.83,False
57266150801,94.05,False
47824055301,94.65,False
57150054801,9.76,False
57171492702,91.84,False
47734921401,40.59,False
57136285601,17.64,False
57137167702,84.57,False
57134677902,78.9,False
47834838801,74.52,False
57155322201,87.19,False
57176590101,31.31,False
57174088801,13.77,False
92825614901,69.91,False
57267108602,61.31,False
57271027702,52.67,False
92277280701,99.29,False
57171658902,99.69,False
57125497601,66.67,False
57154055301,93.28,False
47714070702,92.25,False
57264656302,39.38,False
47835872401,65.38,False
57276904002,93.22,False
57155475001,63.7,False
57260357801,21.08,False
57278140501,87.38,False
57171406802,99.39,False
57136271202,25.12,False
57266613001,25.7,False
47634411602,62.46,False
57177388801,99.96,False
57166560601,25.73,False
57134475002,94.06,False
57266607501,6.59,False
57136628601,88.71,False
57150121701,43.02,False
57261129502,82.76,False
47724118601,14.48,False
47834675801,94.27,False
47735131401,8.99,False
47634260002,34.12,False
57125703302,68.67,False
57155096402,69.96,False
57266225301,80.11,False
47714624801,66.68,False
57155675401,67.86,False
57137190702,65.26,False
57155282201,92.57,False
47734085102,62.55,False
47714027501,58.92,False
57137093302,87.34,False
57154104701,92.42,False
57250077702,8.87,False
57254455502,86.34,False
57275039701,99.73,False
57134565901,88.11,False
57136647802,28.88,False
57265320002,13.47,False
47825799802,87.85,False
47825355101,99.93,False
57166863201,1.1,False
47835974501,19.26,False
57234975601,93.03,False
57155643002,93.93,False
57274325501,93.87,False
47724593202,71.12,False
47734067102,42.7,False
47724125602,49.86,False
57255054402,64.71,False
57173447602,68.46,False
57275536502,30.66,False
57154783101,55.43,False
57177275401,50.58,False
57275837802,91.04,False
57275483601,55.94,False
57136209801,77.38,False
57125522601,99.66,False
47835925502,66.67,False
47824503402,70.17,False
57254046201,12.13,False
57156096802,71.48,False
57165075401,66.18,False
57250060701,88.64,False
47824172502,16.18,False
57254278702,81.94,False
57264756601,14.93,False
57125097201,31.69,False
57264805401,0.15,False
57275269801,6.75,False
47834358501,38.29,False
57254113702,56.2,False
47824548802,99.94,False
57171100801,23.25,False
57265552802,84.93,False
57136723802,67.8,False
57254150001,92.53,False
57136744201,97.05,False
57138519202,76.22,False
57277190401,92.8,False
57137064001,95.95,False
57134743702,85.71,False
57154105801,96.52,False
57161131502,63.63,False
57150064401,31.75,False
47824440401,38.65,False
57167009701,99.05,False
57264947201,57.77,False
57135905601,95.55,False
57266256201,88.78,False
57155571201,25.46,False
57134794702,83.9,False
57270440801,82.27,False
57254165801,76.42,False
47735053602,52.56,False
47835386301,56.03,False
57261144802,99.06,False
47714698402,92.24,False
57164759402,87.69,False
57267192601,95.68,False
57277875302,10.01,False
47834247101,54.43,False
57155835101,69.24,False
57278199101,39.58,False
57266183801,42.96,False
57155550802,91.21,False
47725493202,32.36,False
57251021101,89.54,False
47836159201,28.0,False
57166859201,41.43,False
57137075001,34.04,False
57264741801,2.52,False
47824658801,99.98,False
47835610501,12.43,False
47825028002,99.87,False
57125494401,70.07,False
57271029001,46.76,False
47745799902,85.85,False
57254379701,63.31,False
202300068502,83.94,False
57271008602,76.14,False
47836070801,11.26,False
57137044501,24.71,False
57264760502,57.84,False
57137212502,83.25,False
57137816501,62.44,False
47734145102,44.84,False
47836200701,13.8,False
47825358002,35.74,False
57155779802,94.0,False
57154354801,0.61,False
47724643201,39.31,False
57134747001,35.57,False
57136347401,21.59,False
57261028902,54.71,False
57250083801,78.41,False
57134928301,76.13,False
57141050701,38.23,False
57155682401,35.69,False
57264801602,95.91,False
57277475502,47.29,False
92825196401,99.13,False
57155133601,67.85,False
57275190402,9.13,False
57265534601,88.03,False
57175614601,95.33,False
57135018101,88.82,False
57137677002,50.47,False
57154032201,12.07,False
47724107401,99.29,False
47735221402,85.86,False
47735669901,40.71,False
57136613801,76.98,False
47824918202,99.89,False
57264823602,37.45,False
57134488102,95.83,False
47735185302,81.54,False
57166440101,84.6,False
47835476402,93.62,False
57136522001,70.33,False
47735165402,43.14,False
47836025202,82.85,False
57276809401,0.42,False
57254274702,67.55,False
202400067401,5.73,False
47724185602,100.0,False
57173683601,98.97,False
47634576001,46.67,False
47735214401,86.9,False
47824267502,8.95,False
47745796302,59.16,False
57267236001,62.11,False
47824491801,68.01,False
57276244401,87.34,False
202400068102,64.29,False
47824289202,12.23,False
57275955001,11.13,False
57150112001,43.52,False
57155095001,39.12,False
57137725001,69.23,False
57261113002,6.51,False
57136739402,15.73,False
47835608801,11.84,False
57164856501,85.79,False
47725213901,18.42,False
57134217302,60.48,False
47825349201,86.36,False
57264693001,31.26,False
57155650601,56.97,False
57264255401,0.16,False
57254047602,19.64,False
57265081902,5.25,False
57137909302,46.8,False
57265008602,99.89,False
57177359801,13.98,False
47825238201,1.78,False
57155492001,56.86,False
47734753001,17.88,False
57235631302,50.41,False
57274829701,49.66,False
57134232901,87.0,False
47836375801,99.36,False
57172994401,29.45,False
47714313201,23.93,False
57275083702,98.0,False
57137057701,5.41,False
57154162802,85.62,False
57137048401,46.34,False
47634212402,13.16,False
57276676802,65.78,False
47835483201,23.52,False
47735152001,99.99,False
47835383702,96.73,False
57134947802,37.92,False
57276725201,4.52,False
57177259801,70.43,False
47735167002,84.21,False
47834141502,86.54,False
47814933402,60.11,False
57134465601,27.68,False
57137066202,63.93,False
57171446102,70.83,False
47624211801,51.37,False
57134796302,92.02,False
57278067801,0.65,False
57265075402,31.32,False
57135123401,60.63,False
57150063002,81.76,False
47735133901,13.23,False
57267441301,11.42,False
57154279902,68.96,False
57154504201,17.55,False
57160371301,3.25,False
57136996401,0.16,False
47825181202,84.27,False
57134775901,64.74,False
57250070402,93.58,False
57138756901,37.49,False
57235026801,46.35,False
47825194001,34.27,False
57154031702,48.91,False
57165960201,7.43,False
57255502701,2.69,False
47835520202,89.73,False
57254283501,75.62,False
57137045002,28.11,False
47734555001,69.06,False
47824669202,99.38,False
57277257902,93.24,False
47634557002,42.8,False
57154193502,83.61,False
47634557402,42.49,False
47735223201,65.44,False
57125476501,62.84,False
57264579701,88.47,False
57254855601,89.1,False
57275775002,72.1,False
47724094501,65.85,False
47835859002,26.34,False
57261017202,86.51,False
57136030001,23.51,False
47834143701,90.4,False
47834247302,19.9,False
47835693401,78.59,False
57150103702,32.91,False
47734181101,73.57,False
57264320101,20.07,False
57166370801,47.15,False
202400252601,0.28,False
47735284401,18.99,False
47624259101,0.27,False
57138234102,26.7,False
202300212901,86.77,False
57235020202,75.31,False
57264841702,64.69,False
57274834302,5.17,False
57171915702,96.76,False
57125708502,4.08,False
57250082902,66.15,False
57125465602,79.9,False
57167964101,4.5,False
57265013701,93.97,False
57136956002,97.81,False
57255519901,90.2,False
57150058202,52.92,False
47714020902,31.27,False
57261017901,22.56,False
57277478602,8.89,False
47825279601,94.74,False
