v_link_id,TI_CG,outlier_flag
57134780202,92.57,False
47825014802,10.99,False
47834310201,95.88,False
57154280801,75.99,False
57154438402,93.67,False
47834430401,70.22,False
57264412102,97.02,False
57276516602,90.57,False
57261085901,87.66,False
57166909101,57.78,False
57275203202,93.34,False
47825098601,48.39,False
57154280602,39.76,False
57154503501,92.29,False
57154217402,99.42,False
47824206901,90.96,False
57261112302,36.41,False
57265509002,73.64,False
57276960701,58.82,False
57136836402,82.72,False
47634069102,97.6,False
47634604902,72.34,False
57136428201,98.85,False
57167287501,65.68,False
57136759801,99.6,False
47834407701,36.51,False
57177331301,95.38,False
57134679302,96.11,False
47835606801,78.44,False
57156475201,35.96,False
57276632202,97.84,False
57134569001,19.81,False
47824094402,70.49,False
57137145501,79.05,False
47824501001,97.12,False
57134410702,71.14,False
47820103301,99.9,False
57136657201,69.2,False
47846689701,61.37,False
57277887801,31.82,False
57125461901,73.77,False
47825201601,99.18,False
57276822201,99.15,False
57278271701,87.71,False
57260358502,71.37,False
47825232201,27.74,False
57154781101,78.66,False
47825570201,99.99,False
57154389702,96.19,False
57154425601,38.0,False
47846686002,88.25,False
57155480201,99.94,False
57137458601,93.63,False
57154443702,77.93,False
47634604701,75.04,False
47734176002,97.95,False
47724837601,85.83,False
57266404201,96.67,False
57267147202,96.59,False
47714299801,99.86,False
57177435401,85.14,False
57164616001,32.35,False
57177244701,91.75,False
57135023502,13.76,False
57266215601,99.53,False
57125443702,96.19,False
47814260301,100.0,False
57134774402,94.94,False
57278212401,31.64,False
47714147801,98.15,False
57134724202,64.94,False
47734429801,94.44,False
57155761402,13.28,False
57166560502,30.67,False
47825313401,97.3,False
57276401801,70.93,False
47834214501,89.74,False
57137167401,25.69,False
57137150701,95.28,False
57155822201,66.57,False
47825140401,74.22,False
57154214401,98.54,False
57150121802,89.7,False
47835389602,96.49,False
47836376102,43.91,False
57234224901,1.24,False
57125389401,37.12,False
57265608802,97.19,False
57134835902,78.51,False
57134884901,98.27,False
47735190201,93.76,False
57265060002,98.9,False
57164992601,99.14,False
57168239501,78.46,False
57164855502,98.92,False
47824341202,97.24,False
47734093102,99.42,False
47735217402,99.95,False
57138035602,64.94,False
57125452002,36.13,False
57254190801,97.9,False
57125513901,99.18,False
57278185401,6.48,False
47724783601,52.43,False
57138967102,93.72,False
57277876701,98.62,False
47836163201,27.27,False
57274964501,91.19,False
57136662801,45.08,False
57156015101,99.35,False
47835576502,43.03,False
57177442001,68.43,False
57137181301,99.01,False
57136518001,27.81,False
47624241601,67.84,False
47734233001,100.0,False
47824110001,96.64,False
57136298401,78.33,False
57150127102,62.46,False
57235533201,73.53,False
57125609601,99.8,False
57154758801,80.49,False
57138713101,17.35,False
47734311202,93.8,False
57275030602,93.93,False
57277500502,67.67,False
57266087802,91.89,False
47815031501,99.99,False
57276381402,88.96,False
57154058101,84.5,False
47845893201,85.51,False
47734420401,87.22,False
57155552801,97.54,False
57177267401,86.86,False
47824321502,70.32,False
57135905201,99.98,False
47824292901,99.97,False
57137043302,52.78,False
57264562901,57.51,False
47834648402,45.98,False
57136618801,61.59,False
57138236401,57.48,False
57264853502,98.42,False
57137066601,43.77,False
57134768901,99.83,False
57264902501,86.91,False
57235631402,81.57,False
57150055801,91.75,False
47624047001,39.77,False
57275525802,98.4,False
57276713501,78.3,False
57137903201,47.48,False
57264902302,86.02,False
47835255402,54.0,False
57254281601,95.2,False
57166477802,51.01,False
57134411202,56.45,False
57150106001,10.65,False
57125460702,62.51,False
57134948201,40.19,False
57255057002,22.92,False
57265536001,95.38,False
57265331801,96.89,False
47825221401,69.76,False
57154280301,83.61,False
57266245601,91.67,False
57137645002,96.88,False
57154125501,79.98,False
57264710701,98.31,False
57150032901,96.99,False
47836054101,60.84,False
57265453801,84.61,False
57136090201,54.0,False
47825217801,87.65,False
57136609001,91.62,False
47724108801,99.43,False
57171446302,85.63,False
57276721801,96.21,False
47835318401,100.0,False
57266353901,62.22,False
57254496302,98.05,False
47714184002,81.31,False
57134796102,96.0,False
57276769101,90.09,False
92277280801,98.85,False
47846691101,85.92,False
57267226301,99.71,False
57135971202,85.89,False
47734147901,67.49,False
47814085001,63.97,False
57150119001,9.24,False
57154426102,93.26,False
47824443001,68.15,False
57170951801,97.42,False
57260232401,97.29,False
47724261802,17.19,False
47814244502,99.98,False
57260358801,45.78,False
47745690802,88.13,False
57275249602,99.13,False
57266431402,97.27,False
57150061202,48.12,False
57138529002,88.73,False
57137129602,92.03,False
57154341501,80.69,False
57254018802,98.02,False
92735295701,1.16,False
57125531402,97.29,False
57276761302,80.64,False
57150035902,94.12,False
57254829601,99.71,False
57265060801,92.95,False
47724067601,11.6,False
47835078801,62.68,False
57154452101,62.75,False
47835658301,96.26,False
47745795401,7.59,False
57125489901,70.73,False
57234935602,91.44,False
57275477601,83.48,False
57151022501,93.13,False
57136979602,79.1,False
57154231901,98.59,False
57136867001,99.39,False
57136930802,86.3,False
57266049201,5.25,False
57154217501,9.46,False
57168201101,8.93,False
47824184802,60.16,False
57136455401,90.51,False
47724126901,39.88,False
47824320701,52.68,False
47824272002,99.97,False
47714100202,17.07,False
57264617502,67.56,False
47730044801,15.04,False
57138528001,93.59,False
47834488801,96.3,False
57154851802,97.6,False
57154197401,96.64,False
47834909801,2.27,False
47734163802,98.48,False
57137656001,96.56,False
57276718301,85.56,False
47824070402,99.4,False
57166467502,91.99,False
57135418801,81.76,False
47735185902,90.05,False
47824081301,94.77,False
57166446601,4.26,False
57275340702,97.37,False
57150103102,56.6,False
202400230701,50.57,False
47734197202,70.93,False
57154255102,86.85,False
47714603401,40.88,False
57136470002,15.48,False
57135005502,95.17,False
57264765701,89.69,False
57167908501,55.57,False
57134777001,84.45,False
47624208001,21.18,False
57136631402,99.14,False
47834489402,99.58,False
57278298201,99.93,False
57154456801,66.02,False
57177181601,99.41,False
57267334101,99.9,False
57271044501,42.79,False
57154442702,71.97,False
57254365601,2.55,False
57172873401,70.33,False
57166355601,95.66,False
47835611101,64.19,False
47836092701,15.36,False
47634546001,39.11,False
47835068001,59.97,False
57277258002,90.73,False
57276030001,93.02,False
47836101001,35.19,False
57276703901,79.92,False
57177272602,43.15,False
57137815401,94.71,False
47834398101,94.2,False
57136088201,45.62,False
57165460401,35.72,False
57156573701,91.98,False
47724066101,73.07,False
47825357902,95.67,False
57276876101,82.16,False
57266875402,9.77,False
57136891002,11.71,False
57125210002,76.93,False
57172999401,64.05,False
47835466901,76.15,False
57135196001,79.52,False
92831007802,98.96,False
57165236601,45.86,False
57176374001,82.52,False
57265472401,96.1,False
47825577102,4.83,False
202300034802,98.64,False
57277247102,46.33,False
47735054202,74.23,False
47735222902,48.67,False
47710021401,99.63,False
47724287801,52.95,False
47745732502,95.19,False
57266211302,93.02,False
57274301101,74.8,False
57261125801,99.7,False
47825641201,10.05,False
57261102502,12.73,False
92734204801,80.13,False
57154339501,35.78,False
57136452201,83.21,False
57264595001,99.74,False
57250074901,87.13,False
57171360102,44.83,False
57276646601,99.61,False
57137068102,92.8,False
47745796201,49.8,False
47834410701,39.03,False
47724699401,66.4,False
57154354902,77.29,False
47824875402,96.27,False
47634408202,85.39,False
57154968602,94.99,False
57138970402,99.55,False
57254220101,61.98,False
47834197301,98.57,False
57267045702,99.72,False
57264941501,73.4,False
57254227301,93.86,False
47724596602,95.01,False
57276169802,76.85,False
47825588802,99.99,False
57137696901,85.68,False
57251018801,94.38,False
57254274601,61.57,False
57150068502,80.0,False
57255376801,94.63,False
47735185201,89.25,False
57137886201,95.32,False
57134794601,57.74,False
57135739201,97.41,False
57234993601,59.21,False
47644213301,8.84,False
47724035101,77.71,False
57161006802,79.24,False
57125537801,96.58,False
47834411302,61.17,False
57155170001,18.4,False
47824224702,90.88,False
57136660201,75.65,False
57134475501,98.46,False
47724605601,59.77,False
57274824401,90.9,False
57250117801,26.82,False
57135025101,83.89,False
47724208601,59.15,False
57264823701,97.04,False
57150076802,92.23,False
57135192801,19.59,False
57177340301,99.99,False
57266274001,40.27,False
57168205501,54.28,False
57235678401,52.52,False
57275441202,99.96,False
57125526702,81.78,False
47714956801,93.53,False
57137797801,97.93,False
57176461801,63.57,False
57264884502,94.85,False
57166099601,2.76,False
57250056602,87.66,False
57137082302,91.11,False
47836025301,95.89,False
47734348601,96.54,False
202400242202,50.82,False
47824326802,33.81,False
47735236701,61.29,False
57254540201,98.93,False
57221576802,16.59,False
57254455001,95.52,False
57266183902,91.09,False
57165474202,29.46,False
57134479101,93.64,False
47734143501,90.63,False
47724583801,24.11,False
57266042802,95.86,False
57155835002,93.27,False
47724821102,90.57,False
92136678401,76.74,False
57250112601,11.68,False
47834859201,50.39,False
57265503202,91.28,False
57134563002,68.59,False
202300177001,9.86,False
57155205801,86.31,False
47824051202,93.72,False
47714233402,97.52,False
57266645901,15.54,False
57156488201,97.35,False
47725311901,87.24,False
47724100102,13.12,False
57276665402,98.04,False
57250138302,96.99,False
57276726701,27.25,False
47634166401,96.05,False
57266053802,74.34,False
57134928401,99.7,False
47714953301,46.3,False
47834093602,94.72,False
47836395601,62.98,False
57125476701,40.28,False
57235634702,29.21,False
57234225401,27.64,False
57172634501,69.0,False
57278131601,9.57,False
57264654102,97.46,False
57276762902,95.56,False
47634539002,87.51,False
57137656101,91.81,False
57155754601,62.88,False
57250082001,63.44,False
57261010101,84.15,False
57267229501,99.89,False
57265531002,89.62,False
57125352201,87.96,False
57135005402,73.65,False
57125360802,95.78,False
57135077302,94.87,False
47714095601,63.46,False
47724066001,88.54,False
57134475602,96.19,False
47735284601,46.61,False
57266905501,1.12,False
57174369401,58.92,False
47724807402,99.98,False
57154984801,95.36,False
57260356702,92.11,False
57270375901,33.09,False
57137022801,77.05,False
47634117601,9.22,False
57278245701,93.4,False
47824925801,99.57,False
47835693201,83.08,False
92825211401,96.63,False
47834167901,99.83,False
57172099202,98.09,False
47824709401,89.42,False
47735277401,82.39,False
57261073502,92.67,False
47834584002,13.4,False
57265496601,97.8,False
47724101101,49.29,False
57175401602,97.59,False
47744514501,28.48,False
47824197001,97.38,False
57125467502,78.66,False
57154942802,80.07,False
57155149801,74.7,False
57134361002,95.42,False
47735175101,69.26,False
57264689601,82.06,False
57275028902,70.92,False
57277617201,99.49,False
47824632602,93.75,False
57255005202,90.03,False
57264297501,82.94,False
57278306001,33.92,False
57261012302,64.92,False
47634110401,42.87,False
47834645202,89.69,False
57264696801,81.12,False
57275443101,99.99,False
202300238501,99.54,False
47814395402,99.56,False
57255160402,98.47,False
47735171501,93.75,False
57136352201,95.28,False
57264321801,96.84,False
57155322201,97.37,False
57176590101,52.42,False
57174088801,24.62,False
92825614901,84.91,False
57267108602,85.97,False
57271027702,76.25,False
92277280701,99.89,False
57171658902,99.95,False
57125497601,80.82,False
57154055301,96.89,False
47714070702,97.54,False
57264656302,70.05,False
47835872401,85.81,False
57276904002,97.73,False
57254125902,32.77,False
57276724501,82.35,False
57154283201,95.26,False
47814132402,84.74,False
57155291601,68.73,False
57137182001,78.89,False
57136314401,91.83,False
57166396302,68.14,False
202300244902,79.62,False
57135936802,98.38,False
57276404601,90.51,False
47821013001,64.7,False
57278031102,94.88,False
47746198401,97.4,False
57136518801,72.3,False
57154528102,93.72,False
57137673002,66.35,False
57250054301,89.85,False
57155551802,99.14,False
47724110601,15.03,False
57125475002,16.75,False
57155510401,99.24,False
57135020501,92.25,False
57136873002,99.05,False
57135444602,98.8,False
47735191202,96.58,False
57266879302,85.03,False
57135899201,59.83,False
47814258402,87.65,False
57277532001,39.33,False
57134930601,84.62,False
47824323802,71.97,False
57137025001,1.45,False
47836375101,99.68,False
57264641502,91.47,False
47815097901,42.85,False
57266029002,80.95,False
57137961501,34.8,False
57166395601,92.05,False
57124642201,51.74,False
57371125501,92.11,False
47734903402,98.2,False
57138757601,15.12,False
57137162201,77.05,False
47824133502,70.12,False
47724043202,96.81,False
47834413701,73.75,False
47734121302,88.25,False
57155783301,62.25,False
57154925801,82.76,False
47815032201,100.0,False
47814749202,93.34,False
57125406801,91.14,False
57134851602,80.88,False
57150026802,97.31,False
47724034001,81.5,False
57250080601,54.08,False
57134829802,99.8,False
57136590202,90.05,False
57170146101,34.76,False
57155820502,21.68,False
57155566801,99.4,False
57166524401,39.71,False
57154848002,72.84,False
47735489901,93.39,False
47835762201,97.75,False
57134111301,99.98,False
57266109402,95.0,False
57134642601,73.64,False
47835061401,98.21,False
57277618601,99.99,False
47735216501,99.99,False
57154230602,92.87,False
57136597802,57.39,False
47724800201,99.63,False
47834041001,4.11,False
57134856301,40.5,False
57134676001,93.02,False
57137479102,97.54,False
57166933402,80.65,False
57134374701,97.1,False
57134812001,64.64,False
57136826802,64.09,False
57265195601,37.46,False
47834966001,92.39,False
57154378402,99.81,False
47835374401,86.24,False
47824549401,99.96,False
57264561901,75.96,False
57134949201,95.78,False
57174314501,85.25,False
47825165602,31.95,False
57254379501,98.08,False
57137978701,64.37,False
57266217402,85.0,False
47824502201,83.65,False
57265957802,97.76,False
57134678802,97.91,False
47834178402,91.67,False
57138526701,42.77,False
57151003401,24.83,False
57267225601,100.0,False
57137136102,99.21,False
47825320802,87.06,False
57167287001,66.4,False
47824109302,94.67,False
57125426101,84.06,False
57138758801,79.57,False
57264827001,62.15,False
57276822701,14.97,False
57166807701,58.75,False
47825320601,87.17,False
47825233401,4.57,False
47734069002,16.89,False
57150129301,28.72,False
57261134402,14.73,False
57266217701,98.75,False
57254299302,99.72,False
57155783402,31.07,False
92277289302,85.09,False
47634570202,40.58,False
57134811802,96.93,False
57276676201,90.91,False
57154827601,96.59,False
57135189401,98.92,False
47735205401,80.67,False
47724803801,74.21,False
57274676401,66.57,False
57275225201,96.15,False
47834369602,85.94,False
57172632402,95.94,False
57264686002,92.01,False
57275316001,97.14,False
57266160401,75.27,False
47734179501,98.22,False
57155851102,84.56,False
47735029002,96.63,False
57254856001,96.8,False
57260208501,68.98,False
47724166001,99.86,False
57134973702,95.96,False
57174067601,97.32,False
57266354401,61.63,False
57134477201,99.94,False
47531164502,38.34,False
57276029001,77.88,False
57147013602,95.56,False
57134233601,84.46,False
57150105501,28.38,False
57154449202,99.67,False
57267207101,98.84,False
47814571801,99.99,False
57154059502,91.03,False
57136825602,98.96,False
57155816402,91.26,False
47835428901,25.31,False
57137043601,16.58,False
57254462801,44.76,False
57155787502,98.76,False
57171766702,99.48,False
57137683201,86.21,False
47835477302,94.59,False
47835179802,99.7,False
57276400402,99.72,False
57266185602,97.88,False
57275182302,99.53,False
57255174802,99.03,False
47824123402,73.79,False
57254210801,97.46,False
57155645201,70.75,False
47836397202,29.87,False
57254540501,99.5,False
57134918802,60.61,False
57138762901,80.36,False
57125341201,66.24,False
57267122401,96.63,False
57254120702,100.0,False
57137211602,94.23,False
57250084701,54.45,False
57155496801,98.87,False
47724177801,99.48,False
57135454801,43.84,False
57277447602,96.5,False
57168221601,100.0,False
47624243802,91.98,False
57134690102,99.23,False
57265532601,54.88,False
57134707901,34.5,False
57137861002,65.39,False
57137084201,30.77,False
57276636001,6.74,False
47724181401,99.98,False
57250125302,75.42,False
57136668001,97.8,False
57161126401,89.72,False
47634137201,99.76,False
57154030201,90.19,False
57254204302,98.07,False
47735166302,45.05,False
57276810301,90.27,False
47725494102,97.51,False
47735284801,10.99,False
47634135701,97.23,False
57154204302,41.31,False
57171172602,96.88,False
57266070002,51.86,False
57134953301,99.28,False
57266238501,98.12,False
57134862802,98.42,False
57267201801,100.0,False
57137129102,69.16,False
57265525602,93.27,False
57135075701,96.72,False
47624179402,64.02,False
57265525401,86.22,False
47834418501,93.74,False
57254102601,53.47,False
57254107901,17.63,False
57254698201,88.14,False
57135639802,38.23,False
57150057102,93.92,False
57138068602,99.16,False
57156262202,89.97,False
47724034501,94.54,False
57125537102,94.38,False
57125336601,98.64,False
47835892701,91.45,False
47714681002,40.03,False
57261131901,42.03,False
57136700201,83.59,False
47745800901,93.95,False
57266366801,58.78,False
47714639201,99.99,False
47634087702,20.0,False
57125494502,88.1,False
47820043801,44.94,False
57254487402,91.68,False
57154524801,99.06,False
57154196902,97.65,False
57234993402,80.19,False
57261103001,97.77,False
57166282401,14.19,False
47634407402,91.67,False
57136289001,94.03,False
47735554401,21.74,False
47824217201,99.54,False
47834130702,96.73,False
57174377302,95.96,False
57235537501,64.97,False
47735214301,94.36,False
57275301901,98.9,False
57172908202,72.56,False
57135739002,88.61,False
57250045602,92.14,False
47835333802,91.81,False
57266800901,99.81,False
57173905402,98.62,False
57278003802,82.44,False
57150049702,77.72,False
57254194902,99.45,False
57267050802,98.74,False
57136593602,87.02,False
57164785501,28.05,False
202400067902,36.93,False
57173422201,46.35,False
47824868202,68.51,False
57155296601,95.8,False
57125480102,78.02,False
57266608801,98.67,False
57137996402,99.73,False
57136520201,97.08,False
47824224801,87.03,False
57164754901,97.41,False
57255301201,84.03,False
47724806001,44.19,False
47724140601,56.81,False
57154500802,97.1,False
57135895801,46.56,False
57254615201,70.12,False
57135225001,36.53,False
57154112301,89.82,False
57137138101,95.72,False
57266407701,87.99,False
57134644901,99.7,False
57155476401,92.59,False
57134747201,96.86,False
57276674001,92.61,False
57135668401,68.64,False
47735583501,52.63,False
57177389101,19.62,False
57265215602,96.27,False
57264393602,99.45,False
47824320002,62.81,False
57136480401,73.7,False
47836070902,92.7,False
57155835201,99.68,False
57168227901,99.66,False
47835467601,87.67,False
47734971401,28.93,False
57278256001,70.54,False
57276846701,13.3,False
57155645401,99.68,False
57154623101,58.49,False
47825162401,54.33,False
57155834001,74.56,False
57267334202,98.07,False
47835429101,52.53,False
57134363902,93.22,False
57265202201,95.78,False
47834754401,97.78,False
47825576602,99.95,False
47714796601,27.87,False
57271027902,93.1,False
202300033602,45.52,False
57136687201,90.42,False
57266220701,84.93,False
57264793901,99.67,False
47824327801,99.8,False
57266628401,72.81,False
47746166202,92.88,False
57265098401,99.29,False
57171172402,99.93,False
57271009801,78.69,False
57264722601,98.62,False
57138817602,97.85,False
57266015001,99.29,False
57275182102,98.19,False
57150022801,95.42,False
57134970201,89.16,False
57154032801,17.5,False
57135083202,99.76,False
47745798802,73.64,False
57134683102,99.2,False
57177274101,83.51,False
47824087301,34.24,False
57276859502,97.56,False
57134881801,99.46,False
57265113502,96.68,False
57266089001,51.01,False
47834363401,92.99,False
57154084801,98.92,False
57154203401,97.32,False
202400066302,94.21,False
57254486202,21.92,False
57254604201,98.57,False
57136468802,2.23,False
57137997401,96.41,False
57254281101,93.38,False
47745776501,42.39,False
57134371502,97.36,False
57134690302,98.19,False
57155062402,98.11,False
57150037201,96.08,False
57172480302,93.85,False
57267235401,99.95,False
47821018101,99.98,False
57154226301,99.41,False
57137126301,60.59,False
57235536502,29.25,False
57154949401,65.38,False
57135639602,96.05,False
47834381502,86.51,False
57254500602,99.98,False
57265058801,89.36,False
57254360401,92.43,False
57154059302,83.34,False
57278197601,99.98,False
57254280402,79.02,False
57155787302,86.6,False
57177270501,40.08,False
47835854402,93.38,False
57155140002,90.79,False
57254116001,99.7,False
57125341401,53.32,False
57125452901,83.28,False
57260350702,76.82,False
57155098001,97.17,False
57254017302,94.85,False
47735891902,9.13,False
57154444302,90.28,False
57168239701,99.35,False
57265060901,92.81,False
47735065802,77.52,False
47724388802,18.64,False
57135059601,90.63,False
47714265801,34.53,False
57264158502,97.41,False
47834392801,95.38,False
57155696601,91.83,False
47724867701,92.71,False
47520012201,85.84,False
47834649001,63.5,False
47724594401,64.67,False
57276735701,42.25,False
47836375201,99.64,False
47824073001,99.89,False
57264211801,51.72,False
47714097802,65.04,False
57266196602,98.97,False
57136982002,92.19,False
47824663801,37.65,False
57134775301,95.81,False
57136527202,81.4,False
57134805801,97.67,False
57275571501,72.61,False
47834400102,99.62,False
47825422801,70.1,False
57264306502,69.31,False
57250062702,87.72,False
57266239901,99.62,False
57137125101,34.08,False
57156572101,93.14,False
57267331402,22.69,False
47836091001,23.56,False
57264961801,39.42,False
57137961601,88.53,False
202400039802,85.5,False
57137956202,94.56,False
57138757501,72.41,False
92134538402,68.46,False
57261093701,93.58,False
57276185401,49.26,False
47745794902,66.79,False
47734631802,53.07,False
47714026302,35.72,False
47735205301,96.11,False
47814259402,100.0,False
47714761901,12.48,False
47825783602,95.32,False
47824712802,98.54,False
57154283101,31.94,False
47824266102,100.0,False
57264656601,94.54,False
47845893001,79.05,False
47746039601,62.75,False
57276567001,31.79,False
47624069802,8.28,False
57260323501,31.2,False
57260366801,8.2,False
47634035201,33.64,False
47834423401,99.15,False
57155641202,97.48,False
57276950402,92.35,False
57234977202,72.62,False
57177329101,62.04,False
47724016102,99.94,False
47724127402,96.36,False
57278156201,16.24,False
57135280802,86.54,False
47836227101,95.64,False
47814942202,73.81,False
47725490702,14.7,False
47835435401,38.99,False
57139128402,38.13,False
47735123601,89.65,False
57136997001,2.46,False
57274633201,98.81,False
47835698401,94.98,False
57125536301,94.93,False
57160608502,28.5,False
47834241601,90.67,False
47825556501,100.0,False
57275019601,24.17,False
57254163701,99.16,False
92277280101,99.24,False
57267323802,84.55,False
57134693502,95.48,False
57156009702,68.51,False
47520001801,92.21,False
47714384802,4.3,False
57265610401,53.43,False
57155309202,95.74,False
47824705202,99.64,False
47735226802,5.3,False
47836089901,34.83,False
202400091801,63.43,False
47735737102,41.94,False
57136775602,91.59,False
57134970202,94.3,False
47824087302,63.23,False
202300033601,37.52,False
57264793902,99.01,False
57266089002,83.84,False
57155645402,99.19,False
57134683101,99.54,False
57136468801,79.29,False
57278209601,83.97,False
57254486201,75.06,False
57265202202,24.32,False
57276859501,99.6,False
57155477401,99.76,False
57154623102,97.1,False
47834363402,90.41,False
57154203402,97.13,False
47745798801,76.92,False
47714796602,17.87,False
57235536501,54.78,False
57154032802,37.14,False
57135639601,50.54,False
57271027901,68.59,False
47834381501,92.08,False
57155787301,62.05,False
57264722602,99.46,False
57155834002,43.84,False
57136314001,89.73,False
47746166201,87.78,False
57134363901,95.02,False
47834754402,98.42,False
57271009802,96.75,False
57254360402,92.61,False
57167952501,59.67,False
47825162402,72.67,False
57235022101,83.57,False
57267334201,97.15,False
57135083201,99.26,False
57134690301,95.87,False
57254280401,95.94,False
