v_link_id,link_id,dir,f_node,t_node,lanes_dir,max_speed,road_name,road_no,road_rank,link_type,pavement,road_type,lanes,oneway,length,level
47624196001,476241960,UP,183322,183404,1,30,궁평항로,0,107,32768,0.0,0,2,0,0.176,6.0
47624197801,476241978,UP,183405,550926,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.02,5.5
47624204001,476242040,UP,183390,550929,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.077,5.5
47624205001,476242050,UP,183303,550936,1,60,바다뜰길,0,107,4,0.0,0,2,0,0.028,6.0
47624206601,476242066,UP,550935,550936,1,30,바다뜰길,0,107,4,0.0,0,1,1,0.023,6.0
47624206801,476242068,UP,183303,550935,1,30,매화3길,0,107,4,0.0,0,2,0,0.028,5.5
47624207201,476242072,UP,550936,1720688,1,60,바다뜰길,0,107,32768,0.0,0,2,0,0.52,6.0
47624208001,476242080,UP,183312,550937,1,30,해안길,0,107,32768,0.0,0,2,0,0.214,6.0
47624210801,476242108,UP,550939,550938,1,40,바다뜰길,0,107,4,0.0,0,1,1,0.033,6.0
47624211001,476242110,UP,183309,550938,1,60,바다뜰길,0,107,4,0.0,0,2,0,0.023,6.0
47624211401,476242114,UP,550940,550939,1,60,염전길,0,107,4,0.0,0,1,1,0.031,6.0
47624211601,476242116,UP,183309,550939,1,40,염전길,0,107,4,0.0,0,2,0,0.019,6.0
47624211801,476242118,UP,183375,550939,1,40,염전길,0,107,32768,0.0,0,2,0,0.421,6.0
47624212001,476242120,UP,183309,550940,1,60,바다뜰길,0,107,4,0.0,0,2,0,0.025,6.0
47624212201,476242122,UP,183374,550940,1,60,바다뜰길,0,107,32768,0.0,0,2,0,0.049,6.0
202400003901,2024000039,UP,550934,20241210,2,50,해운로458번길,,107,32768,0.0,0,4,0,0.159,6.5
47624238001,476242380,UP,550942,550944,2,50,,0,107,32768,0.0,0,4,0,0.05,6.5
47624238201,476242382,UP,550943,550944,2,50,,0,107,32768,0.0,0,4,0,0.029,6.5
47624240601,476242406,UP,550945,550946,1,60,궁평고잔길,0,107,4,0.0,0,1,1,0.03,6.0
47624240801,476242408,UP,550946,550947,1,60,궁평항로,0,107,4,0.0,0,1,1,0.044,6.0
47624241201,476242412,UP,183324,550945,2,60,궁평항로,309,106,4,0.0,0,4,0,0.03,5.5
47624241401,476242414,UP,183324,550946,1,60,궁평고잔길,0,107,4,0.0,0,2,0,0.02,6.0
47624241601,476242416,UP,183356,550946,1,40,궁평고잔길,0,107,32768,0.0,0,2,0,0.116,6.0
47624241801,476242418,UP,183324,550947,2,60,궁평항로,309,106,4,0.0,0,4,0,0.032,5.5
47624242001,476242420,UP,183361,550947,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.018,5.5
47624242601,476242426,UP,183365,183366,2,60,궁평항로,309,106,4,0.0,0,4,0,0.037,5.5
47624243801,476242438,UP,183334,550948,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.399,5.5
47624244001,476242440,UP,183366,550948,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.011,5.5
47624245001,476242450,UP,183405,550929,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.263,5.5
47624247801,476242478,UP,1669104,1720668,1,40,백미길,0,107,32768,0.0,0,2,0,0.253,6.0
47624248401,476242484,UP,550931,1669106,1,50,,0,107,32768,0.0,0,2,0,1.751,6.0
47624249101,476242491,UP,1669105,1669106,1,50,,0,107,32768,0.0,0,2,0,0.054,6.0
47624249301,476242493,UP,1669104,1669105,1,50,,0,107,32768,0.0,0,2,0,0.934,6.0
47624259101,476242591,UP,715555,604490,2,60,,0,107,1,0.0,0,2,1,1.003,6.0
47624259301,476242593,UP,716288,715555,2,60,,0,107,1,0.0,0,2,1,1.026,6.0
47624259401,476242594,UP,1720669,1720668,1,60,백미길,0,107,4,0.0,0,1,1,0.039,6.0
47624259501,476242595,UP,1720668,1720667,1,60,궁평항로,0,107,4,0.0,0,1,1,0.04,6.0
47624259701,476242597,UP,183387,1720667,2,60,궁평항로,309,106,4,0.0,0,4,0,0.009,5.5
47624259901,476242599,UP,183319,1720668,1,60,백미길,0,107,4,0.0,0,2,0,0.032,6.0
47624260001,476242600,UP,183319,1720669,2,60,궁평항로,309,106,4,0.0,0,4,0,0.017,5.5
47624260101,476242601,UP,183382,1720669,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.081,5.5
47624260801,476242608,UP,183310,1720670,1,60,매화1길,0,107,32768,0.0,0,2,0,0.01,5.5
47624261201,476242612,UP,183311,1720671,1,60,매화2길,0,107,32768,0.0,0,2,0,0.043,5.5
47624111801,476241118,UP,183330,183378,2,60,궁평항로,309,106,32768,0.0,0,4,0,0.36,5.5
47624285601,476242856,UP,1720670,1720683,1,30,매화3길,0,107,32768,0.0,0,2,0,0.218,5.5
47624286401,476242864,UP,550935,1720683,1,30,매화3길,0,107,32768,0.0,0,2,0,0.077,5.5
47624298701,476242987,UP,183309,1720682,1,30,바다뜰길,0,107,32768,0.0,0,2,0,0.073,6.5
47624298801,476242988,UP,1720655,1720682,1,30,바다뜰길,0,107,34816,0.0,0,2,0,0.01,6.5
47624299301,476242993,UP,1720683,1720684,1,40,,0,107,32768,0.0,0,2,0,0.36,6.0
47624302401,476243024,UP,1720684,1720687,1,40,,0,107,32768,0.0,0,2,0,0.118,6.0
47624302601,476243026,UP,183311,1720684,1,40,,0,107,32768,0.0,0,2,0,0.049,6.5
47624302801,476243028,UP,1720687,1720688,1,40,,0,107,32768,0.0,0,2,0,0.061,6.0
47624302901,476243029,UP,1720682,1720687,1,40,,0,107,32768,0.0,0,2,0,0.079,6.5
47624303101,476243031,UP,1720687,1720689,1,40,,0,107,32768,0.0,0,2,0,0.123,6.0
47624303601,476243036,UP,550938,1720688,1,60,바다뜰길,0,107,32768,0.0,0,2,0,0.097,6.0
47624304201,476243042,UP,183699,1720689,1,60,매화2길,0,107,32768,0.0,0,2,0,0.147,5.5
47624304301,476243043,UP,1720671,1720689,1,60,매화2길,0,107,32768,0.0,0,2,0,0.058,5.5
47630017801,476300178,UP,183419,183421,1,60,제부로,0,107,32768,0.0,0,2,0,0.098,5.5
47631001201,476310012,UP,183417,183538,1,50,송산로,305,106,32768,0.0,0,2,0,0.208,5.5
47631004401,476310044,UP,183406,183538,1,50,송산로,305,106,32768,0.0,0,2,0,0.084,5.5
47631004801,476310048,UP,183417,183439,1,30,송산포도로,0,107,32768,0.0,0,2,0,0.113,6.0
47631006701,476310067,UP,183509,183716,1,60,송산포도로,0,107,32768,0.0,0,2,0,0.675,6.0
47631007101,476310071,UP,183417,183437,1,50,송산로,305,106,32768,0.0,0,2,0,0.16,5.5
47631074201,476310742,UP,183421,183422,1,60,제부로,0,107,32768,0.0,0,2,0,1.057,5.5
47631147801,476311478,UP,183415,183497,1,50,삼일공원로,0,107,32768,0.0,0,2,0,0.509,6.0
47634005501,476340055,UP,183437,183659,1,50,송산로,0,107,32768,0.0,0,2,0,5.406,6.0
47634007501,476340075,UP,183438,183533,1,50,공룡로,305,106,32768,0.0,0,2,0,2.284,5.5
47634011901,476340119,UP,183406,183452,1,50,송산로,305,106,4,0.0,0,2,0,0.028,5.5
47634012301,476340123,UP,183446,183454,1,40,화성로,0,107,32768,0.0,0,2,0,0.133,6.0
47634022501,476340225,UP,183459,183467,1,60,전곡항로,0,107,32768,0.0,0,2,0,0.072,6.0
47634029701,476340297,UP,183424,183491,1,30,해안길,0,107,32768,0.0,0,2,0,0.2,6.0
47634033301,476340333,UP,183496,550956,1,30,송산포도로,0,107,32768,0.0,0,2,0,0.25,6.0
47634035101,476340351,UP,183499,183500,1,60,화성로,0,107,4,0.0,0,1,1,0.068,6.0
47634035201,476340352,UP,183410,183499,1,60,사강로,0,107,32768,0.0,0,2,0,0.65,6.0
47634035301,476340353,UP,183450,183499,1,60,사강로,0,107,4,0.0,0,2,0,0.033,6.0
47634035501,476340355,UP,183450,183500,2,70,화성로,305,106,4,0.0,0,4,0,0.048,5.5
47634036701,476340367,UP,183413,550955,1,60,당성로,0,107,32768,0.0,0,2,0,0.154,5.5
47634041701,476340417,UP,183507,183508,1,10,공룡로,0,107,32768,0.0,0,2,0,0.202,6.0
47634041901,476340419,UP,183508,603945,1,10,공룡로,0,107,32768,0.0,0,2,0,1.258,6.0
47634042101,476340421,UP,197206,183509,2,60,송산포도로,0,107,32768,0.0,0,3,0,0.025,6.0
47634042301,476340423,UP,183503,183510,1,30,어섬길,322,106,32768,0.0,0,2,0,0.745,5.5
47634044201,476340442,UP,183511,183539,1,30,사강시장길,0,107,32768,0.0,0,2,0,0.062,6.0
47634044501,476340445,UP,183448,183511,1,40,사강시장길,0,107,32768,0.0,0,2,0,0.017,6.0
47634044701,476340447,UP,183448,183512,1,30,사강시장길,0,107,32768,0.0,0,2,0,0.024,6.0
47634045001,476340450,UP,183514,183515,1,30,사강로,0,107,32768,0.0,0,2,0,0.061,6.0
47634045201,476340452,UP,183517,183518,1,10,사강로,0,107,32768,0.0,0,2,0,0.058,6.5
47634045301,476340453,UP,183512,183514,1,30,사강시장길,0,107,32768,0.0,0,2,0,0.04,6.0
47634045501,476340455,UP,183515,183548,1,50,사강로,0,107,32768,0.0,0,2,0,0.138,6.0
47634045601,476340456,UP,183452,183515,1,50,사강로,0,107,32768,0.0,0,2,0,0.134,6.0
47634046501,476340465,UP,183502,183513,1,40,사강시장길,0,107,32768,0.0,0,2,0,0.046,6.0
47634046601,476340466,UP,183513,183516,1,40,사강로,0,107,32768,0.0,0,2,0,0.053,6.0
47634046701,476340467,UP,183446,183516,1,50,사강로,0,107,32768,0.0,0,2,0,0.096,6.0
47634046801,476340468,UP,183516,183518,1,50,사강로,0,107,32768,0.0,0,2,0,0.127,6.0
47634047501,476340475,UP,183445,183519,1,60,마도로,318,106,32768,0.0,0,2,0,0.101,5.5
47634064501,476340645,UP,183437,183533,1,50,공룡로,305,106,32768,0.0,0,2,0,0.131,5.5
47634065801,476340658,UP,183536,183705,1,60,송산포도로,322,106,32768,0.0,0,2,0,2.35,5.5
47634067901,476340679,UP,552185,183537,1,60,마도로,318,106,32768,0.0,0,2,0,0.145,5.5
47634068001,476340680,UP,183521,183537,1,60,마도로,318,106,32768,0.0,0,2,0,1.652,5.5
47634069101,476340691,UP,183538,183539,1,40,,0,107,32768,0.0,0,2,0,0.063,6.0
47634069201,476340692,UP,183439,183539,1,30,사강시장길,0,107,32768,0.0,0,2,0,0.137,6.0
47634069601,476340696,UP,183439,550956,1,30,송산포도로,0,107,32768,0.0,0,2,0,0.109,6.0
47634074901,476340749,UP,183544,183542,1,60,송산포도로,0,107,4,0.0,0,1,1,0.026,6.0
47634075001,476340750,UP,183543,183544,1,60,송산서로,0,107,4,0.0,0,1,1,0.032,6.0
47634075201,476340752,UP,183436,183544,1,60,송산서로,0,107,4,0.0,0,2,0,0.023,6.0
47634075301,476340753,UP,183436,183542,1,60,송산포도로,322,106,4,0.0,0,2,0,0.023,5.5
47634075501,476340755,UP,183436,183543,1,60,송산포도로,322,106,4,0.0,0,2,0,0.015,5.5
47634081201,476340812,UP,550951,550958,1,60,당성로,0,107,32768,0.0,0,2,0,0.356,6.0
92634083401,926340834,UP,183416,1720700,1,60,공룡로,305,106,32768,0.0,0,2,0,0.58,5.5
47634084601,476340846,UP,183546,550974,1,30,공룡로,305,106,32768,0.0,0,2,0,0.824,5.5
47634087701,476340877,UP,183449,183655,1,60,송산동로,0,107,32768,0.0,0,2,0,1.433,6.0
47634088001,476340880,UP,183543,183675,1,60,송산포도로,322,106,32768,0.0,0,2,0,0.781,5.5
47634090001,476340900,UP,183417,183542,1,50,송산포도로,322,106,32768,0.0,0,2,0,3.076,5.5
47634091701,476340917,UP,183548,183549,1,40,사강로,0,107,32768,0.0,0,2,0,0.059,6.0
47634091901,476340919,UP,183518,183548,1,50,사강로,0,107,32768,0.0,0,2,0,0.151,6.0
47634092101,476340921,UP,183517,183549,1,40,사강시장길,0,107,32768,0.0,0,2,0,0.147,6.0
47634092601,476340926,UP,183463,183550,1,60,전곡항로,0,107,32768,0.0,0,2,0,0.064,6.0
47634095201,476340952,UP,183700,551000,1,60,마도북로,0,107,32768,0.0,0,2,0,1.268,6.0
47634095901,476340959,UP,183454,183650,2,70,화성로,322,106,32768,0.0,0,4,0,0.535,5.5
47634096901,476340969,UP,183556,183557,1,60,전곡항로,0,107,4,0.0,0,1,1,0.059,6.0
47634097001,476340970,UP,183456,183557,2,70,전곡항로,301,106,4,0.0,0,4,0,0.036,5.5
47634097201,476340972,UP,183558,183556,1,80,전곡항로,0,107,4,0.0,0,1,1,0.044,6.0
47634097301,476340973,UP,183456,183556,1,60,전곡항로,0,107,4,0.0,0,2,0,0.035,6.0
47634097901,476340979,UP,183456,183558,2,50,전곡항로,301,106,4,0.0,0,4,0,0.031,5.5
47634099201,476340992,UP,183561,183563,2,70,전곡항로,318,106,32768,0.0,0,4,0,0.504,5.5
47634099901,476340999,UP,183558,183564,2,50,전곡항로,301,106,32768,0.0,0,4,0,0.714,5.5
47634101501,476341015,UP,183450,183651,2,70,화성로,305,106,32768,0.0,0,4,0,1.139,5.5
47634102701,476341027,UP,183571,183572,1,60,제부로,0,107,32768,0.0,4,2,0,0.1,6.0
47634104101,476341041,UP,183573,183576,1,60,화성로,305,106,32768,0.0,0,2,0,0.156,6.0
47634104201,476341042,UP,183574,183576,1,30,화성로,0,107,32768,0.0,0,2,0,0.337,6.5
47634109401,476341094,UP,550961,580276,2,70,전곡항로,301,106,32768,0.0,0,4,0,0.432,5.5
47634109601,476341096,UP,183583,183584,1,60,화성로,0,107,4,0.0,0,1,1,0.072,6.0
47634109701,476341097,UP,183585,183586,1,70,백곡로,0,107,4,0.0,0,1,1,0.054,6.0
47634109801,476341098,UP,183587,183588,1,50,화성로,0,107,4,0.0,0,1,1,0.058,6.0
47634109901,476341099,UP,183584,183589,1,60,제부로,0,107,4,0.0,0,1,1,0.048,6.0
47634110301,476341103,UP,183585,183588,2,70,화성로,305,106,4,0.0,0,4,0,0.016,5.5
47634110401,476341104,UP,183444,183586,1,60,백곡로,0,107,4,0.0,0,2,0,0.043,6.0
47634110701,476341107,UP,183583,183586,1,60,백곡로,0,107,4,0.0,0,2,0,0.005,6.0
47634111001,476341110,UP,183444,183589,1,60,제부로,0,107,4,0.0,0,2,0,0.031,6.0
47634111301,476341113,UP,183587,183589,1,60,제부로,0,107,4,0.0,0,2,0,0.018,6.0
47634112001,476341120,UP,183585,550963,2,70,화성로,305,106,32768,0.0,0,4,0,0.259,5.5
47634112201,476341122,UP,183590,550963,2,70,화성로,305,106,32768,0.0,0,4,0,0.234,5.5
47634112401,476341124,UP,183590,183591,2,70,화성로,305,106,32768,0.0,4,4,0,0.119,5.5
47634112701,476341127,UP,183582,183593,2,70,전곡항로,318,106,1,0.0,0,2,1,0.063,5.5
47634113001,476341130,UP,183593,183594,2,60,전곡항로,318,106,1,0.0,3,2,1,0.112,5.5
