v_link_id,road_rank,k_length,sido_id,sigungu_id,emd_id,sido_name,sigungu_name,emd_name,FRIN_CG
47824291201,103,0.032,31000,31240,31240120,경기도,화성시,봉담읍,99.94
47835929302,107,0.087,31000,31240,31240120,경기도,화성시,봉담읍,54.43
57276762402,107,0.134,31000,31180,31180630,경기도,하남시,미사2동,82.29
57267209301,103,0.026,31000,31021,31021670,경기도,성남시수정구,복정동,98.35
47714639402,103,0.025,31000,31240,31240130,경기도,화성시,우정읍,99.36
47834526601,107,0.055,31000,31240,31240120,경기도,화성시,봉담읍,70.32
47824253001,107,0.332,31000,31240,31240140,경기도,화성시,향남읍,56.68
57254855401,107,0.035,31000,31023,31023520,경기도,성남시분당구,수내3동,91.94
57154202002,107,0.1,31000,31023,31023780,경기도,성남시분당구,정자동,83.54
57271000802,107,0.354,31000,31180,31180530,경기도,하남시,신장2동,79.98
57137436901,107,0.007,31000,31240,31240700,경기도,화성시,동탄6동,8.26
57150032501,107,0.034,31000,31023,31023720,경기도,성남시분당구,구미1동,97.47
47734922202,107,0.277,31000,31240,31240150,경기도,화성시,남양읍,68.0
47825015601,107,0.55,31000,31240,31240140,경기도,화성시,향남읍,16.13
57135589202,106,0.152,31000,31240,31240550,경기도,화성시,반월동,98.38
57254398601,107,0.405,31000,31023,31023600,경기도,성남시분당구,이매1동,0.13
57234944201,107,0.279,31000,31240,31240650,경기도,화성시,동탄5동,22.66
57265522602,107,0.035,31000,31021,31021610,경기도,성남시수정구,산성동,19.68
47735522002,107,0.79,31000,31240,31240360,경기도,화성시,송산면,1.02
57267094402,107,0.018,31000,31021,31021680,경기도,성남시수정구,위례동,72.8
57276911102,107,0.018,31000,31180,31180530,경기도,하남시,신장2동,59.05
47634161802,107,1.565,31000,31240,31240360,경기도,화성시,송산면,14.84
47825321201,107,0.204,31000,31240,31240380,경기도,화성시,팔탄면,85.6
47835836602,107,0.008,31000,31240,31240120,경기도,화성시,봉담읍,99.04
57150128902,107,0.015,31000,31023,31023670,경기도,성남시분당구,구미동,90.32
57251006901,107,0.103,31000,31023,31023510,경기도,성남시분당구,분당동,95.34
57155588602,107,0.014,31000,31023,31023740,경기도,성남시분당구,삼평동,95.65
47634556402,107,0.031,31000,31240,31240370,경기도,화성시,서신면,8.73
47825355502,106,0.012,31000,31240,31240430,경기도,화성시,정남면,99.95
57265580402,107,0.077,31000,31022,31022510,경기도,성남시중원구,성남동,47.91
57260338402,107,0.035,31000,31022,31022540,경기도,성남시중원구,금광2동,33.17
57254059302,107,0.06,31000,31023,31023640,경기도,성남시분당구,야탑2동,83.16
57135072701,107,0.02,31000,31240,31240520,경기도,화성시,진안동,93.05
92266237402,107,0.115,31000,31022,31022510,경기도,성남시중원구,성남동,78.89
57250120602,107,0.109,31000,31023,31023640,경기도,성남시분당구,야탑2동,10.5
47835290002,107,0.08,31000,31240,31240560,경기도,화성시,기배동,68.49
57254200802,107,0.408,31000,31023,31023580,경기도,성남시분당구,서현1동,60.03
57135049802,107,0.108,31000,31240,31240530,경기도,화성시,병점1동,83.39
57134888402,107,0.028,31000,31240,31240520,경기도,화성시,진안동,58.16
47825573201,103,0.241,31000,31240,31240140,경기도,화성시,향남읍,97.87
57137144901,107,0.041,31000,31240,31240700,경기도,화성시,동탄6동,76.34
47834098502,103,0.097,31000,31240,31240330,경기도,화성시,비봉면,78.1
57266604501,104,0.03,11000,11240,11240550,서울특별시,송파구,마천1동,37.42
57134779401,107,0.117,31000,31240,31240610,경기도,화성시,동탄1동,84.1
57125522501,105,0.028,31000,31240,31240710,경기도,화성시,동탄8동,99.16
57137095902,107,0.286,31000,31240,31240720,경기도,화성시,동탄9동,79.75
57125883001,107,0.343,31000,31240,31240430,경기도,화성시,정남면,12.58
57156520901,107,0.016,31000,31023,31023680,경기도,성남시분당구,운중동,82.31
57155587601,105,0.037,31000,31023,31023680,경기도,성남시분당구,운중동,99.03
57154983802,107,0.051,31000,31023,31023750,경기도,성남시분당구,판교동,35.9
57278140601,107,0.053,31000,31180,31180611,경기도,하남시,미사3동,87.68
47634132902,106,0.089,31000,31240,31240360,경기도,화성시,송산면,99.18
47824933802,107,0.22,31000,31240,31240140,경기도,화성시,향남읍,63.1
47825097802,107,0.116,31000,31240,31240140,경기도,화성시,향남읍,62.09
57166106201,107,0.016,31000,31022,31022510,경기도,성남시중원구,성남동,95.35
57137201601,107,0.052,31000,31240,31240570,경기도,화성시,화산동,50.84
57137132102,107,0.098,31000,31240,31240650,경기도,화성시,동탄5동,68.82
57171447601,104,0.045,11000,11240,11240580,서울특별시,송파구,방이2동,0.0
57137040802,107,0.022,31000,31240,31240640,경기도,화성시,동탄4동,18.67
57276633001,107,0.028,31000,31180,31180630,경기도,하남시,미사2동,94.29
47834224502,107,0.464,31000,31240,31240430,경기도,화성시,정남면,41.4
57254354901,107,0.025,31000,31023,31023510,경기도,성남시분당구,분당동,94.22
57266244302,104,0.102,11000,11240,11240810,서울특별시,송파구,장지동,69.53
47834781401,106,0.339,31000,31240,31240310,경기도,화성시,매송면,97.85
57154341901,107,0.039,31000,31023,31023670,경기도,성남시분당구,구미동,67.35
57155329002,107,0.06,31000,31023,31023580,경기도,성남시분당구,서현1동,96.31
57172052301,104,0.006,11000,11240,11240800,서울특별시,송파구,잠실3동,44.61
47735105001,107,0.019,31000,31240,31240150,경기도,화성시,남양읍,52.48
47834358102,107,0.038,31000,31240,31240120,경기도,화성시,봉담읍,26.75
57250035401,107,0.085,31000,31023,31023590,경기도,성남시분당구,서현2동,92.8
47734924801,103,0.247,31000,31240,31240150,경기도,화성시,남양읍,99.77
57260324301,104,0.044,11000,11240,11240600,서울특별시,송파구,오금동,12.81
47835375501,107,0.106,31000,31240,31240430,경기도,화성시,정남면,62.41
57270293701,104,0.008,11000,11240,11240600,서울특별시,송파구,오금동,33.41
47714900501,106,0.138,31000,31240,31240130,경기도,화성시,우정읍,97.73
57174370402,104,0.067,11000,11240,11240770,서울특별시,송파구,잠실6동,95.71
47834693002,105,0.084,31000,31240,31240120,경기도,화성시,봉담읍,92.23
57173322801,104,0.154,11000,11240,11240780,서울특별시,송파구,잠실7동,68.4
57125434902,107,0.045,31000,31240,31240710,경기도,화성시,동탄8동,84.14
57150108501,107,0.043,31000,31023,31023560,경기도,성남시분당구,정자3동,21.21
57278207401,107,0.038,31000,31180,31180530,경기도,하남시,신장2동,83.93
57134950301,107,0.191,31000,31240,31240610,경기도,화성시,동탄1동,25.12
57265498601,107,0.027,31000,31022,31022620,경기도,성남시중원구,중앙동,89.15
47836398301,107,0.14,31000,31240,31240560,경기도,화성시,기배동,77.97
57154497101,107,0.037,31000,31023,31023750,경기도,성남시분당구,판교동,6.1
57170457601,104,0.236,11000,11240,11240750,서울특별시,송파구,잠실4동,8.57
47714238001,107,0.214,31000,31240,31240130,경기도,화성시,우정읍,63.51
57234926402,107,0.056,31000,31240,31240650,경기도,화성시,동탄5동,77.89
57125462001,107,0.077,31000,31240,31240710,경기도,화성시,동탄8동,7.18
57150026702,107,0.091,31000,31023,31023540,경기도,성남시분당구,수내2동,91.25
57265839801,107,0.116,31000,31021,31021600,경기도,성남시수정구,단대동,86.17
47735515101,107,0.041,31000,31240,31240150,경기도,화성시,남양읍,34.65
47714147902,107,0.56,31000,31240,31240390,경기도,화성시,장안면,64.24
57255122202,107,0.116,31000,31022,31022610,경기도,성남시중원구,도촌동,73.75
57154097902,107,0.222,31000,31023,31023720,경기도,성남시분당구,구미1동,32.12
57166374402,107,0.057,31000,31021,31021660,경기도,성남시수정구,시흥동,22.58
47845575201,107,0.346,31000,31240,31240310,경기도,화성시,매송면,38.49
57137131801,107,0.097,31000,31240,31240691,경기도,화성시,동탄7동,75.19
57125444202,107,0.103,31000,31240,31240710,경기도,화성시,동탄8동,72.68
57155556802,107,0.138,31000,31023,31023740,경기도,성남시분당구,삼평동,92.18
57154466602,107,0.071,31000,31023,31023670,경기도,성남시분당구,구미동,94.1
57137764302,107,0.109,31000,31240,31240691,경기도,화성시,동탄7동,79.66
47835283201,107,0.022,31000,31240,31240430,경기도,화성시,정남면,77.02
57264695301,107,0.052,31000,31021,31021610,경기도,성남시수정구,산성동,37.06
57264110701,107,0.087,31000,31021,31021540,경기도,성남시수정구,태평1동,93.44
47814145502,107,1.444,31000,31240,31240420,경기도,화성시,양감면,8.2
47724440201,107,0.088,31000,31240,31240150,경기도,화성시,남양읍,53.93
57254540102,107,0.017,31000,31023,31023580,경기도,성남시분당구,서현1동,81.55
57265924602,107,0.012,31000,31022,31022530,경기도,성남시중원구,금광1동,71.95
57155484401,107,0.037,31000,31023,31023760,경기도,성남시분당구,백현동,45.31
57134185901,107,0.127,31000,31240,31240520,경기도,화성시,진안동,95.29
202300035501,107,0.014,31000,31240,31240360,경기도,화성시,송산면,80.46
57254220202,107,0.193,31000,31023,31023670,경기도,성남시분당구,구미동,46.82
47825310602,107,0.08,31000,31240,31240140,경기도,화성시,향남읍,80.19
57125477202,107,0.115,31000,31240,31240691,경기도,화성시,동탄7동,59.26
47814904402,107,0.266,31000,31240,31240420,경기도,화성시,양감면,77.88
47724323201,107,0.12,31000,31240,31240390,경기도,화성시,장안면,65.06
57175994701,104,0.016,11000,11240,11240710,서울특별시,송파구,잠실본동,33.1
57276794001,107,0.036,31000,31180,31180630,경기도,하남시,미사2동,71.25
57276516201,107,0.155,31000,31180,31180620,경기도,하남시,미사1동,45.83
57155764402,105,0.211,31000,31023,31023760,경기도,성남시분당구,백현동,8.41
57134927902,107,0.046,31000,31240,31240600,경기도,화성시,동탄2동,90.44
47724391401,107,0.36,31000,31240,31240390,경기도,화성시,장안면,33.03
57274888602,104,0.037,11000,11240,11240600,서울특별시,송파구,오금동,80.97
57134783501,107,0.044,31000,31240,31240610,경기도,화성시,동탄1동,98.06
57134314302,106,0.049,31000,31240,31240550,경기도,화성시,반월동,99.3
57137068201,107,0.027,31000,31240,31240691,경기도,화성시,동탄7동,87.5
57134720301,107,0.035,31000,31240,31240610,경기도,화성시,동탄1동,4.61
57137059901,107,0.031,31000,31240,31240650,경기도,화성시,동탄5동,17.39
57261082602,107,0.27,31000,31021,31021560,경기도,성남시수정구,태평3동,93.83
57277460102,107,0.084,31000,31180,31180670,경기도,하남시,감일동,90.99
57264617102,107,0.133,31000,31022,31022570,경기도,성남시중원구,상대원1동,71.51
57267135601,104,0.024,11000,11240,11240690,서울특별시,송파구,문정2동,75.66
57276718902,107,0.127,31000,31180,31180530,경기도,하남시,신장2동,43.24
47835267802,107,0.027,31000,31240,31240120,경기도,화성시,봉담읍,1.02
57177280501,104,0.118,11000,11240,11240780,서울특별시,송파구,잠실7동,20.19
57168234901,105,0.034,31000,31021,31021640,경기도,성남시수정구,신촌동,71.03
57276727202,107,0.204,31000,31180,31180560,경기도,하남시,덕풍3동,37.83
57261099101,107,0.387,31000,31022,31022530,경기도,성남시중원구,금광1동,48.87
57154492802,107,0.016,31000,31023,31023750,경기도,성남시분당구,판교동,37.77
57137146101,107,0.081,31000,31240,31240691,경기도,화성시,동탄7동,84.66
47824444601,107,0.192,31000,31240,31240140,경기도,화성시,향남읍,89.05
57137037901,107,0.012,31000,31240,31240700,경기도,화성시,동탄6동,6.42
57267143201,104,0.02,11000,11240,11240820,서울특별시,송파구,위례동,50.32
57155708802,107,0.024,31000,31023,31023760,경기도,성남시분당구,백현동,34.12
57137212901,107,0.085,31000,31240,31240691,경기도,화성시,동탄7동,93.57
57276807701,107,0.056,31000,31180,31180510,경기도,하남시,천현동,95.61
57264814801,107,0.065,31000,31021,31021520,경기도,성남시수정구,신흥2동,23.22
57137748701,107,0.078,31000,31240,31240520,경기도,화성시,진안동,59.07
47724699801,107,0.067,31000,31240,31240390,경기도,화성시,장안면,16.8
57174281201,104,0.01,11000,11240,11240770,서울특별시,송파구,잠실6동,100.0
47824853001,107,0.16,31000,31240,31240140,경기도,화성시,향남읍,7.49
57276774301,107,0.24,31000,31180,31180600,경기도,하남시,초이동,39.02
57266904301,102,0.196,31000,31021,31021670,경기도,성남시수정구,복정동,71.74
47724700002,107,0.04,31000,31240,31240390,경기도,화성시,장안면,18.43
47634398001,106,0.228,31000,31240,31240370,경기도,화성시,서신면,97.58
57278255701,107,0.038,31000,31180,31180611,경기도,하남시,미사3동,6.14
57168213401,107,0.014,31000,31021,31021660,경기도,성남시수정구,시흥동,69.8
47825099002,103,0.022,31000,31240,31240380,경기도,화성시,팔탄면,99.43
57155551201,107,0.04,31000,31023,31023740,경기도,성남시분당구,삼평동,48.18
57154120301,107,0.232,31000,31023,31023540,경기도,성남시분당구,수내2동,65.41
57134918401,107,0.036,31000,31240,31240610,경기도,화성시,동탄1동,25.84
47734059802,107,0.239,31000,31240,31240330,경기도,화성시,비봉면,31.07
57136659801,106,0.181,31000,31240,31240700,경기도,화성시,동탄6동,64.65
47834488801,105,0.567,31000,31240,31240310,경기도,화성시,매송면,93.78
57154851802,105,0.225,31000,31023,31023760,경기도,성남시분당구,백현동,91.23
57154197401,107,0.098,31000,31023,31023770,경기도,성남시분당구,정자1동,90.05
47834909801,107,0.164,31000,31240,31240380,경기도,화성시,팔탄면,0.44
47734163802,106,1.9,31000,31240,31240350,경기도,화성시,마도면,94.72
57137656001,107,0.03,31000,31240,31240520,경기도,화성시,진안동,92.12
57276718301,107,0.156,31000,31180,31180530,경기도,하남시,신장2동,67.56
47824070402,106,0.049,31000,31240,31240430,경기도,화성시,정남면,98.84
57166467502,104,0.097,11000,11240,11240690,서울특별시,송파구,문정2동,76.99
57135418801,107,0.412,31000,31240,31240570,경기도,화성시,화산동,44.44
47735185902,107,0.036,31000,31240,31240150,경기도,화성시,남양읍,81.28
47824081301,107,0.085,31000,31240,31240140,경기도,화성시,향남읍,83.37
57166446601,104,0.124,11000,11240,11240690,서울특별시,송파구,문정2동,1.04
57275340702,107,0.282,31000,31180,31180510,경기도,하남시,천현동,89.77
57150103102,107,0.036,31000,31023,31023670,경기도,성남시분당구,구미동,27.01
202400230701,107,0.127,31000,31240,31240530,경기도,화성시,병점1동,24.06
47734197202,107,0.936,31000,31240,31240350,경기도,화성시,마도면,50.42
57154255102,107,0.037,31000,31023,31023560,경기도,성남시분당구,정자3동,54.64
47714603401,107,0.036,31000,31240,31240130,경기도,화성시,우정읍,30.41
57136470002,107,0.078,31000,31240,31240610,경기도,화성시,동탄1동,4.58
57135005502,107,0.103,31000,31240,31240530,경기도,화성시,병점1동,74.72
57264765701,104,0.073,11000,11240,11240560,서울특별시,송파구,마천2동,72.74
57167908501,104,0.027,11000,11240,11240660,서울특별시,송파구,가락1동,33.47
57134777001,107,0.042,31000,31240,31240600,경기도,화성시,동탄2동,73.08
47624208001,107,0.214,31000,31240,31240370,경기도,화성시,서신면,12.12
57136631402,107,0.033,31000,31240,31240550,경기도,화성시,반월동,95.84
47834489402,105,0.197,31000,31240,31240310,경기도,화성시,매송면,99.22
57278298201,103,0.062,31000,31180,31180611,경기도,하남시,미사3동,99.68
57154456801,107,0.032,31000,31021,31021660,경기도,성남시수정구,시흥동,42.69
57177181601,104,0.011,11000,11240,11240710,서울특별시,송파구,잠실본동,93.75
57267334101,104,0.021,11000,11240,11240540,서울특별시,송파구,거여2동,98.82
57271044501,104,0.152,11000,11240,11240600,서울특별시,송파구,오금동,20.43
57154442702,107,0.139,31000,31023,31023560,경기도,성남시분당구,정자3동,36.02
57254365601,107,0.2,31000,31023,31023510,경기도,성남시분당구,분당동,0.62
57172873401,104,0.058,11000,11240,11240750,서울특별시,송파구,잠실4동,46.26
57166355601,107,0.026,31000,31021,31021540,경기도,성남시수정구,태평1동,84.26
47835611101,107,0.03,31000,31240,31240430,경기도,화성시,정남면,39.91
47836092701,107,0.266,31000,31240,31240330,경기도,화성시,비봉면,7.13
47634546001,106,0.375,31000,31240,31240370,경기도,화성시,서신면,25.13
47835068001,103,0.448,31000,31240,31240570,경기도,화성시,화산동,52.62
57277258002,107,0.04,31000,31180,31180620,경기도,하남시,미사1동,82.1
57276030001,107,0.01,31000,31180,31180600,경기도,하남시,초이동,87.84
47836101001,107,0.029,31000,31240,31240330,경기도,화성시,비봉면,16.11
57276703901,107,0.331,31000,31180,31180530,경기도,하남시,신장2동,47.77
57177272602,104,0.042,11000,11240,11240790,서울특별시,송파구,잠실2동,25.29
57137815401,107,0.108,31000,31240,31240650,경기도,화성시,동탄5동,84.73
47834398101,107,0.221,31000,31240,31240120,경기도,화성시,봉담읍,77.41
57136088201,107,0.2,31000,31240,31240600,경기도,화성시,동탄2동,20.42
57165460401,104,0.053,11000,11240,11240650,서울특별시,송파구,가락본동,12.92
57156573701,107,0.064,31000,31021,31021660,경기도,성남시수정구,시흥동,68.2
47724066101,107,0.034,31000,31240,31240150,경기도,화성시,남양읍,64.15
47825357902,107,0.028,31000,31240,31240140,경기도,화성시,향남읍,88.24
57276876101,107,0.052,31000,31180,31180660,경기도,하남시,감북동,59.77
57136891002,107,0.025,31000,31240,31240610,경기도,화성시,동탄1동,6.13
57266875402,104,0.196,11000,11240,11240820,서울특별시,송파구,위례동,2.83
57125210002,107,0.223,31000,31240,31240700,경기도,화성시,동탄6동,55.5
47835466901,102,0.148,31000,31240,31240330,경기도,화성시,비봉면,56.9
57172999401,104,0.022,11000,11240,11240520,서울특별시,송파구,풍납2동,39.11
57135196001,103,0.624,31000,31240,31240550,경기도,화성시,반월동,63.79
92831007802,106,0.257,31000,31240,31240430,경기도,화성시,정남면,97.86
57165236601,104,0.031,11000,11240,11240690,서울특별시,송파구,문정2동,23.21
57176374001,104,0.007,11000,11240,11240710,서울특별시,송파구,잠실본동,76.17
57265472401,104,0.006,11000,11240,11240670,서울특별시,송파구,가락2동,91.02
47825577102,107,1.082,31000,31240,31240420,경기도,화성시,양감면,0.78
202300034802,107,0.047,31000,31240,31240360,경기도,화성시,송산면,86.24
57277247102,107,0.207,31000,31180,31180670,경기도,하남시,감일동,24.16
47735054202,107,0.149,31000,31240,31240150,경기도,화성시,남양읍,52.64
47735222902,107,0.078,31000,31240,31240330,경기도,화성시,비봉면,31.94
47710021401,106,0.406,31000,31240,31240390,경기도,화성시,장안면,99.05
47745732502,107,0.031,31000,31240,31240360,경기도,화성시,송산면,82.22
47724287801,107,1.153,31000,31240,31240130,경기도,화성시,우정읍,37.07
57266211302,107,0.141,31000,31021,31021680,경기도,성남시수정구,위례동,84.03
57274301101,107,0.234,31000,31180,31180550,경기도,하남시,덕풍2동,64.53
57261125801,103,0.022,31000,31180,31180510,경기도,하남시,천현동,99.16
47825641201,107,0.219,31000,31240,31240420,경기도,화성시,양감면,3.93
57261102502,104,0.083,11000,11240,11240600,서울특별시,송파구,오금동,4.49
92734204801,107,0.046,31000,31240,31240380,경기도,화성시,팔탄면,60.51
57154339501,107,0.037,31000,31023,31023540,경기도,성남시분당구,수내2동,23.5
57136452201,107,0.024,31000,31240,31240700,경기도,화성시,동탄6동,54.7
57264595001,107,0.042,31000,31022,31022510,경기도,성남시중원구,성남동,98.43
57250074901,107,0.105,31000,31023,31023620,경기도,성남시분당구,야탑1동,55.3
57171360102,104,0.065,11000,11240,11240510,서울특별시,송파구,풍납1동,17.64
57276646601,107,0.072,31000,31180,31180630,경기도,하남시,미사2동,97.7
57137068102,107,0.041,31000,31240,31240691,경기도,화성시,동탄7동,85.69
47745796201,107,0.047,31000,31240,31240670,경기도,화성시,새솔동,27.64
47834410701,107,0.024,31000,31240,31240120,경기도,화성시,봉담읍,26.33
47724699401,107,0.033,31000,31240,31240390,경기도,화성시,장안면,44.36
57154354902,107,0.276,31000,31023,31023550,경기도,성남시분당구,정자2동,44.08
47824875402,107,0.044,31000,31240,31240380,경기도,화성시,팔탄면,91.3
47634408202,106,0.016,31000,31240,31240360,경기도,화성시,송산면,78.23
57154968602,107,0.048,31000,31023,31023680,경기도,성남시분당구,운중동,82.75
57138970402,107,0.033,31000,31240,31240520,경기도,화성시,진안동,97.05
57254220101,107,0.059,31000,31023,31023670,경기도,성남시분당구,구미동,52.99
47834197301,107,0.136,31000,31240,31240120,경기도,화성시,봉담읍,96.78
57267045702,107,0.021,31000,31022,31022510,경기도,성남시중원구,성남동,97.59
57264941501,104,0.061,11000,11240,11240560,서울특별시,송파구,마천2동,46.95
57254227301,107,0.033,31000,31023,31023600,경기도,성남시분당구,이매1동,80.54
47724596602,107,0.018,31000,31240,31240390,경기도,화성시,장안면,90.53
57276169802,107,0.149,31000,31180,31180560,경기도,하남시,덕풍3동,52.28
47825588802,106,0.073,31000,31240,31240420,경기도,화성시,양감면,99.98
57137696901,101,0.885,31000,31240,31240700,경기도,화성시,동탄6동,74.21
57251018801,107,0.085,31000,31023,31023560,경기도,성남시분당구,정자3동,89.96
57254274601,107,0.106,31000,31023,31023630,경기도,성남시분당구,야탑3동,46.06
57150068502,107,0.072,31000,31023,31023580,경기도,성남시분당구,서현1동,68.3
57255376801,107,0.024,31000,31023,31023600,경기도,성남시분당구,이매1동,89.71
47735185201,107,0.09,31000,31240,31240150,경기도,화성시,남양읍,74.57
57137886201,107,0.026,31000,31240,31240700,경기도,화성시,동탄6동,80.86
57134794601,107,0.099,31000,31240,31240620,경기도,화성시,동탄3동,37.5
57135739201,107,0.096,31000,31240,31240520,경기도,화성시,진안동,88.12
57234993601,107,0.014,31000,31240,31240650,경기도,화성시,동탄5동,42.88
