link_id,max_speed,road_name,road_no,road_rank,link_type,pavement,road_type,lanes,oneway,length,level,dir,v_link_id,f_node,t_node,lanes_dir,acc_cnt
476240432,60,매화1길,0,107,32768,0.0,0,2,0,0.073,6.0,UP,47624043201,183331,1720670,1,0
476240226,60,매화2길,0,107,32768,0.0,0,2,0,0.155,5.5,UP,47624022601,183310,183311,1,1
476240462,50,제부로,0,107,32768,0.0,0,2,0,0.419,6.0,UP,47624046201,183353,550931,1,0
476240470,40,화남공단로,0,107,34816,0.0,0,2,0,0.529,6.5,UP,47624047001,183353,183354,1,0
476240510,60,해운로,0,107,32768,0.0,0,2,0,3.473,6.0,UP,47624051001,183315,183345,1,1
476240524,50,제부로,0,107,32768,0.0,0,2,0,0.676,6.0,UP,47624052401,183381,550933,1,0
476240530,30,궁평고잔길,0,107,32768,0.0,0,1,1,0.04,6.0,UP,47624053001,183355,183356,1,0
476240534,30,수문개길,0,107,32768,0.0,0,1,1,0.019,6.0,UP,47624053401,183325,183355,1,0
476240538,30,궁평고잔길,0,107,32768,0.0,0,1,1,0.041,6.0,UP,47624053801,183356,183325,1,0
476240540,30,해운로,0,107,32768,0.0,0,2,0,0.117,6.0,UP,47624054001,183345,183357,1,0
476240548,60,궁평항로,309,106,32768,0.0,0,4,0,0.184,5.5,UP,47624054801,183357,183358,2,0
476240568,60,궁평항로,309,106,32768,0.0,0,4,0,0.045,5.5,UP,47624056801,183359,183360,2,0
476240592,60,궁평항로,309,106,4,0.0,0,4,0,0.026,5.5,UP,47624059201,183362,183365,2,0
476240596,60,,0,107,4,0.0,0,1,1,0.058,6.0,UP,47624059601,183366,183368,1,0
476240606,60,궁평항로,309,106,4,0.0,0,4,0,0.022,5.5,UP,47624060601,183362,183367,2,0
476240610,60,,0,107,4,0.0,0,4,0,0.042,6.0,UP,47624061001,183365,183368,2,1
476240696,60,제부로,0,107,32768,0.0,0,2,0,0.229,6.0,UP,47624069601,550930,550932,1,0
476240698,60,제부로,0,107,32768,0.0,0,2,0,0.163,6.0,UP,47624069801,550931,550932,1,0
476240700,60,제부로,0,107,32768,0.0,0,2,0,0.129,6.0,UP,47624070001,183663,183370,1,0
476240702,60,제부로,0,107,32768,0.0,0,2,0,0.05,6.0,UP,47624070201,183370,550930,1,1
476240736,50,,0,107,32768,0.0,0,2,0,0.073,6.5,UP,47624073601,183317,183339,1,0
476240742,50,해운로458번길,0,107,32768,0.0,0,2,0,0.417,6.0,UP,47624074201,183316,183339,1,0
476240748,50,제부로,0,107,32768,0.0,0,2,0,0.438,6.0,UP,47624074801,183353,550928,1,2
476240774,50,제부로,0,107,32768,0.0,0,2,0,0.443,6.0,UP,47624077401,550928,550933,1,0
476240788,60,궁평항로,309,106,32768,0.0,0,4,0,0.107,5.5,UP,47624078801,183329,183371,2,0
476240790,30,궁평항로,309,106,4,0.0,0,4,0,0.078,5.5,UP,47624079001,183358,183371,2,0
476240798,30,대수풀길,0,107,4,0.0,0,1,1,0.087,6.5,UP,47624079801,183371,183372,1,0
476240804,30,대수풀길,0,107,32768,0.0,0,2,0,0.011,6.5,UP,47624080401,183350,183372,1,0
476240806,60,대수풀길,0,107,4,0.0,0,2,0,0.024,6.5,UP,47624080601,183358,183372,1,0
476240810,50,,0,107,32768,0.0,0,4,0,0.293,6.5,UP,47624081001,603912,603913,2,0
476240812,50,,0,107,32768,0.0,0,4,0,0.29,6.5,UP,47624081201,603914,603915,2,0
476240814,50,해운로458번길,0,107,32768,0.0,0,4,0,0.119,6.0,UP,47624081401,603912,603915,2,0
476240818,50,해운로458번길,0,107,32768,0.0,0,4,0,0.311,6.5,UP,47624081801,550934,550944,2,0
476240822,50,해운로458번길,0,107,32768,0.0,0,4,0,0.11,6.0,UP,47624082201,550934,603915,2,0
476240858,60,효자각로,0,107,32768,0.0,0,2,0,1.006,6.0,UP,47624085801,183352,183392,1,1
476241062,60,바다뜰길,0,107,32768,0.0,0,2,0,0.321,6.0,UP,47624106201,183686,183374,1,0
476241070,40,,0,107,32768,0.0,0,2,0,0.071,6.5,UP,47624107001,183375,183376,1,0
926241130,60,,309,106,32768,0.0,0,4,0,0.37,5.5,UP,92624113001,183378,183382,2,0
926241160,60,궁평항로,309,106,32768,0.0,0,4,0,0.38,5.5,UP,92624116001,183380,1720667,2,0
476241164,50,백미길,0,107,32768,0.0,0,2,0,0.16,6.0,UP,47624116401,183320,1669104,1,0
476241262,30,수문개길,0,107,32768,0.0,0,1,1,0.404,6.0,UP,47624126201,550927,183325,1,0
476241304,60,궁평항로,309,106,32768,0.0,0,4,0,0.573,5.5,UP,47624130401,183361,183367,2,0
476241633,60,궁평항로,0,107,4,0.0,0,1,1,0.066,6.0,UP,47624163301,183368,183367,1,0
476241663,50,제부로,0,107,32768,0.0,0,2,0,0.336,6.0,UP,47624166301,183625,183381,1,0
926241758,60,궁평항로,309,106,32768,0.0,0,4,0,0.844,5.5,UP,92624175801,183373,183380,2,0
476241780,30,궁평항로,309,106,32768,0.0,0,4,0,0.032,5.5,UP,47624178001,183357,183386,2,0
476241782,30,궁평항로,309,106,32768,0.0,0,4,0,0.078,5.5,UP,47624178201,183373,183386,2,0
476241784,60,궁평항로,309,106,4,0.0,0,4,0,0.013,5.5,UP,47624178401,183319,183387,2,0
476241794,60,궁평항로,309,106,32768,0.0,0,4,0,0.384,5.5,UP,47624179401,183330,183389,2,0
476241804,30,궁평항로,309,106,32768,0.0,0,4,0,0.179,5.5,UP,47624180401,183726,183394,2,0
476241806,30,효자각로,0,107,32768,0.0,0,2,0,0.012,5.5,UP,47624180601,183303,183391,1,0
476241814,60,궁평항로,309,106,4,0.0,0,1,1,0.065,5.5,UP,47624181401,183390,183396,1,0
476241816,60,궁평항로,309,106,4,0.0,0,1,1,0.066,5.5,UP,47624181601,183395,183390,1,0
476241818,30,효자각로,0,107,4,0.0,0,1,1,0.022,5.5,UP,47624181801,183400,183391,1,0
476241820,60,효자각로,0,107,4,0.0,0,1,1,0.016,5.5,UP,47624182001,183391,183401,1,0
476241824,30,궁평항로,309,106,4,0.0,0,1,1,0.066,5.5,UP,47624182401,183399,183394,1,0
476241826,30,궁평항로,309,106,4,0.0,0,1,1,0.064,5.5,UP,47624182601,183394,183393,1,0
476241828,60,효자각로,0,107,4,0.0,0,1,1,0.024,6.0,UP,47624182801,183397,183392,1,0
476241830,60,효자각로,0,107,4,0.0,0,1,1,0.023,6.0,UP,47624183001,183392,183398,1,0
476241838,60,효자각로,309,106,64,0.0,0,1,1,0.02,5.5,UP,47624183801,183395,183396,1,1
476241842,60,효자각로,309,106,64,0.0,0,1,1,0.008,5.5,UP,47624184201,183396,183397,1,0
476241846,60,궁평항로,309,106,64,0.0,0,1,1,0.016,5.5,UP,47624184601,183397,183398,1,0
476241848,40,효자각로,309,106,64,0.0,0,1,1,0.019,5.5,UP,47624184801,183399,183393,1,0
476241850,60,궁평항로,309,106,64,0.0,0,1,1,0.004,5.5,UP,47624185001,183398,183399,1,0
476241852,60,효자각로,309,106,64,0.0,0,1,1,0.012,5.5,UP,47624185201,183393,183400,1,0
476241856,60,궁평항로,309,106,64,0.0,0,1,1,0.008,5.5,UP,47624185601,183401,183395,1,0
476241858,30,궁평항로,309,106,64,0.0,0,1,1,0.017,5.5,UP,47624185801,183400,183401,1,0
476241880,40,궁평항로,0,107,32768,0.0,0,2,0,0.308,6.5,UP,47624188001,183322,183403,1,0
476241910,40,궁평항로,0,107,32768,0.0,0,2,0,0.381,6.5,UP,47624191001,183403,183404,1,0
476241952,40,궁평항로,0,107,32768,0.0,0,2,0,0.077,6.0,UP,47624195201,183333,183404,1,0
476241960,30,궁평항로,0,107,32768,0.0,0,2,0,0.176,6.0,UP,47624196001,183322,183404,1,0
476241978,60,궁평항로,309,106,32768,0.0,0,4,0,0.02,5.5,UP,47624197801,183405,550926,2,1
476242040,60,궁평항로,309,106,32768,0.0,0,4,0,0.077,5.5,UP,47624204001,183390,550929,2,1
476242050,60,바다뜰길,0,107,4,0.0,0,2,0,0.028,6.0,UP,47624205001,183303,550936,1,0
476242066,30,바다뜰길,0,107,4,0.0,0,1,1,0.023,6.0,UP,47624206601,550935,550936,1,0
476242068,30,매화3길,0,107,4,0.0,0,2,0,0.028,5.5,UP,47624206801,183303,550935,1,1
476242072,60,바다뜰길,0,107,32768,0.0,0,2,0,0.52,6.0,UP,47624207201,550936,1720688,1,0
476242080,30,해안길,0,107,32768,0.0,0,2,0,0.214,6.0,UP,47624208001,183312,550937,1,0
476242108,40,바다뜰길,0,107,4,0.0,0,1,1,0.033,6.0,UP,47624210801,550939,550938,1,0
476242110,60,바다뜰길,0,107,4,0.0,0,2,0,0.023,6.0,UP,47624211001,183309,550938,1,0
476242114,60,염전길,0,107,4,0.0,0,1,1,0.031,6.0,UP,47624211401,550940,550939,1,0
476242116,40,염전길,0,107,4,0.0,0,2,0,0.019,6.0,UP,47624211601,183309,550939,1,0
476242118,40,염전길,0,107,32768,0.0,0,2,0,0.421,6.0,UP,47624211801,183375,550939,1,0
476242120,60,바다뜰길,0,107,4,0.0,0,2,0,0.025,6.0,UP,47624212001,183309,550940,1,0
476242122,60,바다뜰길,0,107,32768,0.0,0,2,0,0.049,6.0,UP,47624212201,183374,550940,1,0
2024000039,50,해운로458번길,,107,32768,0.0,0,4,0,0.159,6.5,UP,202400003901,550934,20241210,2,0
476242380,50,,0,107,32768,0.0,0,4,0,0.05,6.5,UP,47624238001,550942,550944,2,0
476242382,50,,0,107,32768,0.0,0,4,0,0.029,6.5,UP,47624238201,550943,550944,2,0
476242406,60,궁평고잔길,0,107,4,0.0,0,1,1,0.03,6.0,UP,47624240601,550945,550946,1,1
476242408,60,궁평항로,0,107,4,0.0,0,1,1,0.044,6.0,UP,47624240801,550946,550947,1,0
476242412,60,궁평항로,309,106,4,0.0,0,4,0,0.03,5.5,UP,47624241201,183324,550945,2,0
476242414,60,궁평고잔길,0,107,4,0.0,0,2,0,0.02,6.0,UP,47624241401,183324,550946,1,0
476242416,40,궁평고잔길,0,107,32768,0.0,0,2,0,0.116,6.0,UP,47624241601,183356,550946,1,0
476242418,60,궁평항로,309,106,4,0.0,0,4,0,0.032,5.5,UP,47624241801,183324,550947,2,0
476242420,60,궁평항로,309,106,32768,0.0,0,4,0,0.018,5.5,UP,47624242001,183361,550947,2,0
476242426,60,궁평항로,309,106,4,0.0,0,4,0,0.037,5.5,UP,47624242601,183365,183366,2,0
476242438,60,궁평항로,309,106,32768,0.0,0,4,0,0.399,5.5,UP,47624243801,183334,550948,2,1
476242440,60,궁평항로,309,106,32768,0.0,0,4,0,0.011,5.5,UP,47624244001,183366,550948,2,0
476242450,60,궁평항로,309,106,32768,0.0,0,4,0,0.263,5.5,UP,47624245001,183405,550929,2,0
476242478,40,백미길,0,107,32768,0.0,0,2,0,0.253,6.0,UP,47624247801,1669104,1720668,1,0
476242484,50,,0,107,32768,0.0,0,2,0,1.751,6.0,UP,47624248401,550931,1669106,1,0
476242491,50,,0,107,32768,0.0,0,2,0,0.054,6.0,UP,47624249101,1669105,1669106,1,0
476242493,50,,0,107,32768,0.0,0,2,0,0.934,6.0,UP,47624249301,1669104,1669105,1,0
476242591,60,,0,107,1,0.0,0,2,1,1.003,6.0,UP,47624259101,715555,604490,2,0
476242593,60,,0,107,1,0.0,0,2,1,1.026,6.0,UP,47624259301,716288,715555,2,0
476242594,60,백미길,0,107,4,0.0,0,1,1,0.039,6.0,UP,47624259401,1720669,1720668,1,0
476242595,60,궁평항로,0,107,4,0.0,0,1,1,0.04,6.0,UP,47624259501,1720668,1720667,1,0
476242597,60,궁평항로,309,106,4,0.0,0,4,0,0.009,5.5,UP,47624259701,183387,1720667,2,0
476242599,60,백미길,0,107,4,0.0,0,2,0,0.032,6.0,UP,47624259901,183319,1720668,1,0
476242600,60,궁평항로,309,106,4,0.0,0,4,0,0.017,5.5,UP,47624260001,183319,1720669,2,0
476242601,60,궁평항로,309,106,32768,0.0,0,4,0,0.081,5.5,UP,47624260101,183382,1720669,2,0
476242608,60,매화1길,0,107,32768,0.0,0,2,0,0.01,5.5,UP,47624260801,183310,1720670,1,0
476242612,60,매화2길,0,107,32768,0.0,0,2,0,0.043,5.5,UP,47624261201,183311,1720671,1,0
476241118,60,궁평항로,309,106,32768,0.0,0,4,0,0.36,5.5,UP,47624111801,183330,183378,2,0
476242856,30,매화3길,0,107,32768,0.0,0,2,0,0.218,5.5,UP,47624285601,1720670,1720683,1,0
476242864,30,매화3길,0,107,32768,0.0,0,2,0,0.077,5.5,UP,47624286401,550935,1720683,1,0
476242987,30,바다뜰길,0,107,32768,0.0,0,2,0,0.073,6.5,UP,47624298701,183309,1720682,1,0
476242988,30,바다뜰길,0,107,34816,0.0,0,2,0,0.01,6.5,UP,47624298801,1720655,1720682,1,0
476242993,40,,0,107,32768,0.0,0,2,0,0.36,6.0,UP,47624299301,1720683,1720684,1,0
476243024,40,,0,107,32768,0.0,0,2,0,0.118,6.0,UP,47624302401,1720684,1720687,1,0
476243026,40,,0,107,32768,0.0,0,2,0,0.049,6.5,UP,47624302601,183311,1720684,1,0
476243028,40,,0,107,32768,0.0,0,2,0,0.061,6.0,UP,47624302801,1720687,1720688,1,0
476243029,40,,0,107,32768,0.0,0,2,0,0.079,6.5,UP,47624302901,1720682,1720687,1,0
476243031,40,,0,107,32768,0.0,0,2,0,0.123,6.0,UP,47624303101,1720687,1720689,1,0
476243036,60,바다뜰길,0,107,32768,0.0,0,2,0,0.097,6.0,UP,47624303601,550938,1720688,1,0
476243042,60,매화2길,0,107,32768,0.0,0,2,0,0.147,5.5,UP,47624304201,183699,1720689,1,0
476243043,60,매화2길,0,107,32768,0.0,0,2,0,0.058,5.5,UP,47624304301,1720671,1720689,1,0
476300178,60,제부로,0,107,32768,0.0,0,2,0,0.098,5.5,UP,47630017801,183419,183421,1,0
476310012,50,송산로,305,106,32768,0.0,0,2,0,0.208,5.5,UP,47631001201,183417,183538,1,1
476310044,50,송산로,305,106,32768,0.0,0,2,0,0.084,5.5,UP,47631004401,183406,183538,1,2
476310048,30,송산포도로,0,107,32768,0.0,0,2,0,0.113,6.0,UP,47631004801,183417,183439,1,1
476310067,60,송산포도로,0,107,32768,0.0,0,2,0,0.675,6.0,UP,47631006701,183509,183716,1,1
476310071,50,송산로,305,106,32768,0.0,0,2,0,0.16,5.5,UP,47631007101,183417,183437,1,1
476310742,60,제부로,0,107,32768,0.0,0,2,0,1.057,5.5,UP,47631074201,183421,183422,1,0
476311478,50,삼일공원로,0,107,32768,0.0,0,2,0,0.509,6.0,UP,47631147801,183415,183497,1,0
476340055,50,송산로,0,107,32768,0.0,0,2,0,5.406,6.0,UP,47634005501,183437,183659,1,2
476340075,50,공룡로,305,106,32768,0.0,0,2,0,2.284,5.5,UP,47634007501,183438,183533,1,1
476340119,50,송산로,305,106,4,0.0,0,2,0,0.028,5.5,UP,47634011901,183406,183452,1,0
476340123,40,화성로,0,107,32768,0.0,0,2,0,0.133,6.0,UP,47634012301,183446,183454,1,1
476340225,60,전곡항로,0,107,32768,0.0,0,2,0,0.072,6.0,UP,47634022501,183459,183467,1,0
476340297,30,해안길,0,107,32768,0.0,0,2,0,0.2,6.0,UP,47634029701,183424,183491,1,0
476340333,30,송산포도로,0,107,32768,0.0,0,2,0,0.25,6.0,UP,47634033301,183496,550956,1,2
476340351,60,화성로,0,107,4,0.0,0,1,1,0.068,6.0,UP,47634035101,183499,183500,1,0
476340352,60,사강로,0,107,32768,0.0,0,2,0,0.65,6.0,UP,47634035201,183410,183499,1,0
476340353,60,사강로,0,107,4,0.0,0,2,0,0.033,6.0,UP,47634035301,183450,183499,1,1
476340355,70,화성로,305,106,4,0.0,0,4,0,0.048,5.5,UP,47634035501,183450,183500,2,0
476340367,60,당성로,0,107,32768,0.0,0,2,0,0.154,5.5,UP,47634036701,183413,550955,1,0
476340417,10,공룡로,0,107,32768,0.0,0,2,0,0.202,6.0,UP,47634041701,183507,183508,1,0
476340419,10,공룡로,0,107,32768,0.0,0,2,0,1.258,6.0,UP,47634041901,183508,603945,1,1
476340421,60,송산포도로,0,107,32768,0.0,0,3,0,0.025,6.0,UP,47634042101,197206,183509,2,0
476340423,30,어섬길,322,106,32768,0.0,0,2,0,0.745,5.5,UP,47634042301,183503,183510,1,0
476340442,30,사강시장길,0,107,32768,0.0,0,2,0,0.062,6.0,UP,47634044201,183511,183539,1,0
476340445,40,사강시장길,0,107,32768,0.0,0,2,0,0.017,6.0,UP,47634044501,183448,183511,1,0
476340447,30,사강시장길,0,107,32768,0.0,0,2,0,0.024,6.0,UP,47634044701,183448,183512,1,0
476340450,30,사강로,0,107,32768,0.0,0,2,0,0.061,6.0,UP,47634045001,183514,183515,1,0
476340452,10,사강로,0,107,32768,0.0,0,2,0,0.058,6.5,UP,47634045201,183517,183518,1,0
476340453,30,사강시장길,0,107,32768,0.0,0,2,0,0.04,6.0,UP,47634045301,183512,183514,1,0
476340455,50,사강로,0,107,32768,0.0,0,2,0,0.138,6.0,UP,47634045501,183515,183548,1,1
476340456,50,사강로,0,107,32768,0.0,0,2,0,0.134,6.0,UP,47634045601,183452,183515,1,0
476340465,40,사강시장길,0,107,32768,0.0,0,2,0,0.046,6.0,UP,47634046501,183502,183513,1,1
476340466,40,사강로,0,107,32768,0.0,0,2,0,0.053,6.0,UP,47634046601,183513,183516,1,0
476340467,50,사강로,0,107,32768,0.0,0,2,0,0.096,6.0,UP,47634046701,183446,183516,1,1
476340468,50,사강로,0,107,32768,0.0,0,2,0,0.127,6.0,UP,47634046801,183516,183518,1,3
476340475,60,마도로,318,106,32768,0.0,0,2,0,0.101,5.5,UP,47634047501,183445,183519,1,0
476340645,50,공룡로,305,106,32768,0.0,0,2,0,0.131,5.5,UP,47634064501,183437,183533,1,1
476340658,60,송산포도로,322,106,32768,0.0,0,2,0,2.35,5.5,UP,47634065801,183536,183705,1,1
476340679,60,마도로,318,106,32768,0.0,0,2,0,0.145,5.5,UP,47634067901,552185,183537,1,0
476340680,60,마도로,318,106,32768,0.0,0,2,0,1.652,5.5,UP,47634068001,183521,183537,1,0
476340691,40,,0,107,32768,0.0,0,2,0,0.063,6.0,UP,47634069101,183538,183539,1,0
476340692,30,사강시장길,0,107,32768,0.0,0,2,0,0.137,6.0,UP,47634069201,183439,183539,1,0
476340696,30,송산포도로,0,107,32768,0.0,0,2,0,0.109,6.0,UP,47634069601,183439,550956,1,0
476340749,60,송산포도로,0,107,4,0.0,0,1,1,0.026,6.0,UP,47634074901,183544,183542,1,0
476340750,60,송산서로,0,107,4,0.0,0,1,1,0.032,6.0,UP,47634075001,183543,183544,1,0
476340752,60,송산서로,0,107,4,0.0,0,2,0,0.023,6.0,UP,47634075201,183436,183544,1,0
476340753,60,송산포도로,322,106,4,0.0,0,2,0,0.023,5.5,UP,47634075301,183436,183542,1,0
476340755,60,송산포도로,322,106,4,0.0,0,2,0,0.015,5.5,UP,47634075501,183436,183543,1,0
476340812,60,당성로,0,107,32768,0.0,0,2,0,0.356,6.0,UP,47634081201,550951,550958,1,0
926340834,60,공룡로,305,106,32768,0.0,0,2,0,0.58,5.5,UP,92634083401,183416,1720700,1,1
476340846,30,공룡로,305,106,32768,0.0,0,2,0,0.824,5.5,UP,47634084601,183546,550974,1,0
476340877,60,송산동로,0,107,32768,0.0,0,2,0,1.433,6.0,UP,47634087701,183449,183655,1,0
476340880,60,송산포도로,322,106,32768,0.0,0,2,0,0.781,5.5,UP,47634088001,183543,183675,1,0
476340900,50,송산포도로,322,106,32768,0.0,0,2,0,3.076,5.5,UP,47634090001,183417,183542,1,4
476340917,40,사강로,0,107,32768,0.0,0,2,0,0.059,6.0,UP,47634091701,183548,183549,1,0
476340919,50,사강로,0,107,32768,0.0,0,2,0,0.151,6.0,UP,47634091901,183518,183548,1,0
476340921,40,사강시장길,0,107,32768,0.0,0,2,0,0.147,6.0,UP,47634092101,183517,183549,1,1
476340926,60,전곡항로,0,107,32768,0.0,0,2,0,0.064,6.0,UP,47634092601,183463,183550,1,0
476340952,60,마도북로,0,107,32768,0.0,0,2,0,1.268,6.0,UP,47634095201,183700,551000,1,1
476340959,70,화성로,322,106,32768,0.0,0,4,0,0.535,5.5,UP,47634095901,183454,183650,2,2
476340969,60,전곡항로,0,107,4,0.0,0,1,1,0.059,6.0,UP,47634096901,183556,183557,1,0
476340970,70,전곡항로,301,106,4,0.0,0,4,0,0.036,5.5,UP,47634097001,183456,183557,2,0
476340972,80,전곡항로,0,107,4,0.0,0,1,1,0.044,6.0,UP,47634097201,183558,183556,1,0
476340973,60,전곡항로,0,107,4,0.0,0,2,0,0.035,6.0,UP,47634097301,183456,183556,1,0
476340979,50,전곡항로,301,106,4,0.0,0,4,0,0.031,5.5,UP,47634097901,183456,183558,2,0
476340992,70,전곡항로,318,106,32768,0.0,0,4,0,0.504,5.5,UP,47634099201,183561,183563,2,0
476340999,50,전곡항로,301,106,32768,0.0,0,4,0,0.714,5.5,UP,47634099901,183558,183564,2,1
476341015,70,화성로,305,106,32768,0.0,0,4,0,1.139,5.5,UP,47634101501,183450,183651,2,9
476341027,60,제부로,0,107,32768,0.0,4,2,0,0.1,6.0,UP,47634102701,183571,183572,1,0
476341041,60,화성로,305,106,32768,0.0,0,2,0,0.156,6.0,UP,47634104101,183573,183576,1,0
476341042,30,화성로,0,107,32768,0.0,0,2,0,0.337,6.5,UP,47634104201,183574,183576,1,0
476341094,70,전곡항로,301,106,32768,0.0,0,4,0,0.432,5.5,UP,47634109401,550961,580276,2,1
476341096,60,화성로,0,107,4,0.0,0,1,1,0.072,6.0,UP,47634109601,183583,183584,1,0
476341097,70,백곡로,0,107,4,0.0,0,1,1,0.054,6.0,UP,47634109701,183585,183586,1,0
476341098,50,화성로,0,107,4,0.0,0,1,1,0.058,6.0,UP,47634109801,183587,183588,1,0
476341099,60,제부로,0,107,4,0.0,0,1,1,0.048,6.0,UP,47634109901,183584,183589,1,0
