gbn,fac_hght,fac_wdth,sprtn,cntns,lon,lat
화성시,7.5,3.6,N,N,126.9466808,37.08584116
하남시,10.0,3.6,Y,N,127.2156999,37.5328999
하남시,7.5,2.7,N,N,127.2336999,37.4930999
하남시,10.0,3.6,N,N,127.1912999,37.5038999
하남시,10.0,3.6,N,N,127.1908999,37.5033999
하남시,7.5,2.2,N,N,127.1861999,37.4976999
하남시,7.5,2.7,N,N,127.1863999,37.4977999
하남시,10.0,3.6,N,N,127.1894999,37.5014999
하남시,10.0,3.6,N,N,127.1915999,37.5033999
하남시,10.0,3.6,N,N,127.1921999,37.5038999
하남시,10.0,3.6,Y,N,127.1921999,37.5040999
하남시,10.0,3.6,N,N,127.2354034,37.54057248
하남시,10.0,3.6,N,N,127.2347999,37.5402999
하남시,7.5,3.4,N,N,127.2331999,37.4927999
하남시,10.0,3.6,N,N,127.2359314,37.53862527
하남시,10.0,3.6,N,N,127.2331999,37.5386999
하남시,10.0,3.6,Y,N,127.2324999,37.5381999
하남시,10.0,3.6,Y,N,127.2308999,37.5378999
하남시,7.5,3.2,Y,N,127.2306993,37.53776762
하남시,7.5,3.2,Y,N,127.227267,37.5338552
하남시,10.0,3.6,Y,N,127.2281999,37.5348999
하남시,10.0,3.6,N,N,127.234525,37.4957041
하남시,0.0,3.6,Y,N,127.1985999,37.5165999
하남시,10.0,3.6,Y,N,127.1991999,37.5174999
하남시,10.0,3.6,Y,N,127.1994999,37.5178999
하남시,10.0,3.6,Y,N,127.1962999,37.5105999
하남시,7.5,3.2,N,N,127.1975999,37.5067999
하남시,7.5,3.0,N,N,127.1982999,37.5070999
하남시,10.0,3.6,N,N,127.2009999,37.5095999
하남시,10.0,3.6,N,N,127.2007999,37.5094999
하남시,10.0,3.6,N,N,127.2319999,37.5025999
하남시,10.0,3.6,N,N,127.2005999,37.5096999
하남시,10.0,3.6,N,N,127.2022999,37.5091999
하남시,7.5,2.7,N,N,127.2001999,37.5097999
하남시,7.5,2.8,N,N,127.2009999,37.5096999
하남시,10.0,3.6,N,N,127.2015124,37.51190767
하남시,10.0,3.6,N,N,127.2010999,37.5136999
하남시,10.0,3.6,N,N,127.2011999,37.5129999
하남시,10.0,3.6,N,N,127.2012999,37.5140999
하남시,10.0,3.6,N,N,127.2013999,37.5145999
하남시,10.0,3.6,N,N,127.2340999,37.5032999
하남시,0.0,3.6,N,N,127.1715999,37.5425999
하남시,10.0,3.6,N,N,127.1969999,37.5174999
하남시,7.5,2.5,N,N,127.1948999,37.5163999
하남시,10.0,3.6,N,N,127.1687999,37.541511
하남시,10.0,3.6,Y,N,127.1754999,37.5419999
하남시,10.0,3.6,N,N,127.1835999,37.5367999
하남시,10.0,3.8,N,N,127.1888999,37.5340999
하남시,10.0,3.9,Y,N,127.1884999,37.5342999
하남시,10.0,3.6,Y,N,127.1872999,37.5350999
하남시,10.0,3.6,Y,N,127.1846999,37.5376999
하남시,10.0,3.6,N,N,127.2324999,37.5027999
하남시,10.0,3.9,Y,N,127.1821999,37.5391999
하남시,10.0,3.9,Y,N,127.1803999,37.5395999
하남시,10.0,3.9,Y,N,127.1790999,37.5402999
하남시,10.0,3.6,Y,N,127.1729999,37.5308999
하남시,10.0,3.6,Y,N,127.1732999,37.5298999
하남시,10.0,3.6,Y,N,127.1746999,37.5263999
하남시,10.0,3.6,Y,N,127.1753999,37.5246999
하남시,10.0,3.6,Y,N,127.1662999,37.5160999
하남시,10.0,3.6,N,N,127.164514,37.5158542
하남시,10.0,3.6,N,N,127.1616999,37.5159999
하남시,10.0,5.0,N,N,127.1624999,37.5159999
하남시,10.0,4.6,N,N,127.1617999,37.5159999
하남시,10.0,4.7,N,N,127.1610999,37.5159999
하남시,10.0,3.6,N,N,127.1614999,37.5155999
하남시,10.0,3.6,Y,N,127.1587423,37.51955574
하남시,10.0,3.6,Y,N,127.1588999,37.5186999
하남시,7.5,3.4,N,N,127.2337999,37.5033999
하남시,10.0,4.3,Y,N,127.1596999,37.5201999
하남시,10.0,4.3,Y,N,127.1598999,37.5206999
하남시,10.0,4.6,Y,N,127.1625999,37.5251999
하남시,10.0,4.6,Y,N,127.1628999,37.5256999
하남시,10.0,3.6,Y,N,127.1686999,37.5323999
하남시,10.0,3.6,Y,N,127.1701999,37.5329999
하남시,10.0,3.6,Y,N,127.1708999,37.5336999
하남시,10.0,3.6,Y,N,127.1708803,37.5346239
하남시,10.0,3.6,Y,N,127.1713999,37.5367999
하남시,10.0,3.6,Y,N,127.1713999,37.5389999
하남시,10.0,3.6,N,N,127.2342999,37.5032999
하남시,10.0,3.9,Y,N,127.1713999,37.5420999
하남시,10.0,3.6,Y,N,127.1718999,37.5438999
하남시,10.0,3.6,Y,N,127.2730999,37.5264999
하남시,10.0,3.6,Y,N,127.2717999,37.5266999
하남시,10.0,3.6,Y,N,127.2833999,37.5165999
하남시,10.0,3.6,Y,N,127.2785225,37.51491911
하남시,7.5,3.1,N,N,127.2779999,37.5151999
하남시,10.0,3.6,N,N,127.2012999,37.5713999
하남시,10.0,3.6,N,N,127.2338957,37.50293822
하남시,7.5,3.2,N,N,127.2015999,37.5717999
하남시,10.0,3.6,N,N,127.2028999,37.5738999
하남시,10.0,3.6,N,N,127.2029999,37.5740999
하남시,10.0,3.6,N,N,127.2037999,37.5755999
하남시,10.0,3.6,N,N,127.2040999,37.5758999
하남시,7.5,2.6,N,N,127.2003999,37.5716999
하남시,10.0,3.6,Y,N,127.2119999,37.5504999
하남시,7.5,2.8,N,N,127.2325999,37.4897999
하남시,7.5,2.2,N,N,127.2352199,37.5030543
하남시,10.0,3.6,Y,N,127.208415,37.5533658
하남시,10.0,3.6,Y,N,127.1987999,37.5530999
하남시,10.0,3.6,Y,N,127.1974999,37.5538999
하남시,10.0,3.6,Y,N,127.1984999,37.5470999
하남시,10.0,3.6,Y,N,127.2026999,37.5506999
하남시,10.0,3.6,Y,N,127.2046613,37.5465096
하남시,7.5,2.5,N,N,127.2349999,37.5033999
하남시,10.0,3.6,N,N,127.1993999,37.5474999
하남시,10.0,3.6,Y,N,127.2054999,37.5451999
하남시,10.0,3.6,N,N,127.2056999,37.5432999
하남시,10.0,3.6,N,N,127.2057999,37.5434999
하남시,10.0,3.6,N,N,127.2056585,37.54390046
하남시,10.0,3.6,N,N,127.2035999,37.5487999
하남시,7.5,2.7,N,N,127.2043999,37.5484999
하남시,10.0,3.6,N,N,127.1996999,37.5475999
하남시,0.0,3.6,N,N,127.1858999,37.5497999
하남시,0.0,3.6,N,N,127.1867999,37.5496999
하남시,10.0,3.6,Y,N,127.2308999,37.5042999
하남시,0.0,3.6,N,N,127.1874999,37.5493999
하남시,10.0,3.6,N,N,127.1881999,37.5487999
하남시,10.0,3.6,N,N,127.1875999,37.5483999
하남시,10.0,3.6,N,N,127.1841999,37.5477999
하남시,7.5,3.0,N,N,127.1827999,37.5472999
하남시,7.5,2.5,N,N,127.1829305,37.54688231
하남시,10.0,3.6,N,N,127.1989999,37.5452999
하남시,10.0,3.6,N,N,127.1987999,37.5452999
하남시,7.5,2.3,N,N,127.2031999,37.5432999
하남시,10.0,3.6,N,N,127.2037999,37.5429999
하남시,10.0,4.0,Y,N,127.2307999,37.5065999
하남시,10.0,3.6,N,N,127.2035999,37.5415999
하남시,7.5,3.0,N,N,127.2030999,37.5408999
하남시,7.5,2.2,N,N,127.2012999,37.5420999
하남시,10.0,3.6,N,N,127.2014999,37.5410999
하남시,7.5,2.8,N,N,127.2005999,37.5415999
하남시,10.0,3.6,N,N,127.1980999,37.5432999
하남시,10.0,4.3,Y,N,127.2307999,37.5071999
하남시,7.5,3.0,N,N,127.1994999,37.5414999
하남시,10.0,3.6,Y,N,127.1984999,37.5412999
하남시,10.0,3.6,Y,N,127.1975028,37.54067799
하남시,7.5,3.4,Y,N,127.1982999,37.5404999
하남시,10.0,3.6,Y,N,127.1978999,37.5392999
하남시,7.5,3.3,Y,N,127.1987999,37.5374999
하남시,0.0,3.6,Y,N,127.2292999,37.5104999
하남시,10.0,3.6,Y,N,127.2000999,37.5371999
하남시,10.0,3.6,Y,N,127.1976999,37.5331999
하남시,10.0,3.6,N,N,127.2004999,37.5335999
하남시,7.5,3.2,N,N,127.2004999,37.5336999
하남시,10.0,3.6,N,N,127.2021999,37.5363999
하남시,10.0,3.6,N,N,127.2024999,37.5365999
하남시,10.0,3.6,Y,N,127.2028999,37.5368999
하남시,10.0,3.6,Y,N,127.2031999,37.5370999
하남시,10.0,3.6,N,N,127.2328238,37.5030999
하남시,10.0,3.6,Y,N,127.2031999,37.5373999
하남시,7.5,3.0,Y,N,127.2033999,37.5381999
하남시,7.5,2.3,Y,N,127.2032999,37.5376999
하남시,10.0,3.6,N,N,127.1995999,37.5397999
하남시,7.5,3.1,N,N,127.201056,37.5397014
하남시,10.0,3.6,N,N,127.2002999,37.5389999
하남시,10.0,3.6,Y,N,127.1981999,37.5330999
하남시,10.0,3.6,N,N,127.2015999,37.5380999
하남시,7.5,2.7,N,N,127.2018285,37.5382575
하남시,10.0,3.6,N,N,127.2017551,37.53820928
하남시,10.0,3.6,Y,N,127.2280999,37.5111999
하남시,7.5,3.0,N,N,127.201265,37.53770916
하남시,10.0,3.6,N,N,127.1987999,37.5334999
하남시,7.5,2.0,N,N,127.2025999,37.5340999
하남시,7.5,3.3,N,N,127.2027999,37.5345999
하남시,10.0,3.6,N,N,127.2025999,37.5351999
하남시,10.0,3.8,N,N,127.2021358,37.5352999
하남시,10.0,3.6,N,N,127.2012999,37.5322999
하남시,10.0,3.6,N,N,127.2018453,37.53303378
하남시,10.0,3.6,Y,N,127.2040999,37.5363999
하남시,10.0,3.6,N,N,127.203448,37.5372497
하남시,10.0,3.6,Y,N,127.2265999,37.5117999
하남시,7.5,3.1,N,N,127.2038999,37.5371999
하남시,10.0,4.0,N,N,127.2046999,37.5374999
하남시,10.0,4.0,N,N,127.2051999,37.5372999
하남시,10.0,3.6,N,N,127.2057999,37.5369999
하남시,10.0,3.6,Y,N,127.2200999,37.5388999
하남시,10.0,3.6,Y,N,127.221764,37.536439
하남시,0.0,3.6,Y,N,127.2272484,37.53190643
하남시,0.0,3.6,Y,N,127.2268999,37.5302999
하남시,10.0,3.6,Y,N,127.2262999,37.5276999
하남시,7.5,3.4,Y,N,127.2109999,37.5365999
하남시,0.0,3.6,Y,N,127.2261202,37.5274871
하남시,10.0,4.7,Y,N,127.2220022,37.54292871
하남시,10.0,3.6,N,N,127.2216999,37.5430999
하남시,10.0,4.0,N,N,127.2203999,37.5430999
하남시,10.0,3.6,N,N,127.220452,37.54290454
하남시,7.5,3.0,Y,N,127.2191707,37.54198789
하남시,10.0,3.6,N,N,127.2364999,37.4857999
하남시,10.0,3.8,Y,N,127.2102999,37.5363999
하남시,10.0,3.6,Y,N,127.2187325,37.5400315
하남시,10.0,5.2,Y,N,127.2168634,37.53837914
하남시,10.0,3.6,Y,N,127.2162999,37.5395999
하남시,10.0,3.6,N,N,127.2072999,37.5504999
하남시,10.0,3.6,N,N,127.2108999,37.5371999
하남시,10.0,3.9,Y,N,127.2122999,37.5372999
하남시,10.0,3.6,Y,N,127.2120999,37.5371999
하남시,7.5,3.3,Y,N,127.2117999,37.5371999
하남시,10.0,3.6,Y,N,127.2107999,37.5371999
하남시,10.0,3.6,Y,N,127.2107095,37.53737553
하남시,10.0,3.7,Y,N,127.2102999,37.5369999
하남시,10.0,3.6,N,N,127.2100999,37.5381999
하남시,10.0,3.9,N,N,127.2107999,37.5390999
하남시,10.0,3.9,Y,N,127.2117999,37.5366999
하남시,10.0,3.6,N,N,127.2103999,37.5393999
하남시,7.5,3.4,N,N,127.209248,37.539222
하남시,7.5,3.0,N,N,127.2098257,37.5389448
하남시,10.0,3.6,N,N,127.2095014,37.5390999
하남시,10.0,3.6,N,N,127.2092999,37.5392999
하남시,10.0,3.8,N,N,127.2098999,37.5395999
하남시,10.0,3.6,N,N,127.2096999,37.5399999
하남시,10.0,4.0,N,N,127.2094999,37.5399999
하남시,10.0,3.6,N,N,127.2090999,37.5386999
하남시,10.0,4.0,Y,N,127.2126999,37.5366999
하남시,10.0,3.8,N,N,127.2093999,37.53841596
하남시,10.0,3.6,N,N,127.2084999,37.5385999
하남시,10.0,3.6,N,N,127.2081999,37.5380999
하남시,10.0,3.6,N,N,127.2082999,37.5377999
하남시,7.5,2.8,N,N,127.2071999,37.5377999
하남시,10.0,3.6,N,N,127.2067187,37.5391999
하남시,10.0,3.6,N,N,127.2077999,37.5385999
하남시,10.0,3.6,N,N,127.2075999,37.5394999
하남시,10.0,4.0,N,N,127.2085999,37.5389999
하남시,10.0,3.6,N,N,127.2080999,37.5397999
하남시,7.5,2.4,N,N,127.2091999,37.5398999
하남시,7.5,3.3,N,N,127.2075735,37.5398397
하남시,10.0,3.6,N,N,127.2073999,37.5401999
하남시,10.0,3.6,N,N,127.2071999,37.5402999
하남시,10.0,3.6,Y,N,127.2153999,37.5414999
하남시,7.5,3.1,Y,N,127.2117999,37.5422999
하남시,10.0,4.0,Y,N,127.2125999,37.5427999
하남시,7.5,3.0,Y,N,127.2131307,37.5422079
하남시,10.0,3.6,N,N,127.2126999,37.54205726
하남시,10.0,3.6,N,N,127.223754,37.5170008
하남시,7.5,3.0,N,N,127.2126012,37.54205726
하남시,10.0,3.6,N,N,127.2125999,37.5418999
하남시,7.5,3.0,Y,N,127.2112999,37.5409999
하남시,10.0,3.6,Y,N,127.2105193,37.54217639
하남시,10.0,4.8,Y,N,127.2112999,37.5418999
하남시,7.5,3.0,Y,N,127.208441,37.54154567
하남시,7.5,2.3,Y,N,127.2106647,37.54076337
하남시,7.5,3.2,Y,N,127.2110176,37.540845
하남시,10.0,3.8,N,N,127.2120999,37.5410999
하남시,0.0,3.6,N,N,127.2239999,37.5165999
하남시,10.0,3.6,N,N,127.2122999,37.5408999
하남시,10.0,4.0,N,N,127.2126999,37.5406999
하남시,7.5,3.2,N,N,127.2129999,37.5412999
하남시,7.5,3.0,N,N,127.1510999,37.5174999
하남시,7.5,2.8,N,N,127.1513662,37.51752914
하남시,10.0,3.6,N,N,127.1531999,37.5196999
하남시,7.5,2.3,N,N,127.1536999,37.5198999
하남시,10.0,3.8,N,N,127.1544999,37.5204999
하남시,7.5,2.8,N,N,127.1562999,37.5235999
하남시,7.5,3.1,N,N,127.1558999,37.5221999
하남시,10.0,3.6,Y,N,127.2240262,37.5165228
하남시,10.0,3.6,N,N,127.1555999,37.5246999
하남시,10.0,3.6,N,N,127.1583999,37.5233999
하남시,10.0,3.6,N,N,127.1576999,37.5224999
하남시,10.0,3.6,N,N,127.1580081,37.5232423
하남시,10.0,3.6,N,N,127.1585999,37.5235999
하남시,10.0,3.6,N,N,127.1592999,37.5243999
하남시,10.0,3.6,N,N,127.1593999,37.5245999
하남시,10.0,3.6,N,N,127.1608999,37.5258999
하남시,10.0,3.6,N,N,127.1625999,37.5255999
하남시,10.0,3.6,Y,N,127.2278862,37.5333999
하남시,7.5,2.6,N,N,127.2242999,37.5194999
하남시,10.0,3.6,N,N,127.2359441,37.4909999
하남시,10.0,3.6,N,N,127.2344999,37.4935999
하남시,10.0,3.6,N,N,127.2037999,37.5121999
하남시,10.0,3.6,Y,N,127.2250382,37.5196017
하남시,10.0,3.6,Y,N,127.2262999,37.52159726
하남시,10.0,3.6,Y,N,127.2268999,37.5257999
하남시,10.0,3.6,Y,N,127.2262999,37.5274999
하남시,10.0,3.6,Y,N,127.1718589,37.54280116
하남시,10.0,3.6,Y,N,127.183468,37.5353999
하남시,10.0,3.6,N,N,127.2241855,37.5185999
하남시,10.0,3.6,N,N,127.1742999,37.53050445
하남시,10.0,3.6,N,N,127.1738999,37.5313999
하남시,10.0,3.6,N,N,127.2044999,37.5400283
하남시,10.0,3.6,Y,N,127.2037999,37.5677999
하남시,10.0,3.6,N,N,127.206194,37.55100659
하남시,10.0,3.6,Y,N,127.2034628,37.56869607
하남시,10.0,3.6,Y,N,127.1760999,37.5422999
하남시,10.0,3.6,N,N,127.2077999,37.5499999
하남시,10.0,3.6,N,N,127.1979286,37.5505584
하남시,10.0,3.6,Y,N,127.2209034,37.5410275
하남시,10.0,3.6,N,N,127.2355999,37.4854999
하남시,10.0,3.6,N,N,127.223612,37.5184607
하남시,10.0,3.6,N,N,127.206162,37.56589471
하남시,10.0,3.6,N,N,127.1750929,37.5256807
하남시,10.0,3.6,N,N,127.2046999,37.5231999
하남시,10.0,3.6,N,N,127.2351811,37.4874494
하남시,10.0,3.6,Y,N,127.1985522,37.54796782
하남시,10.0,3.6,N,N,127.202351,37.53972599
하남시,10.0,3.6,Y,N,127.2292688,37.53775497
하남시,10.0,3.6,N,N,127.1999915,37.52284446
하남시,10.0,3.6,N,Y,127.2358363,37.48754122
하남시,10.0,3.6,N,N,127.2240011,37.51895625
하남시,10.0,3.6,N,N,127.1828146,37.54477434
하남시,10.0,3.6,Y,N,127.2140632,37.55169092
하남시,10.0,3.6,Y,N,127.2086699,37.54780498
하남시,10.0,3.6,N,N,127.2107287,37.5390211
하남시,10.0,3.6,N,N,127.282961,37.51567513
하남시,10.0,3.6,Y,Y,127.1918674,37.55681417
하남시,10.0,3.6,Y,N,127.2286582,37.53640153
하남시,10.0,3.6,N,N,127.2236999,37.5212999
하남시,7.5,2.0,Y,N,127.2150327,37.55098627
하남시,7.5,2.0,N,N,127.2209524,37.53601108
하남시,7.5,2.0,N,N,127.2050934,37.5373187
하남시,7.5,2.0,Y,N,127.2246549,37.51785665
하남시,7.5,2.0,N,Y,127.1641645,37.51660049
하남시,10.0,3.6,Y,N,127.2048068,37.54431985
하남시,7.5,2.0,N,Y,127.2270294,37.54023434
하남시,7.5,2.0,N,N,127.2364997,37.48571514
하남시,7.5,2.8,N,N,127.2237999,37.5195999
하남시,7.5,2.0,Y,N,127.2150313,37.55065386
하남시,10.0,3.6,N,N,127.2023993,37.54109841
하남시,7.5,2.8,Y,N,127.2284999,37.5222999
하남시,10.0,3.6,N,N,127.2192999,37.5225999
하남시,10.0,3.6,N,N,127.2199999,37.5225999
하남시,7.5,2.0,N,N,127.2201999,37.5223999
하남시,10.0,4.4,Y,N,127.2208999,37.5225999
하남시,10.0,3.6,N,N,127.2192999,37.5315999
하남시,7.5,2.6,N,N,127.2352999,37.4844999
하남시,7.5,2.2,N,N,127.2200319,37.5315999
하남시,10.0,3.6,N,N,127.2208999,37.5319999
하남시,7.5,2.2,N,N,127.220472,37.5322522
하남시,10.0,3.6,N,N,127.2218999,37.5321999
하남시,10.0,3.6,N,N,127.221939,37.5342999
하남시,10.0,3.6,N,N,127.2218999,37.5342999
하남시,10.0,3.6,N,N,127.2216025,37.53257669
하남시,10.0,3.6,N,N,127.2226999,37.5346999
하남시,10.0,3.6,N,N,127.2367999,37.5414999
하남시,7.5,2.6,N,N,127.239262,37.4883999
하남시,10.0,4.2,Y,N,127.2152344,37.5312073
하남시,10.0,4.3,Y,N,127.2159999,37.5312999
하남시,7.5,2.8,Y,N,127.2153999,37.5310999
하남시,10.0,3.9,Y,N,127.2143999,37.5304999
하남시,7.5,3.3,Y,N,127.2119999,37.5291999
하남시,0.0,3.6,Y,N,127.2109999,37.5285999
하남시,10.0,3.6,Y,N,127.2103999,37.5280999
하남시,7.5,3.2,N,N,127.2103999,37.5281999
하남시,10.0,3.6,Y,N,127.2096999,37.5274999
하남시,7.5,2.8,N,N,127.2316999,37.4966999
하남시,0.0,3.6,Y,N,127.2083999,37.5260999
하남시,10.0,3.6,Y,N,127.2081999,37.5249999
하남시,10.0,3.6,Y,N,127.2080999,37.5245999
하남시,0.0,3.6,Y,N,127.2078999,37.5230999
하남시,10.0,3.6,Y,N,127.2052041,37.5219162
하남시,10.0,3.6,Y,N,127.1988999,37.5225999
하남시,10.0,3.6,Y,N,127.1992999,37.5227999
하남시,10.0,3.6,Y,N,127.1993999,37.5223999
하남시,10.0,3.6,N,N,127.197315,37.5240574
하남시,0.0,3.6,Y,N,127.2011999,37.5308999
하남시,10.0,4.0,N,N,127.2097999,37.5334999
하남시,10.0,3.6,N,N,127.2096999,37.5333999
하남시,7.5,2.8,N,N,127.2119999,37.5334999
하남시,7.5,3.1,N,N,127.2101999,37.5322999
하남시,10.0,3.6,N,N,127.2099175,37.5318559
하남시,7.5,2.7,N,N,127.2101999,37.5288999
하남시,7.5,2.0,N,N,127.2102999,37.5287999
하남시,10.0,3.6,Y,N,127.1972999,37.5203999
하남시,10.0,3.9,Y,N,127.1971999,37.5196999
하남시,10.0,4.6,N,N,127.1970999,37.5192999
하남시,10.0,3.6,N,N,127.1964999,37.5193999
하남시,10.0,3.6,N,N,127.1962554,37.5191037
하남시,10.0,4.7,N,N,127.1969999,37.5180999
하남시,7.5,2.9,N,N,127.1948269,37.5164999
하남시,10.0,3.6,N,N,127.1964999,37.5132999
하남시,10.0,3.6,N,N,127.1961999,37.5114999
하남시,10.0,3.6,N,N,127.1916999,37.5045999
송파구,0.1,3.6,Y,N,127.111576,37.53227
송파구,0.1,3.8,Y,N,127.1129,37.534974
송파구,0.1,3.6,N,N,127.11293,37.535075
송파구,0.1,4.3,N,N,127.114399,37.533985
송파구,0.1,3.1,N,N,127.113791,37.533014
송파구,0.1,3.7,Y,N,127.11353,37.533039
송파구,0.1,3.7,N,N,127.114576,37.533484
송파구,0.1,3.6,N,N,127.113891,37.532023
송파구,0.1,3.6,N,N,127.11451,37.532312
송파구,0.1,3.5,N,N,127.114291,37.532254
송파구,0.1,3.6,Y,N,127.118187,37.532402
송파구,0.1,3.6,Y,Y,127.120442,37.513778
송파구,0.1,3.6,N,N,127.157648,37.498151
송파구,0.1,3.7,Y,N,127.127931,37.487335
송파구,0.1,3.5,N,N,127.128443,37.487646
송파구,0.1,3.8,N,N,127.128031,37.487522
송파구,0.1,3.4,N,N,127.128033,37.487731
송파구,0.1,3.5,Y,N,127.128932,37.486154
송파구,0.1,3.4,N,N,127.128049,37.482123
송파구,0.1,3.6,N,N,127.129652,37.486508
송파구,0.1,3.6,N,N,127.128162,37.485733
송파구,0.1,3.6,N,N,127.130202,37.485118
송파구,0.1,3.6,N,N,127.12901,37.485475
송파구,0.1,3.6,N,N,127.129907,37.484984
송파구,0.1,3.6,N,N,127.129804,37.484885
