gid,pop,sigungu,emd
다사664265,8,성남시,구미동
다사664269,8,성남시,구미동
다사665267,8,성남시,구미동
다사665269,8,성남시,구미동
다사667270,8,성남시,구미동
다사668272,8,성남시,구미동
다사669269,8,성남시,구미동
다사647270,5,성남시,구미동
다사654263,5,성남시,구미동
다사654272,5,성남시,구미동
다사654273,5,성남시,구미동
다사655265,5,성남시,구미동
다사655272,5,성남시,구미동
다사656272,5,성남시,구미동
다사656273,5,성남시,구미동
다사656274,5,성남시,구미동
다사657272,5,성남시,구미동
다사658271,5,성남시,구미동
다사659265,5,성남시,구미동
다사659271,5,성남시,구미동
다사659272,5,성남시,구미동
다사660271,5,성남시,구미동
다사661271,5,성남시,구미동
다사661273,5,성남시,구미동
다사661274,5,성남시,구미동
다사662272,5,성남시,구미동
다사662273,5,성남시,구미동
다사662274,5,성남시,구미동
다사665270,5,성남시,구미동
다사666266,5,성남시,구미동
다사666269,5,성남시,구미동
다사667271,5,성남시,구미동
다사667272,5,성남시,구미동
다사668267,5,성남시,구미동
다사668268,5,성남시,구미동
다사668270,5,성남시,구미동
다사668271,5,성남시,구미동
다사669267,5,성남시,구미동
다사669270,5,성남시,구미동
다사669272,5,성남시,구미동
다사670272,5,성남시,구미동
다사655263,N/A,성남시,구미동
다사658273,N/A,성남시,구미동
다사660266,N/A,성남시,구미동
다사666268,N/A,성남시,구미동
다사666276,N/A,성남시,구미동
다사667265,N/A,성남시,구미동
다사668273,N/A,성남시,구미동
다사668274,N/A,성남시,구미동
다사669271,N/A,성남시,구미동
다사669273,N/A,성남시,구미동
다사670268,N/A,성남시,구미동
다사670270,N/A,성남시,구미동
다사670271,N/A,성남시,구미동
다사650280,143,성남시,금곡동
다사652284,79,성남시,금곡동
다사650284,77,성남시,금곡동
다사651286,75,성남시,금곡동
다사652285,73,성남시,금곡동
다사650282,60,성남시,금곡동
다사651285,59,성남시,금곡동
다사650285,58,성남시,금곡동
다사652286,58,성남시,금곡동
다사652283,55,성남시,금곡동
다사651282,52,성남시,금곡동
다사650286,47,성남시,금곡동
다사650281,41,성남시,금곡동
다사652281,41,성남시,금곡동
다사653281,39,성남시,금곡동
다사656281,39,성남시,금곡동
다사651283,35,성남시,금곡동
다사653282,35,성남시,금곡동
다사656285,30,성남시,금곡동
다사656284,27,성남시,금곡동
다사657284,25,성남시,금곡동
다사657282,23,성남시,금곡동
다사652282,20,성남시,금곡동
다사658282,19,성남시,금곡동
다사651284,13,성남시,금곡동
다사655282,13,성남시,금곡동
다사657280,13,성남시,금곡동
다사657285,13,성남시,금곡동
다사640302,8,성남시,금곡동
다사642302,8,성남시,금곡동
다사645301,8,성남시,금곡동
다사645303,8,성남시,금곡동
다사646301,8,성남시,금곡동
다사646302,8,성남시,금곡동
다사646304,8,성남시,금곡동
다사651281,8,성남시,금곡동
다사652280,8,성남시,금곡동
다사654282,8,성남시,금곡동
다사655281,8,성남시,금곡동
다사656280,8,성남시,금곡동
다사657281,8,성남시,금곡동
다사658281,8,성남시,금곡동
다사659282,8,성남시,금곡동
다사638301,5,성남시,금곡동
다사639302,5,성남시,금곡동
다사639303,5,성남시,금곡동
다사640295,5,성남시,금곡동
다사641294,5,성남시,금곡동
다사642288,5,성남시,금곡동
다사642289,5,성남시,금곡동
다사642294,5,성남시,금곡동
다사642301,5,성남시,금곡동
다사643288,5,성남시,금곡동
다사643290,5,성남시,금곡동
다사643294,5,성남시,금곡동
다사644289,5,성남시,금곡동
다사644301,5,성남시,금곡동
다사644302,5,성남시,금곡동
다사644303,5,성남시,금곡동
다사645288,5,성남시,금곡동
다사645289,5,성남시,금곡동
다사645302,5,성남시,금곡동
다사646290,5,성남시,금곡동
다사646300,5,성남시,금곡동
다사646303,5,성남시,금곡동
다사647298,5,성남시,금곡동
다사651280,5,성남시,금곡동
다사653280,5,성남시,금곡동
다사654283,5,성남시,금곡동
다사655280,5,성남시,금곡동
다사656283,5,성남시,금곡동
다사658283,5,성남시,금곡동
다사659283,5,성남시,금곡동
다사640303,N/A,성남시,금곡동
다사643301,N/A,성남시,금곡동
다사644288,N/A,성남시,금곡동
다사644293,N/A,성남시,금곡동
다사644294,N/A,성남시,금곡동
다사644295,N/A,성남시,금곡동
다사646288,N/A,성남시,금곡동
다사646295,N/A,성남시,금곡동
다사646307,N/A,성남시,금곡동
다사654281,N/A,성남시,금곡동
다사705384,189,성남시,금광1동
다사706383,160,성남시,금광1동
다사700383,156,성남시,금광1동
다사699383,111,성남시,금광1동
다사703383,110,성남시,금광1동
다사702382,105,성남시,금광1동
다사701381,99,성남시,금광1동
다사703382,94,성남시,금광1동
다사699382,88,성남시,금광1동
다사706382,86,성남시,금광1동
다사706384,85,성남시,금광1동
다사705383,77,성남시,금광1동
다사701382,76,성남시,금광1동
다사705382,72,성남시,금광1동
다사698383,70,성남시,금광1동
다사703385,67,성남시,금광1동
다사705385,67,성남시,금광1동
다사703384,65,성남시,금광1동
다사704385,60,성남시,금광1동
다사697382,58,성남시,금광1동
다사704384,55,성남시,금광1동
다사698382,51,성남시,금광1동
다사702384,43,성남시,금광1동
다사707384,40,성남시,금광1동
다사708383,37,성남시,금광1동
다사699381,33,성남시,금광1동
다사697383,31,성남시,금광1동
다사701380,30,성남시,금광1동
다사698381,26,성남시,금광1동
다사701383,25,성남시,금광1동
다사703386,23,성남시,금광1동
다사708384,22,성남시,금광1동
다사701384,17,성남시,금광1동
다사699380,16,성남시,금광1동
다사707386,16,성남시,금광1동
다사704386,14,성남시,금광1동
다사707385,14,성남시,금광1동
다사708387,14,성남시,금광1동
다사700380,13,성남시,금광1동
다사702380,13,성남시,금광1동
다사700381,11,성남시,금광1동
다사700379,8,성남시,금광1동
다사700385,8,성남시,금광1동
다사701379,8,성남시,금광1동
다사701385,8,성남시,금광1동
다사702381,8,성남시,금광1동
다사704381,8,성남시,금광1동
다사707383,8,성남시,금광1동
다사698380,5,성남시,금광1동
다사699384,5,성남시,금광1동
다사700384,5,성남시,금광1동
다사703381,5,성남시,금광1동
다사706386,5,성남시,금광1동
다사696384,N/A,성남시,금광1동
다사706385,N/A,성남시,금광1동
다사707387,N/A,성남시,금광1동
다사710388,140,성남시,금광2동
다사709388,57,성남시,금광2동
다사710390,51,성남시,금광2동
다사711391,49,성남시,금광2동
다사711389,37,성남시,금광2동
다사711390,37,성남시,금광2동
다사710391,27,성남시,금광2동
다사701391,25,성남시,금광2동
다사698386,23,성남시,금광2동
다사710389,23,성남시,금광2동
다사701390,22,성남시,금광2동
다사705391,22,성남시,금광2동
다사708392,21,성남시,금광2동
다사707392,20,성남시,금광2동
다사699386,19,성남시,금광2동
다사704389,18,성남시,금광2동
다사700387,17,성남시,금광2동
다사698387,16,성남시,금광2동
다사703390,16,성남시,금광2동
다사708388,16,성남시,금광2동
다사709390,16,성남시,금광2동
다사699391,15,성남시,금광2동
다사704388,15,성남시,금광2동
다사709389,15,성남시,금광2동
다사701386,14,성남시,금광2동
다사701388,14,성남시,금광2동
다사701393,14,성남시,금광2동
다사704390,14,성남시,금광2동
다사706391,14,성남시,금광2동
다사698388,13,성남시,금광2동
다사698389,13,성남시,금광2동
다사699387,13,성남시,금광2동
다사699388,13,성남시,금광2동
다사700390,13,성남시,금광2동
다사700393,13,성남시,금광2동
다사702386,13,성남시,금광2동
다사703389,13,성남시,금광2동
다사704387,13,성남시,금광2동
다사704391,13,성남시,금광2동
다사701387,11,성남시,금광2동
다사698385,8,성남시,금광2동
다사699385,8,성남시,금광2동
다사699389,8,성남시,금광2동
다사699390,8,성남시,금광2동
다사700388,8,성남시,금광2동
다사700389,8,성남시,금광2동
다사700391,8,성남시,금광2동
다사701392,8,성남시,금광2동
다사702387,8,성남시,금광2동
다사702388,8,성남시,금광2동
다사702390,8,성남시,금광2동
다사703387,8,성남시,금광2동
다사705387,8,성남시,금광2동
다사709392,8,성남시,금광2동
다사709393,8,성남시,금광2동
다사697385,5,성남시,금광2동
다사697387,5,성남시,금광2동
다사697388,5,성남시,금광2동
다사698391,5,성남시,금광2동
다사699392,5,성남시,금광2동
다사699393,5,성남시,금광2동
다사700386,5,성남시,금광2동
다사700392,5,성남시,금광2동
다사700394,5,성남시,금광2동
다사702389,5,성남시,금광2동
다사703388,5,성남시,금광2동
다사705388,5,성남시,금광2동
다사705390,5,성남시,금광2동
다사696386,N/A,성남시,금광2동
다사697386,N/A,성남시,금광2동
다사707391,N/A,성남시,금광2동
다사695391,82,성남시,단대동
다사697391,68,성남시,단대동
다사696392,66,성남시,단대동
다사692389,63,성남시,단대동
다사696389,62,성남시,단대동
다사696390,56,성남시,단대동
다사692390,55,성남시,단대동
다사697389,39,성남시,단대동
다사697390,33,성남시,단대동
다사697400,26,성남시,단대동
다사695387,23,성남시,단대동
다사697403,20,성남시,단대동
다사695386,19,성남시,단대동
다사699396,19,성남시,단대동
다사696391,17,성남시,단대동
다사696387,15,성남시,단대동
다사694390,14,성남시,단대동
다사696393,14,성남시,단대동
다사699397,14,성남시,단대동
다사695390,13,성남시,단대동
다사697399,13,성남시,단대동
다사698392,13,성남시,단대동
다사694387,8,성남시,단대동
다사694388,8,성남시,단대동
다사695397,8,성남시,단대동
다사696399,8,성남시,단대동
다사696403,8,성남시,단대동
다사698394,8,성남시,단대동
다사698397,8,성남시,단대동
다사698398,8,성남시,단대동
다사698403,8,성남시,단대동
다사698404,8,성남시,단대동
다사693389,5,성남시,단대동
다사693391,5,성남시,단대동
다사695388,5,성남시,단대동
다사695399,5,성남시,단대동
다사695402,5,성남시,단대동
다사696388,5,성남시,단대동
다사696398,5,성남시,단대동
다사697392,5,성남시,단대동
다사697401,5,성남시,단대동
다사698395,5,성남시,단대동
다사700395,5,성남시,단대동
다사693390,N/A,성남시,단대동
다사695403,N/A,성남시,단대동
다사696400,N/A,성남시,단대동
다사696401,N/A,성남시,단대동
다사697393,N/A,성남시,단대동
다사698399,N/A,성남시,단대동
다사675355,100,성남시,도촌동
다사678355,73,성남시,도촌동
다사678356,65,성남시,도촌동
다사673354,56,성남시,도촌동
다사688350,53,성남시,도촌동
다사696352,49,성남시,도촌동
다사678357,46,성남시,도촌동
다사679356,46,성남시,도촌동
다사674355,45,성남시,도촌동
다사695353,44,성남시,도촌동
다사698349,41,성남시,도촌동
다사687350,40,성남시,도촌동
다사688349,40,성남시,도촌동
다사673355,37,성남시,도촌동
다사675354,37,성남시,도촌동
다사677356,35,성남시,도촌동
다사675353,34,성남시,도촌동
다사679355,32,성남시,도촌동
다사694351,30,성남시,도촌동
다사697352,29,성남시,도촌동
다사678354,28,성남시,도촌동
다사689349,28,성남시,도촌동
다사689350,28,성남시,도촌동
다사667353,27,성남시,도촌동
다사674354,27,성남시,도촌동
다사672355,26,성남시,도촌동
다사677355,26,성남시,도촌동
다사692351,26,성남시,도촌동
다사677354,25,성남시,도촌동
다사675357,23,성남시,도촌동
다사668354,22,성남시,도촌동
다사695352,21,성남시,도촌동
다사700349,21,성남시,도촌동
다사666353,20,성남시,도촌동
다사673357,20,성남시,도촌동
다사683351,20,성남시,도촌동
다사693350,20,성남시,도촌동
다사694349,20,성남시,도촌동
다사700348,20,성남시,도촌동
다사670353,19,성남시,도촌동
다사676353,19,성남시,도촌동
다사676354,19,성남시,도촌동
다사702347,19,성남시,도촌동
다사673353,18,성남시,도촌동
다사686349,18,성남시,도촌동
다사696353,18,성남시,도촌동
다사703347,18,성남시,도촌동
다사668355,17,성남시,도촌동
다사687349,17,성남시,도촌동
다사698350,17,성남시,도촌동
다사668353,16,성남시,도촌동
다사697351,16,성남시,도촌동
다사700347,16,성남시,도촌동
다사674357,15,성남시,도촌동
다사679352,15,성남시,도촌동
다사679354,15,성남시,도촌동
다사696350,15,성남시,도촌동
다사669353,13,성남시,도촌동
다사672353,13,성남시,도촌동
다사672354,13,성남시,도촌동
다사673356,13,성남시,도촌동
다사692352,13,성남시,도촌동
다사693351,13,성남시,도촌동
다사694352,13,성남시,도촌동
다사699347,13,성남시,도촌동
다사704346,13,성남시,도촌동
다사678353,11,성남시,도촌동
다사669354,8,성남시,도촌동
다사670355,8,성남시,도촌동
다사674356,8,성남시,도촌동
다사676355,8,성남시,도촌동
다사679353,8,성남시,도촌동
다사684351,8,성남시,도촌동
다사686350,8,성남시,도촌동
다사689351,8,성남시,도촌동
다사690352,8,성남시,도촌동
다사690353,8,성남시,도촌동
다사691351,8,성남시,도촌동
다사691353,8,성남시,도촌동
다사691354,8,성남시,도촌동
다사693349,8,성남시,도촌동
다사693352,8,성남시,도촌동
다사694350,8,성남시,도촌동
다사695351,8,성남시,도촌동
다사696349,8,성남시,도촌동
다사696351,8,성남시,도촌동
다사697349,8,성남시,도촌동
다사698347,8,성남시,도촌동
다사698348,8,성남시,도촌동
다사699348,8,성남시,도촌동
다사699349,8,성남시,도촌동
다사699350,8,성남시,도촌동
다사701347,8,성남시,도촌동
다사703346,8,성남시,도촌동
다사704347,8,성남시,도촌동
다사712361,8,성남시,도촌동
다사667355,5,성남시,도촌동
다사669355,5,성남시,도촌동
다사676357,5,성남시,도촌동
다사677353,5,성남시,도촌동
다사680352,5,성남시,도촌동
다사688351,5,성남시,도촌동
다사689352,5,성남시,도촌동
다사690349,5,성남시,도촌동
다사690350,5,성남시,도촌동
다사690351,5,성남시,도촌동
다사691349,5,성남시,도촌동
다사691352,5,성남시,도촌동
다사702348,5,성남시,도촌동
다사705346,5,성남시,도촌동
다사709360,5,성남시,도촌동
다사710360,5,성남시,도촌동
다사711360,5,성남시,도촌동
다사712360,5,성남시,도촌동
다사715361,5,성남시,도촌동
다사667354,N/A,성남시,도촌동
다사670354,N/A,성남시,도촌동
다사705347,N/A,성남시,도촌동
다사711359,N/A,성남시,도촌동
다사713361,N/A,성남시,도촌동
다사714361,N/A,성남시,도촌동
다사656323,77,성남시,백현동
다사655326,63,성남시,백현동
다사656322,54,성남시,백현동
다사654323,52,성남시,백현동
다사656324,42,성남시,백현동
다사652328,41,성남시,백현동
다사659326,41,성남시,백현동
다사657324,40,성남시,백현동
다사662324,39,성남시,백현동
다사656325,38,성남시,백현동
다사660321,38,성남시,백현동
다사661325,38,성남시,백현동
다사655323,34,성남시,백현동
다사661323,30,성남시,백현동
다사661326,30,성남시,백현동
다사658324,28,성남시,백현동
다사653322,27,성남시,백현동
다사654322,27,성남시,백현동
다사659327,27,성남시,백현동
다사663328,27,성남시,백현동
다사654324,26,성남시,백현동
다사654325,26,성남시,백현동
다사662328,25,성남시,백현동
다사663326,25,성남시,백현동
다사662326,24,성남시,백현동
다사662327,24,성남시,백현동
다사653323,23,성남시,백현동
다사657329,23,성남시,백현동
다사658327,23,성남시,백현동
다사661324,23,성남시,백현동
다사653330,20,성남시,백현동
다사657323,20,성남시,백현동
다사657327,20,성남시,백현동
다사659322,19,성남시,백현동
다사659325,19,성남시,백현동
다사657325,18,성남시,백현동
다사658329,18,성남시,백현동
다사660324,18,성남시,백현동
다사662329,18,성남시,백현동
다사653321,17,성남시,백현동
다사659329,17,성남시,백현동
다사663329,17,성남시,백현동
다사654321,16,성남시,백현동
다사656317,16,성남시,백현동
다사654327,15,성남시,백현동
다사655322,15,성남시,백현동
다사657328,15,성남시,백현동
다사652318,14,성남시,백현동
다사652329,14,성남시,백현동
다사653328,14,성남시,백현동
다사655324,14,성남시,백현동
다사658320,14,성남시,백현동
다사658326,14,성남시,백현동
다사660329,14,성남시,백현동
다사662325,14,성남시,백현동
다사652330,13,성남시,백현동
다사653317,13,성남시,백현동
다사653327,13,성남시,백현동
다사654320,13,성남시,백현동
다사655320,13,성남시,백현동
다사655321,13,성남시,백현동
다사657326,13,성남시,백현동
다사658323,13,성남시,백현동
다사659324,13,성남시,백현동
다사660322,13,성남시,백현동
다사660325,13,성남시,백현동
다사661327,13,성남시,백현동
다사663327,12,성남시,백현동
다사653320,11,성남시,백현동
다사660326,11,성남시,백현동
다사647321,8,성남시,백현동
다사652319,8,성남시,백현동
다사653316,8,성남시,백현동
다사653324,8,성남시,백현동
다사654317,8,성남시,백현동
다사654318,8,성남시,백현동
다사655317,8,성남시,백현동
다사655325,8,성남시,백현동
다사656318,8,성남시,백현동
다사658318,8,성남시,백현동
다사658319,8,성남시,백현동
다사658322,8,성남시,백현동
다사658325,8,성남시,백현동
다사658328,8,성남시,백현동
다사659320,8,성남시,백현동
다사659321,8,성남시,백현동
다사659323,8,성남시,백현동
다사659328,8,성남시,백현동
다사660327,8,성남시,백현동
다사646327,5,성남시,백현동
다사651316,5,성남시,백현동
다사652316,5,성남시,백현동
다사652317,5,성남시,백현동
다사653319,5,성남시,백현동
다사653329,5,성남시,백현동
다사655319,5,성남시,백현동
다사656319,5,성남시,백현동
다사657320,5,성남시,백현동
다사657322,5,성남시,백현동
다사658321,5,성남시,백현동
다사659319,5,성남시,백현동
다사660323,5,성남시,백현동
다사661322,5,성남시,백현동
다사662323,5,성남시,백현동
다사646328,N/A,성남시,백현동
다사653318,N/A,성남시,백현동
다사656316,N/A,성남시,백현동
다사657316,N/A,성남시,백현동
다사657317,N/A,성남시,백현동
다사671405,27,성남시,복정동
다사670404,25,성남시,복정동
다사671406,23,성남시,복정동
다사670409,20,성남시,복정동
다사670406,19,성남시,복정동
다사672403,19,성남시,복정동
다사671409,18,성남시,복정동
다사670402,17,성남시,복정동
다사670405,14,성남시,복정동
다사671403,14,성남시,복정동
다사670389,13,성남시,복정동
다사670397,13,성남시,복정동
다사671396,13,성남시,복정동
다사671397,13,성남시,복정동
다사671404,13,성남시,복정동
다사672395,13,성남시,복정동
다사672405,13,성남시,복정동
다사672406,13,성남시,복정동
다사673395,13,성남시,복정동
다사670395,8,성남시,복정동
다사670396,8,성남시,복정동
다사670398,8,성남시,복정동
다사670407,8,성남시,복정동
다사670410,8,성남시,복정동
다사671394,8,성남시,복정동
다사671395,8,성남시,복정동
다사671402,8,성남시,복정동
다사671407,8,성남시,복정동
다사671410,8,성남시,복정동
다사672404,8,성남시,복정동
다사673409,8,성남시,복정동
다사667393,5,성남시,복정동
다사667394,5,성남시,복정동
다사670393,5,성남시,복정동
다사670399,5,성남시,복정동
다사670400,5,성남시,복정동
다사670403,5,성남시,복정동
다사671408,5,성남시,복정동
다사672393,5,성남시,복정동
다사672396,5,성남시,복정동
다사672402,5,성남시,복정동
다사672409,5,성남시,복정동
다사673394,5,성남시,복정동
다사674395,5,성남시,복정동
다사686402,5,성남시,복정동
다사669399,N/A,성남시,복정동
다사669400,N/A,성남시,복정동
다사669401,N/A,성남시,복정동
다사670394,N/A,성남시,복정동
다사670408,N/A,성남시,복정동
다사671398,N/A,성남시,복정동
다사673408,N/A,성남시,복정동
다사674394,N/A,성남시,복정동
다사680406,N/A,성남시,복정동
다사672306,84,성남시,분당동
다사674306,79,성남시,분당동
다사672305,68,성남시,분당동
다사670303,52,성남시,분당동
다사684303,52,성남시,분당동
다사670304,45,성남시,분당동
다사670301,44,성남시,분당동
다사672302,44,성남시,분당동
다사673304,44,성남시,분당동
다사674304,41,성남시,분당동
다사680301,39,성남시,분당동
다사679302,38,성남시,분당동
다사671305,36,성남시,분당동
다사673303,36,성남시,분당동
다사680302,35,성남시,분당동
다사669303,31,성남시,분당동
다사675304,31,성남시,분당동
다사682303,28,성남시,분당동
다사682304,26,성남시,분당동
다사674303,24,성남시,분당동
다사669304,22,성남시,분당동
다사675303,21,성남시,분당동
다사671303,19,성남시,분당동
다사680303,19,성남시,분당동
다사671302,18,성남시,분당동
다사677302,18,성남시,분당동
다사699304,18,성남시,분당동
다사671301,16,성남시,분당동
다사678301,16,성남시,분당동
다사683305,16,성남시,분당동
다사684302,15,성남시,분당동
다사686303,15,성남시,분당동
다사673307,14,성남시,분당동
다사682297,14,성남시,분당동
다사682302,14,성남시,분당동
다사683298,14,성남시,분당동
다사683304,14,성남시,분당동
다사686300,14,성남시,분당동
다사686302,14,성남시,분당동
다사679301,13,성남시,분당동
다사681301,13,성남시,분당동
다사682298,13,성남시,분당동
다사682299,13,성남시,분당동
다사683306,13,성남시,분당동
다사685299,13,성남시,분당동
다사685303,13,성남시,분당동
다사686301,13,성남시,분당동
다사686304,13,성남시,분당동
다사688303,13,성남시,분당동
다사670302,12,성남시,분당동
다사672303,12,성남시,분당동
다사675305,12,성남시,분당동
다사681300,12,성남시,분당동
다사668303,11,성남시,분당동
다사676304,11,성남시,분당동
다사674302,8,성남시,분당동
다사676303,8,성남시,분당동
다사681299,8,성남시,분당동
다사682301,8,성남시,분당동
다사683299,8,성남시,분당동
다사683300,8,성남시,분당동
다사683303,8,성남시,분당동
다사683307,8,성남시,분당동
다사684297,8,성남시,분당동
다사684298,8,성남시,분당동
다사684305,8,성남시,분당동
다사684306,8,성남시,분당동
다사685298,8,성남시,분당동
다사685301,8,성남시,분당동
다사685304,8,성남시,분당동
다사685305,8,성남시,분당동
다사685307,8,성남시,분당동
다사685308,8,성남시,분당동
다사686299,8,성남시,분당동
다사686305,8,성남시,분당동
다사686307,8,성남시,분당동
다사686308,8,성남시,분당동
다사687300,8,성남시,분당동
다사687301,8,성남시,분당동
다사687302,8,성남시,분당동
다사700307,8,성남시,분당동
다사672304,5,성남시,분당동
다사673300,5,성남시,분당동
다사674301,5,성남시,분당동
다사675301,5,성남시,분당동
다사676300,5,성남시,분당동
다사676301,5,성남시,분당동
다사676302,5,성남시,분당동
다사677299,5,성남시,분당동
다사678299,5,성남시,분당동
다사678300,5,성남시,분당동
다사681296,5,성남시,분당동
다사681303,5,성남시,분당동
다사682295,5,성남시,분당동
다사682296,5,성남시,분당동
다사682300,5,성남시,분당동
다사682305,5,성남시,분당동
다사683296,5,성남시,분당동
다사683301,5,성남시,분당동
다사683302,5,성남시,분당동
다사683309,5,성남시,분당동
다사684299,5,성남시,분당동
다사685300,5,성남시,분당동
다사685302,5,성남시,분당동
다사686306,5,성남시,분당동
다사686309,5,성남시,분당동
다사689303,5,성남시,분당동
다사691293,5,성남시,분당동
다사694298,5,성남시,분당동
다사695300,5,성남시,분당동
다사696300,5,성남시,분당동
다사698302,5,성남시,분당동
다사698303,5,성남시,분당동
